"datetime"	"wtr_0"	"wtr_0.25"	"wtr_0.5"	"wtr_0.75"	"wtr_1.25"	"wtr_1.5"	"wtr_2"
2020-05-24 07:30:00	19.28222222	19.37722222	19.28222222	19.18722222	17.95	17.18888889	15.09111111
2020-05-24 08:00:00	19.18722222	19.37722222	19.28222222	19.18722222	17.95	17.18888889	15.09111111
2020-05-24 08:30:00	19.18722222	19.28222222	19.28222222	19.18722222	17.95	17.18888889	15.09111111
2020-05-24 09:00:00	19.18722222	19.28222222	19.18722222	19.09222222	17.95	17.18888889	15.09111111
2020-05-24 09:30:00	19.09222222	19.28222222	19.18722222	19.09222222	17.95	17.18888889	15.09111111
2020-05-24 10:00:00	19.18722222	19.47222222	19.28222222	19.18722222	18.045	17.18888889	15.09111111
2020-05-24 10:30:00	19.37722222	19.66222222	19.37722222	19.28222222	18.045	17.18888889	15.09111111
2020-05-24 11:00:00	19.37722222	19.66222222	19.37722222	19.28222222	18.045	17.18888889	15.09111111
2020-05-24 11:30:00	19.37722222	19.56722222	19.37722222	19.18722222	18.045	17.18888889	15.09111111
2020-05-24 12:00:00	19.56722222	19.85277778	19.47222222	19.37722222	18.045	17.18888889	15.09111111
2020-05-24 12:30:00	19.47222222	19.75777778	19.47222222	19.28222222	18.045	17.28388889	15.09111111
2020-05-24 13:00:00	19.85277778	20.32888889	19.66222222	19.47222222	18.14	17.28388889	15.09111111
2020-05-24 13:30:00	20.23388889	21.47277778	19.94777778	19.66222222	18.33111111	17.37888889	15.09111111
2020-05-24 14:00:00	20.805	21.855	20.13777778	19.85277778	18.42611111	17.475	15.09111111
2020-05-24 14:30:00	21.37777778	22.04611111	20.42388889	20.04277778	18.52111111	17.475	15.09111111
2020-05-24 15:00:00	21.855	22.42888889	20.615	20.13777778	18.61611111	17.57	15.18722222
2020-05-24 15:30:00	22.42888889	22.42888889	20.71	20.13777778	18.61611111	17.665	15.18722222
2020-05-24 16:00:00	22.71722222	22.42888889	20.805	20.23388889	18.61611111	17.665	15.18722222
2020-05-24 16:30:00	23.1	22.90777778	20.99611111	20.32888889	18.71111111	17.665	15.18722222
2020-05-24 17:00:00	23.1	22.71722222	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 17:30:00	22.90777778	22.525	20.99611111	20.23388889	18.61611111	17.665	15.18722222
2020-05-24 18:00:00	23.00388889	22.71722222	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 18:30:00	22.90777778	22.62111111	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 19:00:00	22.81222222	22.62111111	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 19:30:00	22.71722222	22.525	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 20:00:00	22.525	22.42888889	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 20:30:00	22.33277778	22.33277778	20.805	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 21:00:00	22.23777778	22.23777778	20.99611111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 21:30:00	22.04611111	22.14222222	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 22:00:00	21.95111111	22.04611111	20.99611111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 22:30:00	21.855	21.95111111	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 23:00:00	21.76	21.855	20.90111111	20.23388889	18.71111111	17.665	15.18722222
2020-05-24 23:30:00	21.66388889	21.76	20.99611111	20.23388889	18.71111111	17.665	15.18722222
2020-05-25 00:00:00	21.66388889	21.66388889	20.90111111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 00:30:00	21.47277778	21.56888889	20.99611111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 01:00:00	21.47277778	21.56888889	20.99611111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 01:30:00	21.37777778	21.47277778	20.99611111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 02:00:00	21.28222222	21.37777778	20.90111111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 02:30:00	21.28222222	21.37777778	20.90111111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 03:00:00	21.18722222	21.28222222	20.90111111	20.23388889	18.61611111	17.665	15.18722222
2020-05-25 03:30:00	21.18722222	21.09111111	20.90111111	20.23388889	18.61611111	17.57	15.18722222
2020-05-25 04:00:00	21.09111111	21.18722222	20.90111111	20.23388889	18.61611111	17.57	15.28222222
2020-05-25 04:30:00	21.09111111	21.09111111	20.90111111	20.23388889	18.61611111	17.57	15.28222222
2020-05-25 05:00:00	20.99611111	21.09111111	20.90111111	20.23388889	18.61611111	17.57	15.28222222
2020-05-25 05:30:00	20.90111111	20.99611111	20.90111111	20.23388889	18.61611111	17.57	15.18722222
2020-05-25 06:00:00	20.90111111	20.99611111	20.805	20.23388889	18.61611111	17.57	15.18722222
2020-05-25 06:30:00	20.90111111	20.99611111	20.805	20.23388889	18.61611111	17.57	15.18722222
2020-05-25 07:00:00	20.805	20.99611111	20.90111111	20.23388889	18.61611111	17.57	15.18722222
2020-05-25 07:30:00	20.90111111	21.09111111	20.90111111	20.23388889	18.61611111	17.57	15.18722222
2020-05-25 08:00:00	21.09111111	21.37777778	20.99611111	20.32888889	18.61611111	17.57	15.18722222
2020-05-25 08:30:00	20.99611111	21.18722222	20.90111111	20.32888889	18.61611111	17.57	15.18722222
2020-05-25 09:00:00	21.09111111	21.28222222	20.90111111	20.32888889	18.71111111	17.57	15.18722222
2020-05-25 09:30:00	21.56888889	21.95111111	21.28222222	20.51888889	18.71111111	17.665	15.18722222
2020-05-25 10:00:00	22.04611111	21.95111111	21.18722222	20.615	18.80611111	17.665	15.28222222
2020-05-25 10:30:00	22.525	22.14222222	21.37777778	20.615	18.80611111	17.665	15.28222222
2020-05-25 11:00:00	22.71722222	22.525	21.47277778	20.805	18.90111111	17.76	15.28222222
2020-05-25 11:30:00	22.81222222	22.71722222	21.56888889	20.90111111	18.99611111	17.76	15.28222222
2020-05-25 12:00:00	23.48388889	22.90777778	21.76	21.09111111	19.09222222	17.855	15.28222222
