pond,datetime,date,time,temp,do,dosat,doy_frac,doy
A,05/09/20 15:15,05/09/20,15:15,16.109,12.347,125.413812,130.6354,130
A,05/09/20 15:45,05/09/20,15:45,16.152,12.409,126.158393,130.6563,130
A,05/09/20 16:15,05/09/20,16:15,16.229,12.441,126.689918,130.6771,130
A,05/09/20 16:45,05/09/20,16:45,16.331,12.481,127.371366,130.6979,130
A,05/09/20 17:15,05/09/20,17:15,16.348,12.519,127.805002,130.7188,130
A,05/09/20 17:45,05/09/20,17:45,16.39,12.631,129.062668,130.7396,130
A,05/09/20 18:15,05/09/20,18:15,16.424,12.61,128.940459,130.7604,130
A,05/09/20 18:45,05/09/20,18:45,16.526,12.584,128.95121,130.7813,130
A,05/09/20 19:15,05/09/20,19:15,16.577,12.627,129.530663,130.8021,130
A,05/09/20 19:45,05/09/20,19:45,16.611,12.669,130.05438,130.8229,130
A,05/09/20 20:15,05/09/20,20:15,16.569,12.689,130.144788,130.8438,130
A,05/09/20 20:45,05/09/20,20:45,16.569,12.694,130.196071,130.8646,130
A,05/09/20 21:15,05/09/20,21:15,16.56,12.722,130.458569,130.8854,130
A,05/09/20 21:45,05/09/20,21:45,16.552,12.708,130.293089,130.9063,130
A,05/09/20 22:15,05/09/20,22:15,16.594,13.464,138.166149,130.9271,130
A,05/09/20 22:45,05/09/20,22:45,16.475,13.878,142.058591,130.9479,130
A,05/09/20 23:15,05/09/20,23:15,16.322,13.827,141.080793,130.9688,130
A,05/09/20 23:45,05/09/20,23:45,16.135,13.67,138.928573,130.9896,130
A,05/10/20 0:15,05/10/20,0:15,16.007,13.563,137.467649,131.0104,131
A,05/10/20 0:45,05/10/20,0:45,15.845,13.49,136.257908,131.0313,131
A,05/10/20 1:15,05/10/20,1:15,15.674,13.441,135.269178,131.0521,131
A,05/10/20 1:45,05/10/20,1:45,15.546,13.404,134.528442,131.0729,131
A,05/10/20 2:15,05/10/20,2:15,15.451,13.365,133.864548,131.0938,131
A,05/10/20 2:45,05/10/20,2:45,15.366,13.348,133.450889,131.1146,131
A,05/10/20 3:15,05/10/20,3:15,15.263,13.316,132.836861,131.1354,131
A,05/10/20 3:45,05/10/20,3:45,15.203,13.271,132.217274,131.1563,131
A,05/10/20 4:15,05/10/20,4:15,15.143,13.228,131.618789,131.1771,131
A,05/10/20 4:45,05/10/20,4:45,15.057,13.175,130.84871,131.1979,131
A,05/10/20 5:15,05/10/20,5:15,14.971,13.117,130.03111,131.2188,131
A,05/10/20 5:45,05/10/20,5:45,14.902,13.051,129.184066,131.2396,131
A,05/10/20 6:15,05/10/20,6:15,14.816,12.982,128.262159,131.2604,131
A,05/10/20 6:45,05/10/20,6:45,14.73,12.88,127.01745,131.2813,131
A,05/10/20 7:15,05/10/20,7:15,14.678,12.809,126.174839,131.3021,131
A,05/10/20 7:45,05/10/20,7:45,14.652,12.731,125.335728,131.3229,131
A,05/10/20 8:15,05/10/20,8:15,14.635,12.691,124.895807,131.3438,131
A,05/10/20 8:45,05/10/20,8:45,14.652,12.633,124.370926,131.3646,131
A,05/10/20 9:15,05/10/20,9:15,14.669,12.633,124.416843,131.3854,131
A,05/10/20 9:45,05/10/20,9:45,14.738,12.684,125.106278,131.4063,131
A,05/10/20 10:15,05/10/20,10:15,14.833,12.661,125.136732,131.4271,131
A,05/10/20 10:45,05/10/20,10:45,14.867,12.653,125.149721,131.4479,131
A,05/10/20 11:15,05/10/20,11:15,14.945,12.616,124.994384,131.4688,131
A,05/10/20 11:45,05/10/20,11:45,14.979,12.751,126.424729,131.4896,131
A,05/10/20 12:15,05/10/20,12:15,15.005,12.626,125.255659,131.5104,131
A,05/10/20 12:45,05/10/20,12:45,14.997,12.706,126.027529,131.5313,131
A,05/10/20 13:15,05/10/20,13:15,15.031,12.663,125.693222,131.5521,131
A,05/10/20 13:45,05/10/20,13:45,15.022,12.781,126.839858,131.5729,131
A,05/10/20 14:15,05/10/20,14:15,15.074,13.164,130.787396,131.5938,131
A,05/10/20 14:45,05/10/20,14:45,15.126,13.484,134.116879,131.6146,131
A,05/10/20 15:15,05/10/20,15:15,15.186,13.374,133.194723,131.6354,131
A,05/10/20 15:45,05/10/20,15:45,15.237,13.381,133.410704,131.6563,131
A,05/10/20 16:15,05/10/20,16:15,15.246,13.305,132.67864,131.6771,131
A,05/10/20 16:45,05/10/20,16:45,15.314,13.267,132.493119,131.6979,131
A,05/10/20 17:15,05/10/20,17:15,15.306,13.392,133.71848,131.7188,131
A,05/10/20 17:45,05/10/20,17:45,15.297,13.274,132.51464,131.7396,131
A,05/10/20 18:15,05/10/20,18:15,15.263,13.374,133.415454,131.7604,131
A,05/10/20 18:45,05/10/20,18:45,15.22,14.074,140.26874,131.7813,131
A,05/10/20 19:15,05/10/20,19:15,15.134,14.358,142.834618,131.8021,131
A,05/10/20 19:45,05/10/20,19:45,15.031,14.305,141.99175,131.8229,131
A,05/10/20 20:15,05/10/20,20:15,14.954,14.325,141.954087,131.8438,131
A,05/10/20 20:45,05/10/20,20:45,14.867,14.135,139.808054,131.8646,131
A,05/10/20 21:15,05/10/20,21:15,14.773,13.83,136.513174,131.8854,131
A,05/10/20 21:45,05/10/20,21:45,14.695,13.518,133.207971,131.9063,131
A,05/10/20 22:15,05/10/20,22:15,14.635,13.311,130.997406,131.9271,131
A,05/10/20 22:45,05/10/20,22:45,14.583,13.227,130.023715,131.9479,131
A,05/10/20 23:15,05/10/20,23:15,14.54,13.167,129.312905,131.9688,131
A,05/10/20 23:45,05/10/20,23:45,14.479,13.133,128.807825,131.9896,131
A,05/11/20 0:15,05/11/20,0:15,14.427,13.064,127.985968,132.0104,132
A,05/11/20 0:45,05/11/20,0:45,14.367,13.034,127.525056,132.0313,132
A,05/11/20 1:15,05/11/20,1:15,14.324,12.953,126.613633,132.0521,132
A,05/11/20 1:45,05/11/20,1:45,14.272,12.914,126.089072,132.0729,132
A,05/11/20 2:15,05/11/20,2:15,14.22,12.874,125.555658,132.0938,132
A,05/11/20 2:45,05/11/20,2:45,14.176,12.843,125.132759,132.1146,132
A,05/11/20 3:15,05/11/20,3:15,14.098,12.82,124.695373,132.1354,132
A,05/11/20 3:45,05/11/20,3:45,14.072,12.763,124.070191,132.1563,132
A,05/11/20 4:15,05/11/20,4:15,14.003,12.733,123.591245,132.1771,132
A,05/11/20 4:45,05/11/20,4:45,13.977,12.666,122.870723,132.1979,132
A,05/11/20 5:15,05/11/20,5:15,13.933,12.586,121.976634,132.2188,132
A,05/11/20 5:45,05/11/20,5:45,13.899,12.517,121.217241,132.2396,132
A,05/11/20 6:15,05/11/20,6:15,13.838,12.455,120.454965,132.2604,132
A,05/11/20 6:45,05/11/20,6:45,13.803,12.459,120.400774,132.2813,132
A,05/11/20 7:15,05/11/20,7:15,13.768,12.402,119.757503,132.3021,132
A,05/11/20 7:45,05/11/20,7:45,13.716,12.387,119.475519,132.3229,132
A,05/11/20 8:15,05/11/20,8:15,13.716,12.368,119.292259,132.3438,132
A,05/11/20 8:45,05/11/20,8:45,13.699,12.334,118.919686,132.3646,132
A,05/11/20 9:15,05/11/20,9:15,13.707,12.318,118.786397,132.3854,132
A,05/11/20 9:45,05/11/20,9:45,13.751,12.349,119.201019,132.4063,132
A,05/11/20 10:15,05/11/20,10:15,13.794,12.416,119.961435,132.4271,132
A,05/11/20 10:45,05/11/20,10:45,13.873,12.246,118.524985,132.4479,132
A,05/11/20 11:15,05/11/20,11:15,13.951,12.347,119.707739,132.4688,132
A,05/11/20 11:45,05/11/20,11:45,14.003,12.054,117.000618,132.4896,132
A,05/11/20 12:15,05/11/20,12:15,14.09,12.004,116.737965,132.5104,132
A,05/11/20 12:45,05/11/20,12:45,14.185,12.06,117.526938,132.5313,132
A,05/11/20 13:15,05/11/20,13:15,14.263,12.077,117.893615,132.5521,132
A,05/11/20 13:45,05/11/20,13:45,14.41,12.022,117.734007,132.5729,132
A,05/11/20 14:15,05/11/20,14:15,14.488,12.335,121.004797,132.5938,132
A,05/11/20 14:45,05/11/20,14:45,14.652,12.227,120.373887,132.6146,132
A,05/11/20 15:15,05/11/20,15:15,14.781,12.275,121.185085,132.6354,132
A,05/11/20 15:45,05/11/20,15:45,14.893,12.461,123.320004,132.6563,132
A,05/11/20 16:15,05/11/20,16:15,14.997,12.556,124.539718,132.6771,132
A,05/11/20 16:45,05/11/20,16:45,15.005,12.71,126.088977,132.6979,132
A,05/11/20 17:15,05/11/20,17:15,15.057,12.825,127.372653,132.7188,132
A,05/11/20 17:45,05/11/20,17:45,15.091,13.053,129.732119,132.7396,132
A,05/11/20 18:15,05/11/20,18:15,15.186,13.061,130.077485,132.7604,132
A,05/11/20 18:45,05/11/20,18:45,15.229,13.157,131.154827,132.7813,132
A,05/11/20 19:15,05/11/20,19:15,15.211,13.312,132.648576,132.8021,132
A,05/11/20 19:45,05/11/20,19:45,15.22,13.266,132.215796,132.8229,132
A,05/11/20 20:15,05/11/20,20:15,15.22,13.245,132.006499,132.8438,132
A,05/11/20 20:45,05/11/20,20:45,15.229,13.078,130.367319,132.8646,132
A,05/11/20 21:15,05/11/20,21:15,15.246,12.935,128.988968,132.8854,132
A,05/11/20 21:45,05/11/20,21:45,15.246,12.941,129.0488,132.9063,132
A,05/11/20 22:15,05/11/20,22:15,15.246,13.092,130.554586,132.9271,132
A,05/11/20 22:45,05/11/20,22:45,15.229,12.997,129.559875,132.9479,132
A,05/11/20 23:15,05/11/20,23:15,15.203,13.221,131.71913,132.9688,132
A,05/11/20 23:45,05/11/20,23:45,15.203,13.13,130.812509,132.9896,132
A,05/12/20 0:15,05/12/20,0:15,15.151,13.23,131.661367,133.0104,133
A,05/12/20 0:45,05/12/20,0:45,15.031,13.425,133.256851,133.0313,133
A,05/12/20 1:15,05/12/20,1:15,14.876,13.43,132.860827,133.0521,133
A,05/12/20 1:45,05/12/20,1:45,14.747,13.596,134.127793,133.0729,133
A,05/12/20 2:15,05/12/20,2:15,14.618,13.629,134.077407,133.0938,133
A,05/12/20 2:45,05/12/20,2:45,14.514,13.56,133.097218,133.1146,133
A,05/12/20 3:15,05/12/20,3:15,14.41,13.42,131.424919,133.1354,133
A,05/12/20 3:45,05/12/20,3:45,14.306,13.323,130.179134,133.1563,133
A,05/12/20 4:15,05/12/20,4:15,14.246,13.311,129.89142,133.1771,133
A,05/12/20 4:45,05/12/20,4:45,14.159,13.391,130.423504,133.1979,133
A,05/12/20 5:15,05/12/20,5:15,14.09,13.317,129.506788,133.2188,133
A,05/12/20 5:45,05/12/20,5:45,14.029,13.201,128.206997,133.2396,133
A,05/12/20 6:15,05/12/20,6:15,13.96,13.364,129.593481,133.2604,133
A,05/12/20 6:45,05/12/20,6:45,13.933,13.236,128.276079,133.2813,133
A,05/12/20 7:15,05/12/20,7:15,13.907,13.257,128.406152,133.3021,133
A,05/12/20 7:45,05/12/20,7:45,13.881,13.144,127.238832,133.3229,133
A,05/12/20 8:15,05/12/20,8:15,13.89,13.345,129.210176,133.3438,133
A,05/12/20 8:45,05/12/20,8:45,13.916,13.337,129.206602,133.3646,133
A,05/12/20 9:15,05/12/20,9:15,13.907,13.334,129.151968,133.3854,133
A,05/12/20 9:45,05/12/20,9:45,13.968,13.415,130.110912,133.4063,133
A,05/12/20 10:15,05/12/20,10:15,14.003,13.461,130.657484,133.4271,133
A,05/12/20 10:45,05/12/20,10:45,14.072,13.536,131.584589,133.4479,133
A,05/12/20 11:15,05/12/20,11:15,14.133,13.627,132.646484,133.4688,133
A,05/12/20 11:45,05/12/20,11:45,14.202,13.646,133.032296,133.4896,133
A,05/12/20 12:15,05/12/20,12:15,14.298,13.532,132.198166,133.5104,133
A,05/12/20 12:45,05/12/20,12:45,14.393,13.532,132.472632,133.5313,133
A,05/12/20 13:15,05/12/20,13:15,14.445,13.537,132.671919,133.5521,133
A,05/12/20 13:45,05/12/20,13:45,14.557,13.612,133.732694,133.5729,133
A,05/12/20 14:15,05/12/20,14:15,14.626,13.63,134.110554,133.5938,133
A,05/12/20 14:45,05/12/20,14:45,14.712,13.726,135.307527,133.6146,133
A,05/12/20 15:15,05/12/20,15:15,14.842,13.731,135.738667,133.6354,133
A,05/12/20 15:45,05/12/20,15:45,14.936,13.802,136.718215,133.6563,133
A,05/12/20 16:15,05/12/20,16:15,15.005,13.837,137.26933,133.6771,133
A,05/12/20 16:45,05/12/20,16:45,15.1,13.882,137.998209,133.6979,133
A,05/12/20 17:15,05/12/20,17:15,15.143,13.939,138.693249,133.7188,133
A,05/12/20 17:45,05/12/20,17:45,15.177,14.052,139.919978,133.7396,133
A,05/12/20 18:15,05/12/20,18:15,15.229,14.023,139.7875,133.7604,133
A,05/12/20 18:45,05/12/20,18:45,15.246,14.154,141.144944,133.7813,133
A,05/12/20 19:15,05/12/20,19:15,15.254,14.272,142.346126,133.8021,133
A,05/12/20 19:45,05/12/20,19:45,15.271,14.334,143.016741,133.8229,133
A,05/12/20 20:15,05/12/20,20:15,15.254,14.402,143.64272,133.8438,133
A,05/12/20 20:45,05/12/20,20:45,15.271,14.25,142.178635,133.8646,133
A,05/12/20 21:15,05/12/20,21:15,15.271,14.113,140.811725,133.8854,133
A,05/12/20 21:45,05/12/20,21:45,15.289,14.193,141.664693,133.9063,133
A,05/12/20 22:15,05/12/20,22:15,15.28,14.044,140.150379,133.9271,133
A,05/12/20 22:45,05/12/20,22:45,15.297,14.119,140.950294,133.9479,133
A,05/12/20 23:15,05/12/20,23:15,15.289,14.323,142.962263,133.9688,133
A,05/12/20 23:45,05/12/20,23:45,15.306,14.408,143.863192,133.9896,133
A,05/13/20 0:15,05/13/20,0:15,15.306,14.841,148.186676,134.0104,134
A,05/13/20 0:45,05/13/20,0:45,15.306,14.846,148.236601,134.0313,134
A,05/13/20 1:15,05/13/20,1:15,15.297,14.78,147.549072,134.0521,134
A,05/13/20 1:45,05/13/20,1:45,15.289,15.011,149.829403,134.0729,134
A,05/13/20 2:15,05/13/20,2:15,15.271,14.961,149.272601,134.0938,134
A,05/13/20 2:45,05/13/20,2:45,15.194,14.859,148.009653,134.1146,134
A,05/13/20 3:15,05/13/20,3:15,15.126,14.746,146.6692,134.1354,134
A,05/13/20 3:45,05/13/20,3:45,15.022,14.686,145.745259,134.1563,134
A,05/13/20 4:15,05/13/20,4:15,14.928,14.707,145.657671,134.1771,134
A,05/13/20 4:45,05/13/20,4:45,14.833,14.87,146.969687,134.1979,134
A,05/13/20 5:15,05/13/20,5:15,14.756,14.666,144.711832,134.2188,134
A,05/13/20 5:45,05/13/20,5:45,14.652,14.741,145.124026,134.2396,134
A,05/13/20 6:15,05/13/20,6:15,14.583,14.64,143.913751,134.2604,134
A,05/13/20 6:45,05/13/20,6:45,14.514,14.582,143.128586,134.2813,134
A,05/13/20 7:15,05/13/20,7:15,14.505,14.498,142.276211,134.3021,134
A,05/13/20 7:45,05/13/20,7:45,14.479,14.543,142.637036,134.3229,134
A,05/13/20 8:15,05/13/20,8:15,14.479,14.565,142.852811,134.3438,134
A,05/13/20 8:45,05/13/20,8:45,14.523,14.593,143.264619,134.3646,134
A,05/13/20 9:15,05/13/20,9:15,14.548,14.623,143.637258,134.3854,134
A,05/13/20 9:45,05/13/20,9:45,14.592,14.631,143.853424,134.4063,134
A,05/13/20 10:15,05/13/20,10:15,14.635,14.672,144.391402,134.4271,134
A,05/13/20 10:45,05/13/20,10:45,14.687,14.654,144.377181,134.4479,134
A,05/13/20 11:15,05/13/20,11:15,14.704,14.68,144.68671,134.4688,134
A,05/13/20 11:45,05/13/20,11:45,14.79,14.7,145.15423,134.4896,134
A,05/13/20 12:15,05/13/20,12:15,14.781,14.75,145.619553,134.5104,134
A,05/13/20 12:45,05/13/20,12:45,14.833,14.78,146.080159,134.5313,134
A,05/13/20 13:15,05/13/20,13:15,14.902,14.801,146.506272,134.5521,134
A,05/13/20 13:45,05/13/20,13:45,14.893,14.828,146.744966,134.5729,134
A,05/13/20 14:15,05/13/20,14:15,14.876,14.907,147.47255,134.5938,134
A,05/13/20 14:45,05/13/20,14:45,14.928,14.923,147.796928,134.6146,134
A,05/13/20 15:15,05/13/20,15:15,14.928,14.91,147.668177,134.6354,134
A,05/13/20 15:45,05/13/20,15:45,14.936,14.94,147.990881,134.6563,134
A,05/13/20 16:15,05/13/20,16:15,14.936,14.97,148.288051,134.6771,134
A,05/13/20 16:45,05/13/20,16:45,14.954,14.919,147.840351,134.6979,134
A,05/13/20 17:15,05/13/20,17:15,14.971,14.963,148.33083,134.7188,134
A,05/13/20 17:45,05/13/20,17:45,14.936,14.946,148.050315,134.7396,134
A,05/13/20 18:15,05/13/20,18:15,14.979,14.934,148.068928,134.7604,134
A,05/13/20 18:45,05/13/20,18:45,14.988,15.283,151.558674,134.7813,134
A,05/13/20 19:15,05/13/20,19:15,14.971,15.186,150.541468,134.8021,134
A,05/13/20 19:45,05/13/20,19:45,14.936,15.558,154.112592,134.8229,134
A,05/13/20 20:15,05/13/20,20:15,14.902,15.321,151.653442,134.8438,134
A,05/13/20 20:45,05/13/20,20:45,14.885,15.729,155.634761,134.8646,134
A,05/13/20 21:15,05/13/20,21:15,14.807,15.719,155.273451,134.8854,134
A,05/13/20 21:45,05/13/20,21:45,14.816,15.66,154.720799,134.9063,134
A,05/13/20 22:15,05/13/20,22:15,14.747,15.616,154.055576,134.9271,134
A,05/13/20 22:45,05/13/20,22:45,14.73,15.551,153.357792,134.9479,134
A,05/13/20 23:15,05/13/20,23:15,14.678,15.455,152.239217,134.9688,134
A,05/13/20 23:45,05/13/20,23:45,14.643,15.381,151.395182,134.9896,134
A,05/14/20 0:15,05/14/20,0:15,14.635,15.313,150.699668,135.0104,135
A,05/14/20 0:45,05/14/20,0:45,14.618,15.252,150.043921,135.0313,135
A,05/14/20 1:15,05/14/20,1:15,14.592,15.148,148.936619,135.0521,135
A,05/14/20 1:45,05/14/20,1:45,14.557,15.151,148.852781,135.0729,135
A,05/14/20 2:15,05/14/20,2:15,14.557,15.079,148.145408,135.0938,135
A,05/14/20 2:45,05/14/20,2:45,14.531,15.037,147.649228,135.1146,135
A,05/14/20 3:15,05/14/20,3:15,14.514,14.99,147.133281,135.1354,135
A,05/14/20 3:45,05/14/20,3:45,14.479,14.928,146.413098,135.1563,135
A,05/14/20 4:15,05/14/20,4:15,14.505,14.831,145.544109,135.1771,135
A,05/14/20 4:45,05/14/20,4:45,14.479,14.732,144.490739,135.1979,135
A,05/14/20 5:15,05/14/20,5:15,14.462,14.785,144.956868,135.2188,135
A,05/14/20 5:45,05/14/20,5:45,14.471,14.722,144.3675,135.2396,135
A,05/14/20 6:15,05/14/20,6:15,14.453,14.597,143.085593,135.2604,135
A,05/14/20 6:45,05/14/20,6:45,14.462,14.51,142.26068,135.2813,135
A,05/14/20 7:15,05/14/20,7:15,14.436,14.432,141.415792,135.3021,135
A,05/14/20 7:45,05/14/20,7:45,14.445,14.346,140.600676,135.3229,135
A,05/14/20 8:15,05/14/20,8:15,14.462,14.315,140.348837,135.3438,135
A,05/14/20 8:45,05/14/20,8:45,14.479,14.304,140.292936,135.3646,135
A,05/14/20 9:15,05/14/20,9:15,14.505,14.411,141.422436,135.3854,135
A,05/14/20 9:45,05/14/20,9:45,14.505,14.514,142.433228,135.4063,135
A,05/14/20 10:15,05/14/20,10:15,14.54,14.514,142.541772,135.4271,135
A,05/14/20 10:45,05/14/20,10:45,14.548,14.459,142.026336,135.4479,135
A,05/14/20 11:15,05/14/20,11:15,14.609,14.433,141.959115,135.4688,135
A,05/14/20 11:45,05/14/20,11:45,14.643,14.415,141.886844,135.4896,135
A,05/14/20 12:15,05/14/20,12:15,14.678,14.497,142.802454,135.5104,135
A,05/14/20 12:45,05/14/20,12:45,14.669,14.473,142.538191,135.5313,135
A,05/14/20 13:15,05/14/20,13:15,14.738,14.594,143.945209,135.5521,135
A,05/14/20 13:45,05/14/20,13:45,14.799,14.619,144.382548,135.5729,135
A,05/14/20 14:15,05/14/20,14:15,14.859,14.603,144.412001,135.5938,135
A,05/14/20 14:45,05/14/20,14:45,14.971,14.597,144.702608,135.6146,135
A,05/14/20 15:15,05/14/20,15:15,14.936,14.638,144.999365,135.6354,135
A,05/14/20 15:45,05/14/20,15:45,14.928,14.567,144.271115,135.6563,135
A,05/14/20 16:15,05/14/20,16:15,14.919,14.488,143.46079,135.6771,135
A,05/14/20 16:45,05/14/20,16:45,14.936,14.321,141.859264,135.6979,135
A,05/14/20 17:15,05/14/20,17:15,14.936,14.313,141.780019,135.7188,135
A,05/14/20 17:45,05/14/20,17:45,14.962,14.236,141.096521,135.7396,135
A,05/14/20 18:15,05/14/20,18:15,14.954,14.148,140.200099,135.7604,135
A,05/14/20 18:45,05/14/20,18:45,14.988,14.167,140.491509,135.7813,135
A,05/14/20 19:15,05/14/20,19:15,14.997,14.295,141.78841,135.8021,135
A,05/14/20 19:45,05/14/20,19:45,14.979,14.603,144.7871,135.8229,135
A,05/14/20 20:15,05/14/20,20:15,14.988,14.572,144.507819,135.8438,135
A,05/14/20 20:45,05/14/20,20:45,14.988,14.388,142.683125,135.8646,135
A,05/14/20 21:15,05/14/20,21:15,14.997,14.447,143.296058,135.8854,135
A,05/14/20 21:45,05/14/20,21:45,15.014,14.661,145.47204,135.9063,135
A,05/14/20 22:15,05/14/20,22:15,15.005,14.405,142.904148,135.9271,135
A,05/14/20 22:45,05/14/20,22:45,15.005,14.567,144.511261,135.9479,135
A,05/14/20 23:15,05/14/20,23:15,15.005,14.582,144.660068,135.9688,135
A,05/14/20 23:45,05/14/20,23:45,14.997,14.706,145.865012,135.9896,135
A,05/15/20 0:15,05/15/20,0:15,15.022,14.656,145.447536,136.0104,136
A,05/15/20 0:45,05/15/20,0:45,15.04,14.587,144.819005,136.0313,136
A,05/15/20 1:15,05/15/20,1:15,15.031,14.587,144.790889,136.0521,136
A,05/15/20 1:45,05/15/20,1:45,15.031,14.655,145.465858,136.0729,136
A,05/15/20 2:15,05/15/20,2:15,15.031,14.734,146.250014,136.0938,136
A,05/15/20 2:45,05/15/20,2:45,15.014,14.896,147.803799,136.1146,136
A,05/15/20 3:15,05/15/20,3:15,15.04,14.933,148.254075,136.1354,136
A,05/15/20 3:45,05/15/20,3:45,15.04,14.901,147.936381,136.1563,136
A,05/15/20 4:15,05/15/20,4:15,15.031,14.895,147.848104,136.1771,136
A,05/15/20 4:45,05/15/20,4:45,15.031,14.784,146.746315,136.1979,136
A,05/15/20 5:15,05/15/20,5:15,15.048,14.686,145.827035,136.2188,136
A,05/15/20 5:45,05/15/20,5:45,15.048,14.573,144.704983,136.2396,136
A,05/15/20 6:15,05/15/20,6:15,15.057,14.555,144.554305,136.2604,136
A,05/15/20 6:45,05/15/20,6:45,15.065,14.416,143.198516,136.2813,136
A,05/15/20 7:15,05/15/20,7:15,15.083,14.106,140.173579,136.3021,136
A,05/15/20 7:45,05/15/20,7:45,15.1,14.25,141.656424,136.3229,136
A,05/15/20 8:15,05/15/20,8:15,15.117,14.844,147.615322,136.3438,136
A,05/15/20 8:45,05/15/20,8:45,15.143,14.842,147.678112,136.3646,136
A,05/15/20 9:15,05/15/20,9:15,15.229,14.832,147.851971,136.3854,136
A,05/15/20 9:45,05/15/20,9:45,15.297,14.881,148.557358,136.4063,136
A,05/15/20 10:15,05/15/20,10:15,15.392,14.93,149.350699,136.4271,136
A,05/15/20 10:45,05/15/20,10:45,15.469,14.975,150.048229,136.4479,136
A,05/15/20 11:15,05/15/20,11:15,15.554,14.959,150.160793,136.4688,136
A,05/15/20 11:45,05/15/20,11:45,15.614,14.968,150.443937,136.4896,136
A,05/15/20 12:15,05/15/20,12:15,15.768,14.794,149.184383,136.5104,136
A,05/15/20 12:45,05/15/20,12:45,15.871,14.756,149.127805,136.5313,136
A,05/15/20 13:15,05/15/20,13:15,15.982,14.694,148.851886,136.5521,136
A,05/15/20 13:45,05/15/20,13:45,16.203,15.777,160.572966,136.5729,136
A,05/15/20 14:15,05/15/20,14:15,16.382,15.183,155.112659,136.5938,136
A,05/15/20 14:45,05/15/20,14:45,16.603,15.8,162.168595,136.6146,136
A,05/15/20 15:15,05/15/20,15:15,17.095,16.207,168.067029,136.6354,136
A,05/15/20 15:45,05/15/20,15:45,17.264,16.044,166.962748,136.6563,136
A,05/15/20 16:15,05/15/20,16:15,17.518,15.864,165.961229,136.6771,136
A,05/15/20 16:45,05/15/20,16:45,17.636,15.844,166.156741,136.6979,136
A,05/15/20 17:15,05/15/20,17:15,17.712,15.715,165.062574,136.7188,136
A,05/15/20 17:45,05/15/20,17:45,17.763,15.67,164.76304,136.7396,136
A,05/15/20 18:15,05/15/20,18:15,17.872,15.66,165.027788,136.7604,136
A,05/15/20 18:45,05/15/20,18:45,17.923,15.431,162.78514,136.7813,136
A,05/15/20 19:15,05/15/20,19:15,17.99,15.116,159.681725,136.8021,136
A,05/15/20 19:45,05/15/20,19:45,18.007,15.091,159.473265,136.8229,136
A,05/15/20 20:15,05/15/20,20:15,18.074,14.978,158.496805,136.8438,136
A,05/15/20 20:45,05/15/20,20:45,18.108,14.864,157.400096,136.8646,136
A,05/15/20 21:15,05/15/20,21:15,18.133,14.442,153.009726,136.8854,136
A,05/15/20 21:45,05/15/20,21:45,18.15,14.417,152.798038,136.9063,136
A,05/15/20 22:15,05/15/20,22:15,18.167,14.42,152.883028,136.9271,136
A,05/15/20 22:45,05/15/20,22:45,18.209,14.358,152.356569,136.9479,136
A,05/15/20 23:15,05/15/20,23:15,18.184,14.471,153.477125,136.9688,136
A,05/15/20 23:45,05/15/20,23:45,18.192,14.35,152.218733,136.9896,136
A,05/16/20 0:15,05/16/20,0:15,18.167,14.294,151.547157,137.0104,137
A,05/16/20 0:45,05/16/20,0:45,18.176,14.262,151.235743,137.0313,137
A,05/16/20 1:15,05/16/20,1:15,18.133,14.333,151.854896,137.0521,137
A,05/16/20 1:45,05/16/20,1:45,18.083,14.326,151.625328,137.0729,137
A,05/16/20 2:15,05/16/20,2:15,18.049,14.213,150.32452,137.0938,137
A,05/16/20 2:45,05/16/20,2:45,17.99,14.181,149.804614,137.1146,137
A,05/16/20 3:15,05/16/20,3:15,17.898,14.165,149.35305,137.1354,137
A,05/16/20 3:45,05/16/20,3:45,17.788,14.082,148.142207,137.1563,137
A,05/16/20 4:15,05/16/20,4:15,17.678,14.41,151.249384,137.1771,137
A,05/16/20 4:45,05/16/20,4:45,17.543,14.548,152.272617,137.1979,137
A,05/16/20 5:15,05/16/20,5:15,17.391,14.658,152.941857,137.2188,137
A,05/16/20 5:45,05/16/20,5:45,17.205,14.813,153.963343,137.2396,137
A,05/16/20 6:15,05/16/20,6:15,17.061,14.436,149.595672,137.2604,137
A,05/16/20 6:45,05/16/20,6:45,16.942,14.064,145.379296,137.2813,137
A,05/16/20 7:15,05/16/20,7:15,16.875,14.372,148.355199,137.3021,137
A,05/16/20 7:45,05/16/20,7:45,16.908,14.249,147.187038,137.3229,137
A,05/16/20 8:15,05/16/20,8:15,16.976,14.252,147.427284,137.3438,137
A,05/16/20 8:45,05/16/20,8:45,17.002,15.089,156.170208,137.3646,137
A,05/16/20 9:15,05/16/20,9:15,17.078,15.051,156.023998,137.3854,137
A,05/16/20 9:45,05/16/20,9:45,17.12,15.335,159.107201,137.4063,137
A,05/16/20 10:15,05/16/20,10:15,17.205,15.442,160.501043,137.4271,137
A,05/16/20 10:45,05/16/20,10:45,17.306,15.563,162.098532,137.4479,137
A,05/16/20 11:15,05/16/20,11:15,17.383,15.606,162.806301,137.4688,137
A,05/16/20 11:45,05/16/20,11:45,17.501,15.538,162.493611,137.4896,137
A,05/16/20 12:15,05/16/20,12:15,17.594,15.689,164.388576,137.5104,137
A,05/16/20 12:45,05/16/20,12:45,17.695,15.479,162.526751,137.5313,137
