"datetime"	"wnd"
2020-06-02 05:00:00	3.408301296
2020-06-02 06:00:00	3.078337059
2020-06-02 07:00:00	3.035471614
2020-06-02 08:00:00	3.656522128
2020-06-02 09:00:00	4.284550738
2020-06-02 10:00:00	4.697255253
2020-06-02 11:00:00	4.794948592
2020-06-02 12:00:00	4.47196245
2020-06-02 13:00:00	4.303491283
2020-06-02 14:00:00	4.85376397
2020-06-02 15:00:00	5.093012964
2020-06-02 16:00:00	5.669204291
2020-06-02 17:00:00	5.903468932
2020-06-02 18:00:00	5.336249441
2020-06-02 19:00:00	4.799932946
2020-06-02 20:00:00	4.416137684
2020-06-02 21:00:00	2.909865892
2020-06-02 22:00:00	2.075485025
2020-06-02 23:00:00	2.345637014
2020-06-03 00:00:00	2.252928029
2020-06-03 01:00:00	0.647966026
2020-06-03 02:00:00	0.500429146
2020-06-03 03:00:00	1.390634779
2020-06-03 04:00:00	0.884224408
2020-06-03 05:00:00	0.930080465
2020-06-03 06:00:00	1.198238713
2020-06-03 07:00:00	1.656799285
2020-06-03 08:00:00	2.512114439
2020-06-03 09:00:00	2.885940992
2020-06-03 10:00:00	2.892919088
2020-06-03 11:00:00	3.442194904
2020-06-03 12:00:00	3.335529727
2020-06-03 13:00:00	3.070362092
2020-06-03 14:00:00	2.028632097
2020-06-03 15:00:00	1.115498435
2020-06-03 16:00:00	0.941046044
2020-06-03 17:00:00	0.907152436
2020-06-03 18:00:00	0.965967814
2020-06-03 19:00:00	1.33082253
2020-06-03 20:00:00	1.998725972
2020-06-03 21:00:00	1.268019669
2020-06-03 22:00:00	0.36983907
2020-06-03 23:00:00	0.550272687
2020-06-04 00:00:00	0.126602593
2020-06-04 01:00:00	0.277130085
2020-06-04 02:00:00	0.30803308
2020-06-04 03:00:00	0.710768887
2020-06-04 04:00:00	0.626034868
2020-06-04 05:00:00	0.585163165
2020-06-04 06:00:00	0.646969155
2020-06-04 07:00:00	0.51737595
2020-06-04 08:00:00	1.614930711
2020-06-04 09:00:00	2.382521234
2020-06-04 10:00:00	2.31672776
2020-06-04 11:00:00	1.943898078
2020-06-04 12:00:00	1.930938757
2020-06-04 13:00:00	2.318721502
2020-06-04 14:00:00	2.230996871
2020-06-04 15:00:00	2.324702727
2020-06-04 16:00:00	2.642704515
2020-06-04 17:00:00	2.850053643
2020-06-04 18:00:00	3.100268216
2020-06-04 19:00:00	2.525073759
2020-06-04 20:00:00	2.295793473
2020-06-04 21:00:00	2.622767099
2020-06-04 22:00:00	3.687425123
2020-06-04 23:00:00	2.743388467
2020-06-05 00:00:00	1.891063925
2020-06-05 01:00:00	2.219034421
2020-06-05 02:00:00	1.981779169
2020-06-05 03:00:00	1.898042021
2020-06-05 04:00:00	2.153240948
2020-06-05 05:00:00	2.10738489
2020-06-05 06:00:00	1.456428252
2020-06-05 07:00:00	1.606955744
2020-06-05 08:00:00	1.287957085
2020-06-05 09:00:00	1.114501565
2020-06-05 10:00:00	1.461412606
2020-06-05 11:00:00	1.592002682
2020-06-05 12:00:00	2.859025481
2020-06-05 13:00:00	3.340514081
2020-06-05 14:00:00	3.159083594
2020-06-05 15:00:00	3.219892713
2020-06-05 16:00:00	3.069365221
2020-06-05 17:00:00	2.775288333
2020-06-05 18:00:00	2.695538668
2020-06-05 19:00:00	2.209065713
2020-06-05 20:00:00	1.678730443
2020-06-05 21:00:00	0.824412159
2020-06-05 22:00:00	0.220308449
2020-06-05 23:00:00	0.027912383
2020-06-06 00:00:00	0.309029951
2020-06-06 01:00:00	0.429651319
2020-06-06 02:00:00	1.609946357
2020-06-06 03:00:00	3.302632991
2020-06-06 04:00:00	3.627612874
2020-06-06 05:00:00	2.88295038
2020-06-06 06:00:00	1.054689316
2020-06-06 07:00:00	1.526209209
2020-06-06 08:00:00	2.475230219
2020-06-06 09:00:00	2.62476084
2020-06-06 10:00:00	2.972668753
2020-06-06 11:00:00	3.409298167
2020-06-06 12:00:00	3.981502012
2020-06-06 13:00:00	4.338381761
2020-06-06 14:00:00	4.707223961
2020-06-06 15:00:00	4.427103263
2020-06-06 16:00:00	3.842936969
2020-06-06 17:00:00	3.377398301
2020-06-06 18:00:00	3.271729996
2020-06-06 19:00:00	3.194970943
2020-06-06 20:00:00	3.221886455
2020-06-06 21:00:00	3.015534198
2020-06-06 22:00:00	2.866003576
2020-06-06 23:00:00	3.112230666
2020-06-07 00:00:00	2.976656236
2020-06-07 01:00:00	2.823138131
2020-06-07 02:00:00	2.924818954
2020-06-07 03:00:00	3.248801967
2020-06-07 04:00:00	3.024506035
2020-06-07 05:00:00	3.003571748
2020-06-07 06:00:00	3.261761287
2020-06-07 07:00:00	3.943620921
2020-06-07 08:00:00	4.194832365
2020-06-07 09:00:00	5.150831471
2020-06-07 10:00:00	4.077201609
2020-06-07 11:00:00	3.85589629
2020-06-07 12:00:00	4.427103263
2020-06-07 13:00:00	4.283553867
2020-06-07 14:00:00	4.59557443
2020-06-07 15:00:00	4.589593205
2020-06-07 16:00:00	4.860742065
2020-06-07 17:00:00	4.909588735
2020-06-07 18:00:00	4.914573089
2020-06-07 19:00:00	4.603549397
2020-06-07 20:00:00	4.868717032
2020-06-07 21:00:00	4.093151542
2020-06-07 22:00:00	4.06523916
2020-06-07 23:00:00	4.889651319
2020-06-08 00:00:00	3.985489495
2020-06-08 01:00:00	2.82114439
2020-06-08 02:00:00	2.707501118
2020-06-08 03:00:00	2.32869021
2020-06-08 04:00:00	2.477223961
2020-06-08 05:00:00	2.664635673
2020-06-08 06:00:00	2.683576218
2020-06-08 07:00:00	3.182011623
2020-06-08 08:00:00	3.580759946
2020-06-08 09:00:00	3.37540456
2020-06-08 10:00:00	4.068229772
2020-06-08 11:00:00	3.88081806
2020-06-08 12:00:00	3.939633438
2020-06-08 13:00:00	3.825990165
2020-06-08 14:00:00	3.866861869
2020-06-08 15:00:00	4.382244077
2020-06-08 16:00:00	4.606540009
2020-06-08 17:00:00	4.313459991
2020-06-08 18:00:00	3.72131873
2020-06-08 19:00:00	3.652534645
2020-06-08 20:00:00	3.181014752
2020-06-08 21:00:00	2.138287886
2020-06-08 22:00:00	3.32655789
2020-06-08 23:00:00	3.408301296
2020-06-09 00:00:00	2.767313366
2020-06-09 01:00:00	2.04458203
2020-06-09 02:00:00	0.627031739
2020-06-09 03:00:00	0.151524363
2020-06-09 04:00:00	0.245230219
2020-06-09 05:00:00	0.593138131
2020-06-09 06:00:00	0.765596781
2020-06-09 07:00:00	1.18328565
2020-06-09 08:00:00	1.681721055
2020-06-09 09:00:00	2.973665624
2020-06-09 10:00:00	2.83310684
2020-06-09 11:00:00	1.270013411
2020-06-09 12:00:00	1.197241842
2020-06-09 13:00:00	2.343643272
2020-06-09 14:00:00	2.696535539
2020-06-09 15:00:00	2.522083147
2020-06-09 16:00:00	2.145265981
2020-06-09 17:00:00	1.986763523
2020-06-09 18:00:00	1.943898078
2020-06-09 19:00:00	2.226012517
2020-06-09 20:00:00	1.7006616
2020-06-09 21:00:00	1.365713008
2020-06-09 22:00:00	0.558247653
2020-06-09 23:00:00	2.028632097
2020-06-10 00:00:00	3.38836388
2020-06-10 01:00:00	4.918560572
2020-06-10 02:00:00	3.151108628
2020-06-10 03:00:00	3.600697363
2020-06-10 04:00:00	3.975520787
2020-06-10 05:00:00	2.627751453
2020-06-10 06:00:00	4.076204738
2020-06-10 07:00:00	4.438068842
2020-06-10 08:00:00	4.653392937
2020-06-10 09:00:00	5.343227537
2020-06-10 10:00:00	5.59344211
2020-06-10 11:00:00	5.736991506
2020-06-10 12:00:00	5.708082253
2020-06-10 13:00:00	6.617228431
2020-06-10 14:00:00	5.693129191
2020-06-10 15:00:00	6.275301743
2020-06-10 16:00:00	5.748953956
2020-06-10 17:00:00	5.485780063
2020-06-10 18:00:00	4.938497988
2020-06-10 19:00:00	4.231716585
2020-06-10 20:00:00	2.927809566
2020-06-10 21:00:00	1.567080912
2020-06-10 22:00:00	0.940049173
2020-06-10 23:00:00	1.558109075
2020-06-11 00:00:00	1.652811802
2020-06-11 01:00:00	1.708636567
2020-06-11 02:00:00	1.495306214
2020-06-11 03:00:00	1.593996424
2020-06-11 04:00:00	1.610943228
2020-06-11 05:00:00	1.735552079
2020-06-11 06:00:00	1.554121591
2020-06-11 07:00:00	1.795364327
2020-06-11 08:00:00	2.324702727
2020-06-11 09:00:00	2.337662047
2020-06-11 10:00:00	2.25492177
2020-06-11 11:00:00	2.387505588
2020-06-11 12:00:00	2.595851587
2020-06-11 13:00:00	2.534045597
2020-06-11 14:00:00	2.497161377
2020-06-11 15:00:00	2.964693786
2020-06-11 16:00:00	2.987621815
2020-06-11 17:00:00	2.401461779
2020-06-11 18:00:00	2.507130085
2020-06-11 19:00:00	2.383518105
2020-06-11 20:00:00	2.281837282
2020-06-11 21:00:00	0.658931605
2020-06-11 22:00:00	0.330961109
2020-06-11 23:00:00	0.168471167
2020-06-12 00:00:00	0.335945463
2020-06-12 01:00:00	0.22230219
2020-06-12 02:00:00	0.1604962
2020-06-12 03:00:00	0.403732678
2020-06-12 04:00:00	0.550272687
2020-06-12 05:00:00	0.364854716
2020-06-12 06:00:00	0.459557443
2020-06-12 07:00:00	0.350898525
2020-06-12 08:00:00	0.305042468
