DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/31/2020,11:08:01 AM,B1,,0.00000 °,0.00000 °,735.2,376.1,358.4,0.17,356.5,233,81.6,-3.5,-3.5,3.38,13.64,0.41,0.15,96.7,7.62,99.9,16.18,-609.7,0.003,0.002,0.005
7/31/2020,11:08:01 AM,B1,,0.00000 °,0.00000 °,735.2,376.1,358.4,0.17,356.5,233,81.7,-3.5,-3.5,2.19,8.95,0.41,0.15,96.7,7.62,99.9,16.18,-609.7,0.003,0.002,0.004
7/31/2020,11:08:01 AM,B1,,0.00000 °,0.00000 °,735.2,376.3,358.6,0.17,356.7,233,81.7,-3.5,-3.5,1.68,6.92,0.41,0.15,96.7,7.62,99.9,16.18,-609.7,0.003,0.002,0.005
7/31/2020,11:08:01 AM,B1,,0.00000 °,0.00000 °,735.2,376.3,358.5,0.17,356.6,233,81.7,-3.5,-3.5,1.69,6.94,0.41,0.15,96.7,7.62,99.9,16.18,-609.7,0.003,0.002,0.002
7/31/2020,11:08:02 AM,B1,,0.00000 °,0.00000 °,735.2,376.3,358.5,0.17,356.6,233,81.7,-3.5,-3.5,1.83,7.51,0.4,0.15,96.7,7.61,99.9,16.18,-609.7,0.003,0.002,0.002
7/31/2020,11:08:02 AM,B1,,0.00000 °,0.00000 °,735.2,376.4,358.6,0.17,356.7,233,81.7,-3.5,-3.5,1.58,6.53,0.4,0.15,96.7,7.61,99.9,16.18,-609.7,0.003,0.002,0.005
7/31/2020,11:08:02 AM,B1,,0.00000 °,0.00000 °,735.2,376.6,358.7,0.17,356.8,233,81.7,-3.5,-3.5,1.94,7.96,0.4,0.15,96.7,7.61,99.9,16.18,-609.7,0.003,0.002,0.003
7/31/2020,11:08:02 AM,B1,,0.00000 °,0.00000 °,735.2,376.8,359,0.17,357,233,81.7,-3.5,-3.5,1.94,7.96,0.4,0.15,96.7,7.61,99.9,16.18,-609.7,0.003,0.002,0.004
7/31/2020,11:08:03 AM,B1,,0.00000 °,0.00000 °,735.2,377.1,359.2,0.17,357.2,233,81.7,-3.5,-3.5,1.94,7.96,0.38,0.14,96.6,7.61,99.9,16.18,-609.7,0.003,0.002,0.003
7/31/2020,11:08:03 AM,B1,,0.00000 °,0.00000 °,735.2,377.2,359.3,0.17,357.4,234,81.7,-3.5,-3.5,1.94,7.96,0.37,0.13,96.6,7.61,99.9,16.18,-609.7,0.003,0.002,0.003
7/31/2020,11:08:03 AM,B1,,0.00000 °,0.00000 °,735.2,377.4,359.5,0.17,357.6,234,81.7,-3.5,-3.5,1.92,7.86,0.37,0.13,96.6,7.61,99.9,16.18,-609.7,0.003,0.002,0.002
7/31/2020,11:08:03 AM,B1,,0.00000 °,0.00000 °,735.2,377.7,359.7,0.17,357.8,234,81.7,-3.5,-3.5,1.9,7.78,0.36,0.12,96.6,7.61,99.9,16.18,-609.7,0.003,0.002,0.002
7/31/2020,11:08:04 AM,B1,,0.00000 °,0.00000 °,735.2,377.9,359.9,0.17,358,234,81.7,-3.5,-3.5,1.88,7.69,0.35,0.11,96.6,7.61,99.8,16.18,-609.7,0.003,0.002,0.004
7/31/2020,11:08:04 AM,B1,,0.00000 °,0.00000 °,735.2,378,360.1,0.17,358.2,234,81.7,-3.5,-3.5,1.85,7.61,0.34,0.11,96.6,7.61,99.8,16.18,-609.7,0.003,0.002,0.003
7/31/2020,11:08:04 AM,B1,,0.00000 °,0.00000 °,735.2,378.2,360.3,0.17,358.4,234,81.7,-3.5,-3.5,1.82,7.47,0.34,0.11,96.5,7.6,99.8,16.18,-609.7,0.003,0.002,0.002
7/31/2020,11:08:04 AM,B1,,0.00000 °,0.00000 °,735.2,378.3,360.4,0.17,358.5,234,81.7,-3.5,-3.5,1.81,7.43,0.34,0.11,96.5,7.6,99.8,16.18,-609.7,0.003,0.002,0.004
7/31/2020,11:08:05 AM,B1,,0.00000 °,0.00000 °,735.2,378.4,360.6,0.17,358.7,234,81.7,-3.5,-3.5,1.81,7.43,0.33,0.1,96.5,7.6,99.7,16.18,-609.7,0.003,0.002,0.001
7/31/2020,11:08:05 AM,B1,,0.00000 °,0.00000 °,735.2,378.5,360.7,0.17,358.7,234,81.6,-3.5,-3.5,1.79,7.37,0.32,0.1,96.5,7.6,99.7,16.18,-609.7,0.003,0.002,0.001
7/31/2020,11:08:05 AM,B1,,0.00000 °,0.00000 °,735.2,378.6,360.8,0.17,358.9,235,81.6,-3.5,-3.5,1.77,7.29,0.32,0.09,96.4,7.6,99.7,16.18,-609.7,0.003,0.002,0.002
7/31/2020,11:08:05 AM,B1,,0.00000 °,0.00000 °,735.2,378.7,360.9,0.17,359,235,81.6,-3.5,-3.5,1.77,7.29,0.31,0.09,96.4,7.6,99.6,16.18,-609.7,0.003,0.002,0.001
7/31/2020,11:08:06 AM,B1,,0.00000 °,0.00000 °,735.2,378.8,361.1,0.17,359.2,235,81.6,-3.5,-3.5,1.42,5.88,0.31,0.09,96.4,7.59,99.6,16.18,-609.7,0.003,0.002,0.001
7/31/2020,11:08:06 AM,B1,,0.00000 °,0.00000 °,735.2,378.8,361.2,0.17,359.3,235,81.6,-3.5,-3.5,1.54,6.35,0.3,0.08,96.3,7.59,99.6,16.18,-609.7,0.003,0.002,0.012
7/31/2020,11:08:06 AM,B1,,0.00000 °,0.00000 °,735.2,378.9,361.3,0.17,359.5,235,81.6,-3.5,-3.5,1.36,5.65,0.3,0.08,96.3,7.59,99.6,16.18,-609.7,0.003,0.002,0.024
7/31/2020,11:08:06 AM,B1,,0.00000 °,0.00000 °,735.2,379,361.5,0.17,359.6,235,81.6,-3.5,-3.5,0.96,4.08,0.29,0.08,96.2,7.59,99.5,16.18,-609.7,0.004,0.003,0.036
7/31/2020,11:08:07 AM,B1,,0.00000 °,0.00000 °,735.1,379.1,361.7,0.17,359.8,235,81.5,-3.5,-3.5,1.3,5.43,0.28,0.07,96.2,7.58,99.5,16.18,-609.7,0.005,0.003,0.065
7/31/2020,11:08:07 AM,B1,,0.00000 °,0.00000 °,735.1,379.1,361.7,0.17,359.9,235,81.5,-3.5,-3.5,0.72,3.13,0.27,0.07,96.1,7.58,99.4,16.18,-609.7,0.005,0.004,0.084
7/31/2020,11:08:07 AM,B1,,0.00000 °,0.00000 °,735.1,379.2,361.9,0.17,360,235,81.5,-3.5,-3.5,0.85,3.66,0.27,0.06,96.1,7.58,99.3,16.18,-609.7,0.006,0.004,0.097
7/31/2020,11:08:07 AM,B1,,0.00000 °,0.00000 °,735.1,379.3,362.1,0.17,360.2,235,81.5,-3.5,-3.5,0.98,4.15,0.26,0.06,96,7.57,99.3,16.19,-609.7,0.008,0.006,0.124
7/31/2020,11:08:08 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,362.3,0.17,360.4,235,81.4,-3.5,-3.5,0.96,4.06,0.25,0.05,92.6,7.3,95.7,16.19,-609.7,0.009,0.006,0.14
7/31/2020,11:08:08 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,362.5,0.17,360.6,236,81.4,-3.5,-3.5,0.7,3.06,0.24,0.05,92.7,7.32,95.9,16.19,-609.7,0.01,0.007,0.151
7/31/2020,11:08:08 AM,B1,,0.00000 °,0.00000 °,735.2,379.5,362.7,0.17,360.9,236,81.4,-3.5,-3.5,1.01,4.26,0.24,0.05,92.8,7.33,95.9,16.19,-609.7,0.011,0.008,0.167
7/31/2020,11:08:08 AM,B1,,0.00000 °,0.00000 °,735.2,379.5,362.9,0.17,361.1,236,81.3,-3.5,-3.5,0.96,4.06,0.24,0.04,92.9,7.34,96.1,16.19,-609.7,0.014,0.01,0.197
7/31/2020,11:08:09 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,363,0.17,361.3,236,81.3,-3.5,-3.5,0.79,3.42,0.23,0.04,92.9,7.34,96,16.19,-609.7,0.016,0.011,0.216
7/31/2020,11:08:09 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,363.1,0.17,361.4,236,81.2,-3.5,-3.5,0.79,3.42,0.23,0.04,92.7,7.32,95.8,16.19,-609.7,0.017,0.012,0.231
7/31/2020,11:08:09 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,363.3,0.17,361.6,236,81.2,-3.4,-3.4,0.79,3.42,0.23,0.03,92.5,7.31,95.6,16.19,-609.7,0.021,0.015,0.248
7/31/2020,11:08:09 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,363.5,0.17,361.8,236,81.2,-3.4,-3.4,0.79,3.42,0.22,0.03,92.2,7.3,95.3,16.19,-609.7,0.023,0.016,0.256
7/31/2020,11:08:10 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,363.7,0.17,362,236,81.1,-3.4,-3.4,0.79,3.42,0.21,0.03,92.3,7.3,95.4,16.19,-609.7,0.025,0.018,0.265
7/31/2020,11:08:10 AM,B1,,0.00000 °,0.00000 °,735.2,379.7,363.9,0.17,362.2,237,81.1,-3.4,-3.4,0.79,3.42,0.21,0.02,92.2,7.3,95.3,16.19,-609.7,0.029,0.021,0.287
7/31/2020,11:08:10 AM,B1,,0.00000 °,0.00000 °,735.2,379.7,364.1,0.17,362.4,237,81,-3.4,-3.4,0.8,3.43,0.2,0.02,92.1,7.3,95.2,16.19,-609.7,0.031,0.022,0.299
7/31/2020,11:08:10 AM,B1,,0.00000 °,0.00000 °,735.2,379.7,364.2,0.17,362.6,237,81,-3.4,-3.4,0.81,3.48,0.2,0.02,92.4,7.32,95.5,16.19,-609.7,0.034,0.024,0.307
7/31/2020,11:08:11 AM,B1,,0.00000 °,0.00000 °,735.2,379.7,364.4,0.17,362.8,237,81,-3.4,-3.4,0.81,3.5,0.19,0.01,92.2,7.31,95.3,16.19,-609.7,0.036,0.025,0.317
7/31/2020,11:08:11 AM,B1,,0.00000 °,0.00000 °,735.2,379.7,364.6,0.17,362.9,237,80.9,-3.4,-3.4,0.82,3.54,0.18,0,92.2,7.31,95.3,16.19,-609.7,0.041,0.029,0.346
7/31/2020,11:08:11 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,364.6,0.17,363,237,78.8,-3.1,-3.1,0.84,3.6,0.17,0,92,7.3,95.1,16.2,-609.7,0.043,0.031,0.356
7/31/2020,11:08:11 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,372.6,0.18,371.8,242,78.7,-3.1,-3.1,0.85,3.63,0.16,-0.01,92,7.3,95.1,16.2,-609.7,0.046,0.032,0.368
7/31/2020,11:08:12 AM,B1,,0.00000 °,0.00000 °,735.2,379.6,372.9,0.18,372.2,242,78.6,-3.1,-3.1,0.86,3.67,0.15,-0.01,92,7.45,95.1,16.23,-609.7,0.052,0.036,0.395
7/31/2020,11:08:12 AM,B1,,0.00000 °,0.00000 °,735.2,379.5,373.2,0.18,372.6,243,78.6,-3,-3,0.86,3.69,0.13,-0.02,92.1,7.47,95.3,16.23,-609.7,0.055,0.039,0.407
7/31/2020,11:08:12 AM,B1,,0.00000 °,0.00000 °,735.2,379.5,373.3,0.18,372.7,243,78.5,-3,-3,36,142.46,0.13,-0.03,92.3,7.5,95.4,16.23,-609.7,0.058,0.041,0.418
7/31/2020,11:08:12 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,373.4,0.18,372.7,243,78.5,-3,-3,1.22,5.09,0.14,-0.02,92.4,7.51,95.5,16.24,-609.7,0.064,0.045,0.436
7/31/2020,11:08:13 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,373.4,0.18,372.8,243,78.5,-3,-3,0.74,3.22,0.13,-0.03,92.5,7.51,95.6,16.24,-609.7,0.067,0.048,0.447
7/31/2020,11:08:13 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,373.5,0.18,372.9,243,78.5,-3,-3,0.8,3.46,0.11,-0.04,92.5,7.51,95.6,16.24,-609.7,0.071,0.05,0.453
7/31/2020,11:08:13 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,373.5,0.18,372.9,243,78.5,-3,-3,1.83,7.49,0.1,-0.05,92.4,7.52,95.6,16.24,-609.7,0.078,0.055,0.467
7/31/2020,11:08:13 AM,B1,,0.00000 °,0.00000 °,735.2,379.4,373.5,0.18,372.9,243,78.5,-3,-3,0.63,2.78,0.1,-0.05,92.4,7.52,95.6,16.24,-609.7,0.081,0.057,0.473
7/31/2020,11:08:14 AM,B1,,0.00000 °,0.00000 °,735.1,379.3,373.3,0.18,372.6,243,78.6,-3,-3,0.94,4.01,0.08,-0.06,92.4,7.52,95.6,16.24,-609.7,0.084,0.06,0.474
7/31/2020,11:08:14 AM,B1,,0.00000 °,0.00000 °,735.1,379.3,372.8,0.18,372.1,242,78.7,-3.1,-3.1,0.87,3.74,0.07,-0.07,92.4,7.51,95.5,16.24,-609.7,0.088,0.062,0.48
7/31/2020,11:08:14 AM,B1,,0.00000 °,0.00000 °,735.1,379.3,372.3,0.18,371.6,242,78.8,-3.1,-3.1,1.05,4.43,0.06,-0.07,92.4,7.5,95.5,16.24,-609.7,0.095,0.067,0.488
7/31/2020,11:08:14 AM,B1,,0.00000 °,0.00000 °,735.1,379.3,372.3,0.18,371.6,242,78.8,-3.1,-3.1,1.92,7.87,0.06,-0.07,92.3,7.49,95.5,16.23,-609.7,0.099,0.07,0.491
7/31/2020,11:11:05 AM,B2,,0.00000 °,0.00000 °,735.2,381.8,366.1,0.17,364.5,238,81,-3.4,-3.4,1.2,5.02,0.21,0.02,96.3,7.63,99.6,16.19,-609.7,0.003,0.002,0.003
7/31/2020,11:11:05 AM,B2,,0.00000 °,0.00000 °,735.2,381.8,366.2,0.17,364.5,238,81,-3.4,-3.4,1.22,5.1,0.2,0.02,96.3,7.63,99.5,16.19,-609.7,0.003,0.002,0.003
7/31/2020,11:11:05 AM,B2,,0.00000 °,0.00000 °,735.2,381.8,366.2,0.17,364.5,238,81,-3.4,-3.4,1.24,5.18,0.2,0.02,96.3,7.63,99.5,16.19,-609.7,0.003,0.002,0.004
7/31/2020,11:11:05 AM,B2,,0.00000 °,0.00000 °,735.2,381.8,366.2,0.17,364.5,238,81,-3.4,-3.4,1.28,5.33,0.19,0.01,96.2,7.63,99.5,16.19,-609.7,0.003,0.002,0.002
