DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/4/2020,1:31:52 PM,B1,,89.99999 °,179.99998 °,736,335.9,302.1,0.14,298.3,196,87.6,-4.5,-4.5,0.53,2.39,-0.08,-0.16,98.3,7.32,101.5,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:52 PM,B1,,89.99999 °,179.99998 °,736,335.9,302.1,0.14,298.3,196,87.6,-4.5,-4.5,0.53,2.39,-0.08,-0.16,98.3,7.32,101.5,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:52 PM,B1,,89.99999 °,179.99998 °,736,335.9,302.1,0.14,298.3,196,87.5,-4.5,-4.5,0.53,2.4,-0.12,-0.19,98.2,7.31,101.5,16.08,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:52 PM,B1,,89.99999 °,179.99998 °,736,335.9,302.1,0.14,298.3,196,87.5,-4.5,-4.5,0.53,2.39,-0.13,-0.19,98.2,7.31,101.4,16.08,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:53 PM,B1,,89.99999 °,179.99998 °,736.1,335.9,302.1,0.14,298.3,196,87.5,-4.5,-4.5,0.53,2.39,-0.14,-0.2,98.2,7.31,101.4,16.08,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:53 PM,B1,,89.99999 °,179.99998 °,736.1,335.9,302.1,0.14,298.3,196,87.5,-4.5,-4.5,0.53,2.38,-0.16,-0.21,98.2,7.31,101.4,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:53 PM,B1,,89.99999 °,179.99998 °,736.1,335.9,302.1,0.14,298.3,196,87.5,-4.5,-4.5,0.53,2.36,-0.17,-0.22,98.1,7.3,101.3,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:53 PM,B1,,89.99999 °,179.99998 °,736.1,335.8,302.1,0.14,298.3,196,87.5,-4.5,-4.5,0.52,2.35,-0.17,-0.22,98.1,7.3,101.3,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:54 PM,B1,,89.99999 °,179.99998 °,736,335.7,302,0.14,298.2,196,87.5,-4.5,-4.5,0.52,2.33,-0.18,-0.23,98.1,7.3,101.3,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:54 PM,B1,,89.99999 °,179.99998 °,736,335.6,301.9,0.14,298.2,196,87.5,-4.5,-4.5,0.53,2.36,-0.19,-0.23,95,7.08,98.1,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:54 PM,B1,,89.99999 °,179.99998 °,736,335.4,301.9,0.14,298.1,196,87.5,-4.5,-4.5,0.52,2.36,-0.19,-0.23,94.1,7,97.1,16.08,-609.7,-0.003,-0.002,0
7/4/2020,1:31:54 PM,B1,,89.99999 °,179.99998 °,736,335.3,301.8,0.14,298.1,196,87.4,-4.5,-4.5,0.52,2.32,-0.19,-0.24,94.5,7.04,97.6,16.09,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:55 PM,B1,,89.99999 °,179.99998 °,736.1,335.2,301.8,0.14,298.1,196,87.4,-4.5,-4.5,0.52,2.32,-0.21,-0.25,94.1,7.01,97.1,16.09,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:55 PM,B1,,89.99999 °,179.99998 °,736.1,335,301.8,0.14,298.1,196,87.3,-4.5,-4.5,0.51,2.31,-0.21,-0.25,93.6,6.97,96.6,16.09,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:55 PM,B1,,89.99999 °,179.99998 °,736.1,334.9,301.8,0.14,298.1,196,85,-4.1,-4.1,0.51,2.28,-0.21,-0.25,93.1,6.94,96.1,16.09,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:55 PM,B1,,89.99999 °,179.99998 °,736.1,334.7,309,0.15,306.2,201,84.7,-4,-4,0.5,2.27,-0.23,-0.26,92.4,6.89,95.4,16.09,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:56 PM,B1,,89.99999 °,179.99998 °,736.1,334.6,309.5,0.15,306.8,201,84.6,-4,-4,0.51,2.28,-0.24,-0.26,94.1,7.18,97.2,16.13,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:56 PM,B1,,89.99999 °,179.99998 °,736.1,334.4,309.9,0.15,307.2,201,84.5,-4,-4,0.5,2.27,-0.24,-0.26,94.3,7.21,97.3,16.13,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:56 PM,B1,,89.99999 °,179.99998 °,736.1,334.2,310.1,0.15,307.5,202,84.3,-4,-4,0.5,2.26,-0.25,-0.27,94,7.19,97,16.13,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:56 PM,B1,,89.99999 °,179.99998 °,736.1,334,310.4,0.15,307.8,202,84.2,-3.9,-3.9,0.49,2.23,-0.25,-0.27,93.4,7.16,96.4,16.14,-609.7,-0.003,-0.002,-0.001
7/4/2020,1:31:57 PM,B1,,89.99999 °,179.99998 °,736,333.9,310.6,0.15,308,202,84,-3.9,-3.9,0.49,2.22,-0.27,-0.28,92.5,7.1,95.5,16.14,-609.7,-0.003,-0.002,0
7/4/2020,1:31:57 PM,B1,,89.99999 °,179.99998 °,736,333.7,310.8,0.15,308.3,202,83.9,-3.9,-3.9,0.48,2.18,-0.28,-0.29,92.2,7.09,95.2,16.14,-609.7,-0.003,-0.002,0.004
7/4/2020,1:31:57 PM,B1,,89.99999 °,179.99998 °,736,333.5,310.8,0.15,308.3,202,83.8,-3.9,-3.9,0.47,2.15,-0.29,-0.3,92.2,7.1,95.2,16.14,-609.7,-0.003,-0.002,0.008
7/4/2020,1:31:57 PM,B1,,89.99999 °,179.99998 °,736,333.2,310.7,0.15,308.3,202,83.8,-3.9,-3.9,0.46,2.12,-0.29,-0.3,92.2,7.1,95.2,16.15,-609.7,-0.002,-0.002,0.015
7/4/2020,1:31:58 PM,B1,,89.99999 °,179.99998 °,736,332.9,310.6,0.15,308.2,202,83.8,-3.9,-3.9,0.46,2.09,-0.3,-0.3,92.1,7.1,95.1,16.15,-609.7,-0.002,-0.002,0.025
7/4/2020,1:31:58 PM,B1,,89.99999 °,179.99998 °,736,332.6,310.5,0.15,308.1,202,83.7,-3.9,-3.9,0.45,2.06,-0.32,-0.32,92,7.1,95,16.15,-609.7,-0.002,-0.001,0.036
7/4/2020,1:31:58 PM,B1,,89.99999 °,179.99998 °,736,332.3,310.4,0.15,308,202,83.6,-3.9,-3.9,0.44,2.01,-0.34,-0.33,91.9,7.09,94.9,16.15,-609.7,-0.001,-0.001,0.047
7/4/2020,1:31:58 PM,B1,,89.99999 °,179.99998 °,736,332,310.2,0.15,307.8,202,83.6,-3.9,-3.9,0.43,2,-0.35,-0.33,91.8,7.08,94.8,16.15,-609.7,-0.001,-0.001,0.06
7/4/2020,1:31:59 PM,B1,,89.99999 °,179.99998 °,736.1,331.9,310.1,0.15,307.7,202,83.6,-3.8,-3.8,0.42,1.96,-0.36,-0.34,91.6,7.08,94.6,16.15,-609.7,0,0,0.087
7/4/2020,1:31:59 PM,B1,,89.99999 °,179.99998 °,736.1,331.6,310.1,0.15,307.8,202,83.5,-3.8,-3.8,0.42,1.93,-0.37,-0.35,91.5,7.07,94.5,16.15,-609.7,0.001,0.001,0.101
7/4/2020,1:31:59 PM,B1,,89.99999 °,179.99998 °,736.1,331.2,310.2,0.15,307.9,202,83.3,-3.8,-3.8,0.41,1.92,-0.37,-0.35,91.4,7.07,94.4,16.15,-609.7,0.002,0.001,0.113
7/4/2020,1:31:59 PM,B1,,89.99999 °,179.99998 °,736.1,330.9,310.2,0.15,308,202,83.2,-3.8,-3.8,0.42,1.92,-0.38,-0.35,91.3,7.07,94.3,16.15,-609.7,0.004,0.003,0.137
7/4/2020,1:32:00 PM,B1,,89.99999 °,179.99998 °,736,330.6,310.2,0.15,308,202,83.2,-3.8,-3.8,0.41,1.91,-0.38,-0.36,91.2,7.07,94.2,16.15,-609.7,0.005,0.004,0.145
7/4/2020,1:32:00 PM,B1,,89.99999 °,179.99998 °,736,330.3,310.1,0.15,307.9,202,83.1,-3.8,-3.8,0.4,1.88,-0.38,-0.36,91,7.06,94,16.16,-609.7,0.006,0.005,0.155
7/4/2020,1:32:00 PM,B1,,89.99999 °,179.99998 °,736,329.9,309.9,0.15,307.7,201,83.1,-3.8,-3.8,0.39,1.83,-0.38,-0.36,90.9,7.06,93.9,16.16,-609.7,0.009,0.006,0.172
7/4/2020,1:32:00 PM,B1,,89.99999 °,179.99998 °,736,329.6,309.7,0.15,307.5,201,83.1,-3.8,-3.8,0.39,1.81,-0.38,-0.35,90.8,7.05,93.7,16.16,-609.7,0.01,0.007,0.181
7/4/2020,1:32:01 PM,B1,,89.99999 °,179.99998 °,736,329.5,309.5,0.15,307.4,201,83.1,-3.8,-3.8,0.38,1.77,-0.38,-0.36,90.6,7.04,93.6,16.16,-609.7,0.012,0.008,0.19
7/4/2020,1:32:01 PM,B1,,89.99999 °,179.99998 °,736,329.2,309.3,0.15,307.1,201,83,-3.8,-3.8,0.37,1.75,-0.37,-0.35,90.6,7.04,93.5,16.16,-609.7,0.013,0.009,0.199
7/4/2020,1:32:01 PM,B1,,89.99999 °,179.99998 °,736,328.8,309,0.15,306.8,201,83,-3.8,-3.8,0.35,1.68,-0.38,-0.36,90.5,7.03,93.4,16.16,-609.7,0.017,0.012,0.214
7/4/2020,1:32:01 PM,B1,,89.99999 °,179.99998 °,736,328.5,308.7,0.15,306.5,201,83,-3.8,-3.8,0.35,1.67,-0.38,-0.36,90.3,7.02,93.3,16.16,-609.7,0.018,0.013,0.221
7/4/2020,1:32:02 PM,B1,,89.99999 °,179.99998 °,736,328.2,308.4,0.15,306.2,200,83.1,-3.8,-3.8,0.35,1.65,-0.38,-0.36,90.2,7.01,93.1,16.16,-609.7,0.02,0.014,0.227
7/4/2020,1:32:02 PM,B1,,89.99999 °,179.99998 °,736,327.9,308,0.15,305.9,200,83.1,-3.8,-3.8,0.34,1.63,-0.38,-0.36,90.1,7,93,16.16,-609.7,0.023,0.017,0.241
7/4/2020,1:32:02 PM,B1,,89.99999 °,179.99998 °,736,327.6,307.7,0.14,305.5,200,83.1,-3.8,-3.8,0.33,1.57,-0.39,-0.36,89.9,6.99,92.9,16.16,-609.7,0.025,0.018,0.248
7/4/2020,1:32:02 PM,B1,,89.99999 °,179.99998 °,736,327.3,307.3,0.14,305.2,200,83.1,-3.8,-3.8,0.32,1.55,-0.39,-0.36,89.8,6.98,92.7,16.16,-609.7,0.027,0.019,0.255
7/4/2020,1:32:03 PM,B1,,89.99999 °,179.99998 °,735.9,327.1,307.1,0.14,305,200,83.1,-3.8,-3.8,0.32,1.53,-0.39,-0.36,86.6,6.73,89.5,16.16,-609.7,0.031,0.022,0.268
7/4/2020,1:32:03 PM,B1,,89.99999 °,179.99998 °,735.9,326.8,306.8,0.14,304.6,199,83.2,-3.8,-3.8,0.31,1.51,-0.39,-0.36,86.4,6.71,89.3,16.16,-609.7,0.033,0.023,0.275
7/4/2020,1:32:03 PM,B1,,89.99999 °,179.99998 °,735.9,326.5,306.5,0.14,304.3,199,83.2,-3.8,-3.8,0.3,1.45,-0.39,-0.36,86.3,6.7,89.1,16.16,-609.7,0.035,0.025,0.283
7/4/2020,1:32:03 PM,B1,,89.99999 °,179.99998 °,735.9,326.2,306.2,0.14,304,199,83.2,-3.8,-3.8,0.29,1.42,-0.39,-0.36,86.3,6.7,89.1,16.16,-609.7,0.037,0.026,0.291
7/4/2020,1:32:04 PM,B1,,89.99999 °,179.99998 °,736,325.9,305.9,0.14,303.7,199,83.2,-3.8,-3.8,0.28,1.41,-0.39,-0.36,86.2,6.69,89,16.16,-609.7,0.042,0.03,0.304
7/4/2020,1:32:04 PM,B1,,89.99999 °,179.99998 °,736,325.6,305.6,0.14,303.4,199,83.2,-3.8,-3.8,0.28,1.39,-0.39,-0.36,86.3,6.7,89.1,16.16,-609.7,0.044,0.031,0.309
7/4/2020,1:32:04 PM,B1,,89.99999 °,179.99998 °,736,325,305.1,0.14,302.9,198,83.1,-3.8,-3.8,0.27,1.37,-0.39,-0.36,86.1,6.68,88.9,16.16,-609.7,0.047,0.033,0.315
7/4/2020,1:32:04 PM,B1,,89.99999 °,179.99998 °,736,325,305.1,0.14,302.9,198,83.1,-3.8,-3.8,0.27,1.36,-0.39,-0.36,85.9,6.67,88.7,16.16,-609.7,0.051,0.036,0.338
7/4/2020,1:32:05 PM,B1,,89.99999 °,179.99998 °,736,324.6,304.8,0.14,302.7,198,83.1,-3.8,-3.8,0.27,1.34,-0.4,-0.37,85.3,6.62,88.1,16.16,-609.7,0.054,0.038,0.354
7/4/2020,1:32:05 PM,B1,,89.99999 °,179.99998 °,736,324.4,304.7,0.14,302.5,198,83.1,-3.8,-3.8,0.27,1.34,-0.4,-0.37,85,6.6,87.8,16.16,-609.7,0.057,0.04,0.365
7/4/2020,1:32:05 PM,B1,,89.99999 °,179.99998 °,736,324,304.4,0.14,302.3,198,83,-3.8,-3.8,0.26,1.31,-0.4,-0.37,85.1,6.61,87.9,16.16,-609.7,0.062,0.044,0.382
7/4/2020,1:32:05 PM,B1,,89.99999 °,179.99998 °,736,323.6,304.2,0.14,302,198,83,-3.8,-3.8,0.26,1.29,-0.4,-0.37,85.2,6.62,87.9,16.16,-609.7,0.065,0.046,0.386
7/4/2020,1:32:06 PM,B1,,89.99999 °,179.99998 °,736,323.3,303.9,0.14,301.8,198,83,-3.8,-3.8,0.25,1.28,-0.4,-0.37,84.8,6.59,87.5,16.16,-609.7,0.068,0.048,0.39
7/4/2020,1:32:06 PM,B1,,89.99999 °,179.99998 °,736,322.9,303.6,0.14,301.5,197,83,-3.8,-3.8,0.25,1.26,-0.41,-0.37,84.8,6.59,87.5,16.16,-609.7,0.074,0.052,0.398
7/4/2020,1:32:06 PM,B1,,89.99999 °,179.99998 °,736,322.6,303.3,0.14,301.2,197,83,-3.8,-3.8,0.25,1.25,-0.41,-0.37,84.8,6.59,87.6,16.16,-609.7,0.077,0.054,0.404
7/4/2020,1:32:06 PM,B1,,89.99999 °,179.99998 °,736,322.3,303.1,0.14,301,197,83,-3.7,-3.7,0.25,1.25,-0.41,-0.37,84.8,6.59,87.5,16.16,-609.7,0.08,0.056,0.41
7/4/2020,1:32:07 PM,B1,,89.99999 °,179.99998 °,736,322,302.9,0.14,300.8,197,83,-3.7,-3.7,0.24,1.24,-0.41,-0.37,84.7,6.59,87.5,16.16,-609.7,0.086,0.061,0.42
7/4/2020,1:32:07 PM,B1,,89.99999 °,179.99998 °,736,321.9,302.8,0.14,300.7,197,82.9,-3.7,-3.7,0.24,1.24,-0.4,-0.37,84.7,6.59,87.5,16.16,-609.7,0.089,0.063,0.427
7/4/2020,1:32:07 PM,B1,,89.99999 °,179.99998 °,736,321.7,302.6,0.14,300.6,197,82.9,-3.7,-3.7,0.24,1.23,-0.4,-0.37,84.7,6.59,87.4,16.16,-609.7,0.092,0.065,0.436
7/4/2020,1:32:07 PM,B1,,89.99999 °,179.99998 °,736,321.4,302.5,0.14,300.4,197,82.9,-3.7,-3.7,0.24,1.23,-0.4,-0.37,84.6,6.58,87.4,16.16,-609.7,0.095,0.067,0.442
7/4/2020,1:32:08 PM,B1,,89.99999 °,179.99998 °,736,321.2,302.3,0.14,300.2,196,82.9,-3.7,-3.7,0.24,1.23,-0.4,-0.37,84.6,6.58,87.3,16.16,-609.7,0.102,0.072,0.459
