DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
8/7/2020,10:07:41 AM,F1,,0.00000 °,0.00000 °,735.1,352.1,359.7,0.17,360.5,234,75,-2.5,-2.5,0.63,2.78,0.04,-0.08,83.3,7.02,86.2,16.3,-609.7,0.003,0.002,0.004
8/7/2020,10:07:41 AM,F1,,0.00000 °,0.00000 °,735.1,352.1,359.8,0.17,360.5,234,75,-2.5,-2.5,0.65,2.86,0.04,-0.08,83.3,7.02,86.1,16.3,-609.7,0.003,0.002,0.003
8/7/2020,10:07:41 AM,F1,,0.00000 °,0.00000 °,735.1,352.1,359.8,0.17,360.6,234,75,-2.5,-2.5,0.66,2.87,0.05,-0.08,83.3,7.02,86.1,16.3,-609.7,0.003,0.002,0.003
8/7/2020,10:07:41 AM,F1,,0.00000 °,0.00000 °,735,352.2,359.8,0.17,360.6,234,75,-2.5,-2.5,0.67,2.92,0.04,-0.08,83.2,7.02,86.1,16.3,-609.7,0.003,0.002,0.005
8/7/2020,10:07:42 AM,F1,,0.00000 °,0.00000 °,735,352.1,359.9,0.17,360.6,234,75,-2.5,-2.5,0.67,2.92,0.04,-0.08,83.2,7.01,86,16.3,-609.7,0.003,0.002,0.002
8/7/2020,10:07:42 AM,F1,,0.00000 °,0.00000 °,735,352.1,359.9,0.17,360.7,234,75,-2.5,-2.5,0.68,2.96,0.04,-0.09,83.2,7.01,86,16.3,-609.7,0.003,0.002,0.002
8/7/2020,10:07:42 AM,F1,,0.00000 °,0.00000 °,735,352,359.9,0.17,360.6,234,74.9,-2.5,-2.5,0.7,3.04,0.06,-0.08,83.2,7.01,86,16.3,-609.7,0.003,0.002,0.003
8/7/2020,10:07:42 AM,F1,,0.00000 °,0.00000 °,735.1,352,359.8,0.17,360.6,234,74.9,-2.5,-2.5,0.72,3.13,0.07,-0.06,83.1,7.01,85.9,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:43 AM,F1,,0.00000 °,0.00000 °,735.1,351.9,359.8,0.17,360.6,234,74.9,-2.5,-2.5,0.76,3.3,0.15,-0.02,83.1,7.01,85.9,16.3,-609.7,0.003,0.002,0.002
8/7/2020,10:07:43 AM,F1,,0.00000 °,0.00000 °,735.1,351.9,359.8,0.17,360.7,234,74.9,-2.5,-2.5,0.85,3.66,0.19,0.01,83.1,7,85.9,16.3,-609.7,0.003,0.002,0.002
8/7/2020,10:07:43 AM,F1,,0.00000 °,0.00000 °,735.1,351.8,359.9,0.17,360.7,234,74.9,-2.5,-2.5,0.58,2.57,0.2,0.02,83,7,85.8,16.3,-609.7,0.003,0.002,0
8/7/2020,10:07:43 AM,F1,,0.00000 °,0.00000 °,734.9,351.8,359.9,0.17,360.7,234,74.9,-2.5,-2.5,0.59,2.6,0.2,0.02,83,7,85.8,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:44 AM,F1,,0.00000 °,0.00000 °,734.9,351.7,359.9,0.17,360.7,234,74.8,-2.5,-2.5,0.45,2.06,0.2,0.01,82.9,7,85.8,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:44 AM,F1,,0.00000 °,0.00000 °,734.9,351.6,359.9,0.17,360.8,234,74.8,-2.5,-2.5,0.57,2.52,0.2,0.02,82.9,7,85.7,16.3,-609.7,0.003,0.002,0
8/7/2020,10:07:44 AM,F1,,0.00000 °,0.00000 °,734.9,351.6,360,0.17,360.8,234,74.8,-2.5,-2.5,0.6,2.66,0.19,0.01,82.9,7,85.7,16.3,-609.7,0.003,0.002,0
8/7/2020,10:07:44 AM,F1,,0.00000 °,0.00000 °,734.9,351.6,360,0.17,360.9,234,74.8,-2.5,-2.5,0.68,2.97,0.19,0.01,82.8,6.99,85.7,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:45 AM,F1,,0.00000 °,0.00000 °,734.9,351.5,360.1,0.17,360.9,234,74.8,-2.5,-2.5,0.67,2.95,0.19,0.01,82.8,6.99,85.6,16.3,-609.7,0.003,0.002,0.003
8/7/2020,10:07:45 AM,F1,,0.00000 °,0.00000 °,734.9,351.5,360.1,0.17,361,234,74.7,-2.5,-2.5,0.64,2.8,0.19,0.01,82.8,6.99,85.6,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:45 AM,F1,,0.00000 °,0.00000 °,734.9,351.4,360.2,0.17,361,234,74.7,-2.5,-2.5,1.15,4.84,0.2,0.02,82.7,6.99,85.5,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:45 AM,F1,,0.00000 °,0.00000 °,734.9,351.4,360.2,0.17,361.1,234,74.7,-2.5,-2.5,1.16,4.87,0.2,0.02,82.7,6.99,85.5,16.3,-609.7,0.003,0.002,0.003
8/7/2020,10:07:46 AM,F1,,0.00000 °,0.00000 °,734.9,351.3,360.3,0.17,361.2,234,74.6,-2.5,-2.5,0.54,2.42,0.2,0.02,82.6,6.98,85.4,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:46 AM,F1,,0.00000 °,0.00000 °,734.9,351.3,360.4,0.17,361.3,234,74.6,-2.5,-2.5,0.49,2.22,0.2,0.02,82.6,6.98,85.4,16.3,-609.7,0.003,0.002,0.001
8/7/2020,10:07:46 AM,F1,,0.00000 °,0.00000 °,734.9,351.2,360.4,0.17,361.3,234,74.6,-2.5,-2.5,0.53,2.37,0.2,0.02,82.5,6.98,85.3,16.3,-609.7,0.003,0.002,0.01
8/7/2020,10:07:46 AM,F1,,0.00000 °,0.00000 °,734.9,351,360.5,0.17,361.4,234,74.5,-2.5,-2.5,0.53,2.37,0.2,0.02,82.5,6.98,85.3,16.3,-609.7,0.003,0.002,0.01
8/7/2020,10:07:47 AM,F1,,0.00000 °,0.00000 °,734.9,350.9,360.5,0.17,361.5,234,74.5,-2.5,-2.5,0.53,2.37,0.2,0.01,82.4,6.98,85.2,16.3,-609.7,0.003,0.002,0.012
8/7/2020,10:07:47 AM,F1,,0.00000 °,0.00000 °,734.9,350.8,360.6,0.17,361.6,234,74.4,-2.5,-2.5,0.53,2.37,0.19,0.01,82.4,6.97,85.2,16.31,-609.7,0.003,0.002,0.019
