DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/24/2020,10:10:11 AM,F1,,89.99999 °,179.99998 °,736.9,310.4,300.2,0.14,299.1,195,80.2,-3.3,-3.3,0.4,1.86,0.03,-0.09,84.2,6.73,86.8,16.21,-609.7,0.001,0.001,0.003
7/24/2020,10:10:11 AM,F1,,89.99999 °,179.99998 °,736.9,310.4,300.2,0.14,299.2,195,80.2,-3.3,-3.3,0.4,1.86,0.02,-0.1,84.2,6.73,86.8,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:11 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.4,1.88,0.02,-0.1,84.2,6.73,86.8,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:11 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.4,1.88,0.01,-0.11,84.2,6.73,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:12 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.41,1.89,0.01,-0.11,84.2,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:12 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.41,1.9,0.01,-0.1,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.001
7/24/2020,10:10:12 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.41,1.91,0.01,-0.11,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.002
7/24/2020,10:10:12 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.41,1.92,0,-0.11,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:13 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.42,1.93,-0.01,-0.12,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.001
7/24/2020,10:10:13 AM,F1,,89.99999 °,179.99998 °,737,310.4,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.42,1.95,-0.01,-0.12,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.002
7/24/2020,10:10:13 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.43,1.96,-0.01,-0.12,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.002
7/24/2020,10:10:13 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.3,0.14,299.2,195,80.2,-3.3,-3.3,0.43,1.96,-0.02,-0.13,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:14 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.3,0.14,299.2,195,80.1,-3.3,-3.3,0.43,1.98,-0.03,-0.13,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:14 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.3,0.14,299.3,195,80.1,-3.3,-3.3,0.43,1.98,-0.03,-0.13,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:14 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.4,0.14,299.3,195,80.1,-3.3,-3.3,0.43,1.99,-0.06,-0.15,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.004
7/24/2020,10:10:14 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.4,0.14,299.3,195,80.1,-3.3,-3.3,0.43,1.97,-0.07,-0.16,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:15 AM,F1,,89.99999 °,179.99998 °,737,310.3,300.4,0.14,299.3,195,80.1,-3.3,-3.3,0.43,1.98,-0.07,-0.16,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
7/24/2020,10:10:15 AM,F1,,89.99999 °,179.99998 °,737,310.2,300.4,0.14,299.3,195,80.1,-3.3,-3.3,0.43,1.99,-0.07,-0.16,84.3,6.74,86.9,16.21,-609.7,0.002,0.001,0.003
