DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/26/2020,10:01:40 AM,F1,,0.00000 °,0.00000 °,731,267.9,266.2,0.13,266.1,173,77.6,-2.9,-2.9,1.73,7.12,0.02,-0.1,102.7,8.44,106.8,12.76,-404.9,0,0,0.003
6/26/2020,10:01:40 AM,F1,,0.00000 °,0.00000 °,731.1,267.9,266.2,0.13,266,173,77.6,-2.9,-2.9,1.8,7.4,0.01,-0.1,102.8,8.44,106.9,12.77,-405.1,0,0,0.001
6/26/2020,10:01:40 AM,F1,,0.00000 °,0.00000 °,731.1,267.9,266.1,0.13,265.9,173,77.6,-2.9,-2.9,1.8,7.38,0.01,-0.1,102.8,8.44,106.9,12.77,-405.1,0,0,0.002
6/26/2020,10:01:40 AM,F1,,0.00000 °,0.00000 °,731.1,267.9,266.1,0.13,265.9,173,77.6,-2.9,-2.9,1.8,7.38,0.01,-0.1,102.8,8.44,106.9,12.77,-405.3,0,0,0
6/26/2020,10:01:41 AM,F1,,0.00000 °,0.00000 °,731.1,267.9,266.1,0.13,265.9,173,77.6,-2.9,-2.9,1.79,7.36,0.01,-0.1,102.9,8.44,106.9,12.77,-405.4,0,0,0
6/26/2020,10:01:41 AM,F1,,0.00000 °,0.00000 °,731,267.9,266,0.13,265.8,173,77.7,-3,-3,1.8,7.4,0.02,-0.1,102.9,8.44,107,12.77,-405.5,0,0,0.002
6/26/2020,10:01:41 AM,F1,,0.00000 °,0.00000 °,731,267.9,265.9,0.13,265.7,173,77.7,-3,-3,1.79,7.34,0.02,-0.1,102.9,8.44,107,12.77,-405.6,0,0,-0.001
6/26/2020,10:01:41 AM,F1,,0.00000 °,0.00000 °,731,267.8,265.9,0.13,265.7,173,77.7,-3,-3,1.78,7.32,0.02,-0.1,102.9,8.44,107,12.78,-405.7,0,0,-0.001
6/26/2020,10:01:42 AM,F1,,0.00000 °,0.00000 °,731,267.8,265.8,0.13,265.6,173,77.7,-3,-3,1.78,7.32,0.02,-0.1,102.9,8.44,107,12.78,-405.8,0,0,0.001
6/26/2020,10:01:42 AM,F1,,0.00000 °,0.00000 °,731.2,267.8,265.7,0.13,265.5,173,77.7,-3,-3,1.76,7.25,0.02,-0.1,103,8.44,107,12.78,-405.9,0,0,0.002
6/26/2020,10:01:42 AM,F1,,0.00000 °,0.00000 °,731.2,267.7,265.7,0.13,265.4,173,77.7,-3,-3,1.75,7.2,0.02,-0.1,103,8.44,107.1,12.78,-406,0,0,0.002
6/26/2020,10:01:42 AM,F1,,0.00000 °,0.00000 °,731.2,267.7,265.6,0.13,265.4,173,77.7,-3,-3,1.73,7.11,0.01,-0.11,103,8.45,107.1,12.78,-406.1,0,0,0.002
6/26/2020,10:01:43 AM,F1,,0.00000 °,0.00000 °,731.2,267.7,265.6,0.13,265.3,173,77.7,-3,-3,1.73,7.11,0.01,-0.11,103,8.45,107.1,12.78,-406.2,0,0,0.003
6/26/2020,10:01:43 AM,F1,,0.00000 °,0.00000 °,731,267.6,265.5,0.13,265.3,173,77.8,-3,-3,1.72,7.09,0.01,-0.1,103.1,8.45,107.2,12.78,-406.3,0,0,0.001
6/26/2020,10:01:43 AM,F1,,0.00000 °,0.00000 °,731,267.6,265.5,0.13,265.3,173,77.8,-3,-3,1.71,7.05,0.01,-0.1,103.1,8.45,107.2,12.79,-406.4,0,0,0.001
6/26/2020,10:01:43 AM,F1,,0.00000 °,0.00000 °,731,267.5,265.4,0.13,265.2,173,77.8,-3,-3,1.72,7.06,0,-0.11,103.1,8.45,107.2,12.79,-406.5,0,0,0.003
6/26/2020,10:01:44 AM,F1,,0.00000 °,0.00000 °,731,267.5,265.4,0.13,265.2,173,77.8,-3,-3,1.72,7.06,0,-0.11,103.1,8.45,107.2,12.79,-406.6,0,0,0
6/26/2020,10:01:44 AM,F1,,0.00000 °,0.00000 °,731,267.5,265.3,0.13,265.1,172,77.8,-3,-3,1.69,6.95,0,-0.11,103.2,8.45,107.3,12.79,-406.7,0,0,0.001
6/26/2020,10:01:44 AM,F1,,0.00000 °,0.00000 °,731,267.4,265.3,0.13,265.1,172,77.8,-3,-3,1.69,6.95,0,-0.11,103.2,8.46,107.3,12.79,-406.8,0,0,0.002
6/26/2020,10:01:44 AM,F1,,0.00000 °,0.00000 °,731,267.4,265.3,0.13,265,172,77.8,-3,-3,1.67,6.89,-0.02,-0.12,103.2,8.46,107.3,12.8,-406.9,0.001,0,0.002
6/26/2020,10:01:45 AM,F1,,0.00000 °,0.00000 °,731,267.3,265.2,0.13,265,172,77.8,-3,-3,1.67,6.89,-0.02,-0.12,103.3,8.46,107.4,12.8,-407,0.001,0,0.002
6/26/2020,10:01:45 AM,F1,,0.00000 °,0.00000 °,731,267.3,265.2,0.13,265,172,77.8,-3,-3,1.67,6.87,-0.02,-0.12,103.3,8.47,107.4,12.8,-407.1,0.001,0,0.01
