DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/5/2020,10:10:45 AM,F1,,0.00000 °,0.00000 °,731.7,275.2,261.1,0.12,259.6,170,82.1,3633.5,-3.6,-3.6,0.36,1.69,-0.2,-0.24,150.2,11.78,9.12,-192.4,0.005,0.003,0.003
6/5/2020,10:10:45 AM,F1,,0.00000 °,0.00000 °,731.7,275.2,261.1,0.12,259.6,170,82.1,3633.5,-3.6,-3.6,0.36,1.69,-0.2,-0.24,150.2,11.78,9.12,-192.4,0.005,0.003,0.003
6/5/2020,10:10:45 AM,F1,,0.00000 °,0.00000 °,731.7,275.4,261.2,0.12,259.7,170,82.1,3631.6,-3.6,-3.6,0.37,1.75,-0.2,-0.24,150.4,11.8,9.12,-192.4,0.005,0.003,0.002
6/5/2020,10:10:45 AM,F1,,0.00000 °,0.00000 °,731.6,275.4,261.2,0.12,259.7,170,82.1,3631.3,-3.6,-3.6,0.37,1.74,-0.19,-0.23,150.4,11.8,9.12,-192.3,0.005,0.003,0.002
6/5/2020,10:10:46 AM,F1,,0.00000 °,0.00000 °,731.6,275.4,261.2,0.12,259.7,170,82.1,3631.2,-3.6,-3.6,0.37,1.76,-0.19,-0.24,150.5,11.8,9.12,-192.3,0.005,0.004,0.004
6/5/2020,10:10:46 AM,F1,,0.00000 °,0.00000 °,731.6,275.4,261.3,0.12,259.7,170,82.1,3631.2,-3.6,-3.6,0.37,1.74,-0.19,-0.23,150.5,11.81,9.12,-192.3,0.005,0.004,0.005
6/5/2020,10:10:46 AM,F1,,0.00000 °,0.00000 °,731.6,275.4,261.3,0.12,259.7,170,82.1,3631.2,-3.6,-3.6,0.37,1.74,-0.19,-0.24,150.6,11.81,9.12,-192.3,0.005,0.004,0.004
6/5/2020,10:10:46 AM,F1,,0.00000 °,0.00000 °,731.7,275.4,261.2,0.12,259.7,170,82.1,3631.3,-3.6,-3.6,0.37,1.75,-0.19,-0.23,150.6,11.82,9.12,-192.3,0.005,0.004,0.004
6/5/2020,10:10:47 AM,F1,,0.00000 °,0.00000 °,731.7,275.4,261.2,0.12,259.7,170,82.1,3631.3,-3.6,-3.6,0.37,1.73,-0.19,-0.23,150.7,11.82,9.12,-192.3,0.005,0.004,0.006
6/5/2020,10:10:47 AM,F1,,0.00000 °,0.00000 °,731.7,275.4,261.2,0.12,259.7,170,82.1,3631.5,-3.6,-3.6,0.36,1.72,-0.19,-0.23,150.7,11.83,9.12,-192.3,0.005,0.004,0.003
6/5/2020,10:10:47 AM,F1,,0.00000 °,0.00000 °,731.7,275.4,261.2,0.12,259.7,170,82.1,3631.5,-3.6,-3.6,0.36,1.71,-0.19,-0.23,150.8,11.83,9.12,-192.3,0.005,0.004,0.017
6/5/2020,10:10:47 AM,F1,,0.00000 °,0.00000 °,731.6,275.4,261.2,0.12,259.7,170,82.1,3631.6,-3.6,-3.6,0.36,1.7,-0.19,-0.24,150.8,11.83,9.12,-192.3,0.005,0.004,0.031
6/5/2020,10:10:48 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3631.7,-3.6,-3.6,0.37,1.73,-0.19,-0.23,150.8,11.84,9.12,-192.3,0.006,0.004,0.046
6/5/2020,10:10:48 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3631.7,-3.6,-3.6,0.37,1.74,-0.19,-0.23,150.9,11.84,9.12,-192.3,0.006,0.004,0.065
6/5/2020,10:10:48 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3631.9,-3.6,-3.6,0.37,1.73,-0.19,-0.24,151,11.84,9.12,-192.3,0.007,0.005,0.116
6/5/2020,10:10:48 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3632,-3.6,-3.6,0.37,1.75,-0.2,-0.24,151,11.85,9.12,-192.3,0.008,0.006,0.144
6/5/2020,10:10:49 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3632.1,-3.6,-3.6,0.38,1.77,-0.2,-0.24,151.1,11.85,9.12,-192.3,0.01,0.007,0.169
6/5/2020,10:10:49 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3632.3,-3.6,-3.6,0.37,1.76,-0.2,-0.24,151.1,11.86,9.12,-192.3,0.013,0.009,0.216
6/5/2020,10:10:49 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3632.4,-3.6,-3.6,0.37,1.75,-0.2,-0.24,151.2,11.86,9.12,-192.3,0.015,0.01,0.243
6/5/2020,10:10:49 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3632.5,-3.6,-3.6,0.37,1.76,-0.2,-0.24,151.2,11.87,9.12,-192.2,0.017,0.012,0.274
6/5/2020,10:10:50 AM,F1,,0.00000 °,0.00000 °,731.6,275.3,261.2,0.12,259.7,170,82.1,3632.8,-3.6,-3.6,0.37,1.75,-0.2,-0.24,151.2,11.87,9.12,-192.2,0.022,0.015,0.348
6/5/2020,10:10:50 AM,F1,,0.00000 °,0.00000 °,731.6,275.2,261.2,0.12,259.7,170,82.1,3633.1,-3.6,-3.6,0.37,1.75,-0.2,-0.24,151.3,11.87,9.12,-192.2,0.024,0.017,0.391
6/5/2020,10:10:50 AM,F1,,0.00000 °,0.00000 °,731.6,275.2,261.2,0.12,259.7,170,82.1,3633.5,-3.6,-3.6,0.37,1.73,-0.2,-0.24,151.3,11.88,9.12,-192.2,0.028,0.02,0.43
6/5/2020,10:10:50 AM,F1,,0.00000 °,0.00000 °,731.6,275.2,261.2,0.12,259.7,170,82.1,3633.9,-3.6,-3.6,0.37,1.73,-0.21,-0.25,151.4,11.88,9.12,-192.2,0.035,0.025,0.5
6/5/2020,10:10:51 AM,F1,,0.00000 °,0.00000 °,731.6,275.2,261.2,0.12,259.7,170,82.1,3633.9,-3.6,-3.6,0.37,1.73,-0.21,-0.25,151.4,11.88,9.12,-192.2,0.035,0.025,0.5
6/5/2020,10:10:51 AM,F1,,0.00000 °,0.00000 °,731.6,275.2,261.2,0.12,259.7,170,82,3634.4,-3.6,-3.6,0.38,1.77,-0.21,-0.25,151.4,11.89,9.12,-192.2,0.043,0.031,0.555
6/5/2020,10:10:51 AM,F1,,0.00000 °,0.00000 °,731.6,275.1,261.2,0.12,259.7,170,82,3634.6,-3.6,-3.6,0.37,1.75,-0.22,-0.25,151.4,11.89,9.12,-192.2,0.048,0.034,0.583
6/5/2020,10:10:51 AM,F1,,0.00000 °,0.00000 °,731.6,275.1,261.2,0.12,259.7,170,82,3635,-3.6,-3.6,0.37,1.75,-0.21,-0.25,151.5,11.89,9.12,-192.1,0.057,0.04,0.647
6/5/2020,10:10:52 AM,F1,,0.00000 °,0.00000 °,731.6,275.1,261.2,0.12,259.7,170,82,3635.4,-3.6,-3.6,0.37,1.73,-0.21,-0.25,151.5,11.89,9.12,-192.1,0.062,0.044,0.676
6/5/2020,10:10:52 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.2,0.12,259.7,170,82,3635.7,-3.6,-3.6,0.37,1.74,-0.21,-0.24,151.5,11.9,9.12,-192.1,1.079,0.761,0.7
6/5/2020,10:10:52 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.2,0.12,259.8,170,82,3636,-3.6,-3.6,0.37,1.76,-0.21,-0.24,151.5,11.9,9.12,-192.1,1.112,0.784,0.738
6/5/2020,10:10:52 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.3,0.12,259.8,170,81.9,3636.2,-3.6,-3.6,0.38,1.78,-0.2,-0.24,151.5,11.9,9.12,-192.1,1.139,0.804,0.756
6/5/2020,10:10:53 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.3,0.12,259.8,170,81.9,3636.4,-3.6,-3.6,0.39,1.82,-0.21,-0.24,151.5,11.9,9.12,-192,1.143,0.806,0.77
6/5/2020,10:10:53 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.3,0.12,259.9,170,81.9,3636.5,-3.6,-3.6,0.39,1.83,-0.2,-0.24,151.5,11.9,9.12,-192,1.151,0.812,0.79
6/5/2020,10:10:53 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.4,0.12,259.9,170,81.9,3636.5,-3.6,-3.6,0.4,1.85,-0.2,-0.24,151.5,11.9,9.12,-191.9,1.163,0.821,0.799
6/5/2020,10:10:53 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.4,0.12,259.9,170,81.9,3636.6,-3.6,-3.6,0.4,1.87,-0.2,-0.24,151.5,11.91,9.12,-191.9,1.149,0.811,0.802
6/5/2020,10:10:54 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.4,0.12,260,170,81.9,3636.8,-3.6,-3.6,0.42,1.95,-0.21,-0.25,151.4,11.91,9.11,-191.8,1.132,0.799,0.801
6/5/2020,10:10:54 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.4,0.12,260,170,81.9,3636.8,-3.6,-3.6,0.43,2,-0.2,-0.24,151.4,11.9,9.11,-191.8,1.119,0.789,0.797
6/5/2020,10:10:54 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.5,0.12,260,170,81.9,3636.9,-3.6,-3.6,0.44,2.01,-0.2,-0.24,151.4,11.9,9.11,-191.7,1.116,0.787,0.794
6/5/2020,10:10:54 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.5,0.12,260.1,170,81.8,3636.9,-3.6,-3.6,0.45,2.07,-0.19,-0.24,151.4,11.9,9.11,-191.7,1.124,0.793,0.794
6/5/2020,10:10:55 AM,F1,,0.00000 °,0.00000 °,731.6,275,261.5,0.12,260.1,170,81.8,3637,-3.6,-3.6,0.48,2.18,-0.19,-0.24,151.3,11.9,9.11,-191.6,1.126,0.795,0.794
6/5/2020,10:10:55 AM,F1,,0.00000 °,0.00000 °,731.6,274.9,261.6,0.12,260.1,170,81.8,3637,-3.6,-3.6,0.49,2.23,-0.19,-0.24,151.3,11.9,9.11,-191.5,1.126,0.795,0.792
6/5/2020,10:14:12 AM,F2,,0.00000 °,0.00000 °,731.6,276.1,263.8,0.12,262.5,171,81.4,3621.7,-3.5,-3.5,0.15,0.86,0.07,-0.06,111,8.77,9.08,-189.9,0.006,0.004,0.007
6/5/2020,10:14:12 AM,F2,,0.00000 °,0.00000 °,731.6,276.4,264.1,0.12,262.7,172,81.4,3617.4,-3.5,-3.5,0.17,0.97,0.06,-0.07,114.3,9.03,9.1,-190.6,0.006,0.004,0.006
6/5/2020,10:14:12 AM,F2,,0.00000 °,0.00000 °,731.6,276.4,264.1,0.12,262.7,172,81.4,3617.4,-3.5,-3.5,0.17,0.97,0.06,-0.07,114.3,9.03,9.1,-190.6,0.006,0.004,0.004
6/5/2020,10:14:12 AM,F2,,0.00000 °,0.00000 °,731.6,276.2,263.8,0.12,262.5,171,81.4,3620.6,-3.5,-3.5,0.18,1.01,0.05,-0.08,116,9.16,9.1,-190.7,0.006,0.004,0.002
6/5/2020,10:14:13 AM,F2,,0.00000 °,0.00000 °,731.7,276.1,263.7,0.12,262.3,171,81.4,3622.1,-3.5,-3.5,0.19,1.02,0.03,-0.09,116.9,9.24,9.1,-190.9,0.006,0.004,0.004
6/5/2020,10:14:13 AM,F2,,0.00000 °,0.00000 °,731.7,276.1,263.7,0.12,262.3,171,81.4,3621.9,-3.5,-3.5,0.19,1.02,0.03,-0.09,117.4,9.27,9.1,-190.9,0.006,0.004,0.006
6/5/2020,10:14:13 AM,F2,,0.00000 °,0.00000 °,731.7,276,263.6,0.12,262.3,171,81.4,3622.7,-3.5,-3.5,0.19,1.03,0.03,-0.09,117.5,9.28,9.1,-191,0.006,0.004,0.004
6/5/2020,10:14:13 AM,F2,,0.00000 °,0.00000 °,731.7,276,263.6,0.12,262.2,171,81.5,3622.8,-3.5,-3.5,0.19,1.05,0.01,-0.1,117.7,9.3,9.1,-191,0.006,0.004,0.004
6/5/2020,10:14:14 AM,F2,,0.00000 °,0.00000 °,731.6,276,263.5,0.12,262.2,171,81.5,3623.5,-3.5,-3.5,0.2,1.07,0.01,-0.11,118.3,9.34,9.1,-191.1,0.006,0.004,0.005
6/5/2020,10:14:14 AM,F2,,0.00000 °,0.00000 °,731.6,275.9,263.4,0.12,262.1,171,81.5,3624.5,-3.5,-3.5,0.2,1.07,0,-0.11,119,9.4,9.1,-191.1,0.006,0.004,0.009
6/5/2020,10:14:14 AM,F2,,0.00000 °,0.00000 °,731.6,275.8,263.3,0.12,262,171,81.5,3625.3,-3.5,-3.5,0.2,1.07,-0.01,-0.11,119.7,9.45,9.1,-191.2,0.006,0.004,0.017
6/5/2020,10:14:14 AM,F2,,0.00000 °,0.00000 °,731.6,275.8,263.3,0.12,261.9,171,81.5,3625.9,-3.5,-3.5,0.2,1.06,-0.01,-0.12,120.3,9.5,9.11,-191.2,0.006,0.004,0.019
6/5/2020,10:14:15 AM,F2,,0.00000 °,0.00000 °,731.6,275.8,263.2,0.12,261.9,171,81.5,3626.2,-3.5,-3.5,0.2,1.09,-0.01,-0.12,124.8,9.86,9.11,-191.2,0.007,0.005,0.026
6/5/2020,10:14:15 AM,F2,,0.00000 °,0.00000 °,731.6,275.8,263.2,0.12,261.9,171,81.5,3626.5,-3.5,-3.5,0.21,1.1,-0.02,-0.12,125.4,9.9,9.11,-191.3,0.007,0.005,0.042
6/5/2020,10:14:15 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.2,0.12,261.9,171,81.5,3626.6,-3.5,-3.5,0.21,1.11,-0.02,-0.13,126.6,10,9.11,-191.3,0.008,0.005,0.079
6/5/2020,10:14:15 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.2,0.12,261.8,171,81.5,3626.9,-3.5,-3.5,0.21,1.13,-0.04,-0.14,127,10.03,9.11,-191.3,0.008,0.006,0.101
6/5/2020,10:14:16 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.2,0.12,261.8,171,81.5,3627,-3.5,-3.5,0.22,1.14,-0.04,-0.14,128,10.11,9.11,-191.3,0.009,0.007,0.117
6/5/2020,10:14:16 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.1,0.12,261.8,171,81.5,3627.3,-3.5,-3.5,0.22,1.14,-0.04,-0.14,128.8,10.17,9.11,-191.3,0.01,0.007,0.139
6/5/2020,10:14:16 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.1,0.12,261.8,171,81.5,3627.5,-3.5,-3.5,0.22,1.14,-0.05,-0.14,129.3,10.21,9.11,-191.3,0.013,0.009,0.174
6/5/2020,10:14:16 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.1,0.12,261.8,171,81.5,3627.8,-3.5,-3.5,0.22,1.15,-0.06,-0.15,130.1,10.27,9.11,-191.3,0.014,0.01,0.185
6/5/2020,10:14:17 AM,F2,,0.00000 °,0.00000 °,731.6,275.6,263.1,0.12,261.7,171,81.5,3628.1,-3.5,-3.5,0.23,1.19,-0.06,-0.15,130.6,10.31,9.11,-191.3,0.016,0.011,0.2
6/5/2020,10:14:17 AM,F2,,0.00000 °,0.00000 °,731.6,275.6,263.1,0.12,261.7,171,81.5,3628.2,-3.5,-3.5,0.23,1.2,-0.07,-0.15,131.2,10.36,9.11,-191.3,0.019,0.013,0.237
6/5/2020,10:14:17 AM,F2,,0.00000 °,0.00000 °,731.6,275.6,263,0.12,261.7,171,81.5,3628.6,-3.5,-3.5,0.23,1.19,-0.07,-0.15,131.7,10.4,9.11,-191.3,0.021,0.015,0.258
6/5/2020,10:14:17 AM,F2,,0.00000 °,0.00000 °,731.6,275.6,263,0.12,261.7,171,81.5,3629,-3.5,-3.5,0.23,1.21,-0.07,-0.16,132,10.42,9.11,-191.2,0.023,0.016,0.283
6/5/2020,10:14:18 AM,F2,,0.00000 °,0.00000 °,731.6,275.5,263,0.12,261.6,171,81.5,3629.5,-3.5,-3.5,0.24,1.23,-0.07,-0.15,132.6,10.47,9.11,-191.2,0.028,0.02,0.333
6/5/2020,10:14:18 AM,F2,,0.00000 °,0.00000 °,731.6,275.5,262.9,0.12,261.6,171,81.5,3630,-3.5,-3.5,0.24,1.24,-0.07,-0.15,132.6,10.47,9.11,-191.2,0.03,0.021,0.356
6/5/2020,10:14:18 AM,F2,,0.00000 °,0.00000 °,731.6,275.4,262.9,0.12,261.5,171,81.5,3630.7,-3.5,-3.5,0.24,1.24,-0.07,-0.15,132.8,10.48,9.1,-191.2,0.033,0.023,0.373
6/5/2020,10:14:18 AM,F2,,0.00000 °,0.00000 °,731.6,275.4,262.8,0.12,261.5,171,81.5,3631.2,-3.5,-3.5,0.24,1.24,-0.07,-0.16,132.9,10.49,9.1,-191.1,0.039,0.028,0.413
6/5/2020,10:14:19 AM,F2,,0.00000 °,0.00000 °,731.6,275.3,262.8,0.12,261.4,171,81.5,3631.7,-3.5,-3.5,0.25,1.27,-0.08,-0.16,133.1,10.5,9.1,-191.1,0.042,0.03,0.43
6/5/2020,10:14:19 AM,F2,,0.00000 °,0.00000 °,731.6,275.3,262.7,0.12,261.4,171,81.5,3632,-3.5,-3.5,0.25,1.26,-0.08,-0.16,133.2,10.51,9.1,-191.1,0.046,0.032,0.442
6/5/2020,10:14:19 AM,F2,,0.00000 °,0.00000 °,731.6,275.3,262.6,0.12,261.3,171,81.6,3632.5,-3.5,-3.5,0.25,1.27,-0.09,-0.17,133.3,10.52,9.1,-191.1,0.049,0.035,0.459
6/5/2020,10:14:19 AM,F2,,0.00000 °,0.00000 °,731.6,275.2,262.5,0.12,261.2,171,81.6,3633.1,-3.5,-3.5,0.25,1.29,-0.1,-0.17,133.4,10.53,9.1,-191,0.056,0.04,0.497
6/5/2020,10:14:20 AM,F2,,0.00000 °,0.00000 °,731.6,275.2,262.4,0.12,261,171,81.6,3633.6,-3.5,-3.5,0.25,1.28,-0.1,-0.18,133.6,10.54,9.1,-191,0.06,0.042,0.515
6/5/2020,10:14:20 AM,F2,,0.00000 °,0.00000 °,731.6,275.2,262.3,0.12,260.9,170,81.6,3634,-3.6,-3.6,0.25,1.28,-0.1,-0.18,133.8,10.55,9.1,-191,0.064,0.045,0.531
6/5/2020,10:14:20 AM,F2,,0.00000 °,0.00000 °,731.6,275.1,262.2,0.12,260.8,170,81.7,3634.4,-3.6,-3.6,0.25,1.27,-0.1,-0.17,133.9,10.56,9.1,-191,0.072,0.051,0.56
6/5/2020,10:14:20 AM,F2,,0.00000 °,0.00000 °,731.6,275.1,262.1,0.12,260.7,170,81.7,3634.8,-3.6,-3.6,0.25,1.25,-0.11,-0.18,134,10.56,9.1,-190.9,0.076,0.054,0.575
6/5/2020,10:14:21 AM,F2,,0.00000 °,0.00000 °,731.5,275.1,262,0.12,260.6,170,81.7,3635,-3.6,-3.6,0.24,1.25,-0.12,-0.19,134.1,10.57,9.1,-190.9,0.081,0.057,0.59
6/5/2020,10:14:21 AM,F2,,0.00000 °,0.00000 °,731.5,275.1,261.9,0.12,260.5,170,81.8,3635.2,-3.6,-3.6,0.25,1.25,-0.12,-0.19,134.2,10.57,9.1,-190.9,0.089,0.063,0.623
6/5/2020,10:14:21 AM,F2,,0.00000 °,0.00000 °,731.5,275.1,261.8,0.12,260.4,170,81.8,3635.4,-3.6,-3.6,0.25,1.27,-0.12,-0.19,134.2,10.57,9.1,-190.9,0.094,0.066,0.638
6/5/2020,10:14:21 AM,F2,,0.00000 °,0.00000 °,731.5,275.1,261.8,0.12,260.3,170,81.8,3635.7,-3.6,-3.6,0.25,1.27,-0.14,-0.2,134.3,10.57,9.1,-190.8,0.099,0.07,0.651
6/5/2020,10:14:22 AM,F2,,0.00000 °,0.00000 °,731.6,275,261.7,0.12,260.2,170,81.8,3636,-3.6,-3.6,0.25,1.27,-0.14,-0.2,134.4,10.58,9.1,-190.8,0.109,0.077,0.682
6/5/2020,10:14:22 AM,F2,,0.00000 °,0.00000 °,731.6,275,261.6,0.12,260.1,170,81.8,3636.2,-3.6,-3.6,0.25,1.26,-0.14,-0.2,134.4,10.58,9.1,-190.8,0.114,0.08,0.695
6/5/2020,10:14:22 AM,F2,,0.00000 °,0.00000 °,731.6,275,261.6,0.12,260.1,170,81.8,3636.4,-3.6,-3.6,0.25,1.27,-0.15,-0.21,134.5,10.58,9.1,-190.8,0.119,0.084,0.703
6/5/2020,10:14:22 AM,F2,,0.00000 °,0.00000 °,731.6,275,261.5,0.12,260.1,170,81.8,3636.6,-3.6,-3.6,0.25,1.28,-0.17,-0.22,134.6,10.58,9.1,-190.8,0.124,0.088,0.711
6/5/2020,10:14:23 AM,F2,,0.00000 °,0.00000 °,731.6,275,261.5,0.12,260.1,170,81.8,3636.9,-3.6,-3.6,0.26,1.3,-0.17,-0.22,134.6,10.59,9.1,-190.7,0.135,0.095,0.725
6/5/2020,10:14:23 AM,F2,,0.00000 °,0.00000 °,731.6,274.9,261.5,0.12,260.1,170,81.8,3637.2,-3.6,-3.6,0.26,1.31,-0.17,-0.22,134.7,10.6,9.1,-190.7,0.14,0.099,0.73
6/5/2020,10:14:23 AM,F2,,0.00000 °,0.00000 °,731.6,274.9,261.6,0.12,260.1,170,81.8,3637.3,-3.6,-3.6,0.26,1.31,-0.17,-0.22,134.8,10.6,9.09,-190.6,0.145,0.103,0.737
6/5/2020,10:14:23 AM,F2,,0.00000 °,0.00000 °,731.6,274.9,261.6,0.12,260.2,170,81.8,3637.4,-3.6,-3.6,0.26,1.32,-0.18,-0.23,134.8,10.61,9.09,-190.6,0.156,0.11,0.749
6/5/2020,10:14:24 AM,F2,,0.00000 °,0.00000 °,731.6,274.9,261.6,0.12,260.2,170,81.8,3637.7,-3.6,-3.6,0.27,1.34,-0.19,-0.23,134.9,10.62,9.09,-190.5,0.162,0.114,0.756
6/5/2020,10:14:24 AM,F2,,0.00000 °,0.00000 °,731.6,274.9,261.7,0.12,260.3,170,81.8,3637.7,-3.6,-3.6,0.28,1.38,-0.19,-0.24,135,10.62,9.09,-190.4,0.167,0.118,0.762
6/5/2020,10:14:24 AM,F2,,0.00000 °,0.00000 °,731.6,274.9,261.8,0.12,260.4,170,81.7,3637.4,-3.6,-3.6,0.28,1.4,-0.2,-0.24,135,10.63,9.09,-190.3,0.178,0.126,0.78
6/5/2020,10:14:24 AM,F2,,0.00000 °,0.00000 °,731.6,275,261.9,0.12,260.5,170,81.7,3637,-3.6,-3.6,0.28,1.39,-0.21,-0.25,135.1,10.64,9.09,-190.2,0.184,0.13,0.793
6/5/2020,10:14:25 AM,F2,,0.00000 °,0.00000 °,731.6,275,262,0.12,260.6,170,81.7,3636,-3.6,-3.6,0.28,1.39,-0.21,-0.25,135.2,10.64,9.09,-190.1,0.19,0.134,0.8
6/5/2020,10:14:25 AM,F2,,0.00000 °,0.00000 °,731.6,275.1,262.2,0.12,260.8,170,81.6,3634.9,-3.6,-3.6,0.3,1.45,-0.22,-0.25,135.2,10.65,9.08,-190,0.202,0.142,0.819
6/5/2020,10:14:25 AM,F2,,0.00000 °,0.00000 °,731.6,275.2,262.3,0.12,260.9,170,81.6,3634.2,-3.6,-3.6,0.3,1.45,-0.22,-0.26,135.2,10.65,9.08,-189.9,0.208,0.146,0.833
6/5/2020,10:14:25 AM,F2,,0.00000 °,0.00000 °,731.6,275.3,262.4,0.12,261.1,171,81.6,3632.9,-3.5,-3.5,0.31,1.49,-0.22,-0.25,135.2,10.66,9.08,-189.8,1.23,0.868,0.843
6/5/2020,10:14:26 AM,F2,,0.00000 °,0.00000 °,731.6,275.4,262.6,0.12,261.3,171,81.6,3631.3,-3.5,-3.5,0.31,1.52,-0.23,-0.26,135.3,10.66,9.08,-189.8,1.259,0.889,0.855
6/5/2020,10:14:26 AM,F2,,0.00000 °,0.00000 °,731.6,275.5,262.8,0.12,261.5,171,81.5,3629.6,-3.5,-3.5,0.34,1.61,-0.23,-0.26,135.3,10.67,9.08,-189.7,1.294,0.913,0.883
6/5/2020,10:14:26 AM,F2,,0.00000 °,0.00000 °,731.6,275.7,263.1,0.12,261.7,171,81.5,3627.7,-3.5,-3.5,0.34,1.62,-0.24,-0.27,135.4,10.68,9.08,-189.6,1.294,0.913,0.891
6/5/2020,10:14:26 AM,F2,,0.00000 °,0.00000 °,731.6,275.8,263.3,0.12,262,171,81.5,3625.8,-3.5,-3.5,0.35,1.67,-0.24,-0.27,135.4,10.69,9.08,-189.5,1.312,0.926,0.901
6/5/2020,10:14:27 AM,F2,,0.00000 °,0.00000 °,731.6,275.9,263.6,0.12,262.3,171,81.4,3624,-3.5,-3.5,0.36,1.7,-0.25,-0.27,135.5,10.69,9.08,-189.4,1.312,0.925,0.917
6/5/2020,10:14:27 AM,F2,,0.00000 °,0.00000 °,731.6,276.1,263.9,0.12,262.6,172,81.4,3622,-3.5,-3.5,0.37,1.75,-0.25,-0.27,142.1,11.22,9.07,-189.3,1.296,0.915,0.916
6/5/2020,10:14:27 AM,F2,,0.00000 °,0.00000 °,731.6,276.2,264,0.12,262.7,172,81.3,3621.1,-3.5,-3.5,0.38,1.78,-0.25,-0.27,143.8,11.36,9.07,-189.3,1.293,0.912,0.915
6/5/2020,10:14:27 AM,F2,,0.00000 °,0.00000 °,731.6,276.3,264.3,0.12,263,172,81.3,3619,-3.5,-3.5,0.38,1.78,-0.25,-0.27,146.5,11.58,9.07,-189.2,1.318,0.93,0.92
6/5/2020,10:14:28 AM,F2,,0.00000 °,0.00000 °,731.6,276.5,264.6,0.12,263.3,172,81.2,3616.9,-3.5,-3.5,0.39,1.81,-0.25,-0.27,148.6,11.76,9.07,-189.2,1.38,0.974,0.935
6/5/2020,10:14:28 AM,F2,,0.00000 °,0.00000 °,731.6,276.7,264.9,0.12,263.6,172,81.2,3614.5,-3.5,-3.5,0.4,1.86,-0.26,-0.28,150.4,11.9,9.07,-189.1,1.39,0.981,0.948
6/5/2020,10:14:28 AM,F2,,0.00000 °,0.00000 °,731.6,276.9,265.2,0.12,264,172,81.1,3611.9,-3.5,-3.5,0.41,1.91,-0.26,-0.28,151.4,11.98,9.07,-189,1.435,1.012,0.966
6/5/2020,10:14:28 AM,F2,,0.00000 °,0.00000 °,731.6,277.1,265.5,0.12,264.3,173,81.1,3609.1,-3.5,-3.5,0.41,1.92,-0.26,-0.28,155.1,12.28,9.07,-189,1.467,1.035,1.006
6/5/2020,10:14:29 AM,F2,,0.00000 °,0.00000 °,731.6,277.3,265.9,0.12,264.7,173,81,3605.9,-3.5,-3.5,0.42,1.94,-0.26,-0.28,156.9,12.43,9.07,-188.9,1.467,1.035,1.023
6/5/2020,10:14:29 AM,F2,,0.00000 °,0.00000 °,731.6,277.6,266.3,0.13,265.1,173,81,3602.7,-3.4,-3.4,0.43,1.98,-0.26,-0.28,160.1,12.69,9.07,-188.8,1.485,1.048,1.053
6/5/2020,10:14:29 AM,F2,,0.00000 °,0.00000 °,731.6,277.7,266.5,0.13,265.3,173,78.7,3601,-3.1,-3.1,0.45,2.05,-0.26,-0.28,161.6,12.81,9.07,-188.8,1.496,1.055,1.069
6/5/2020,10:14:29 AM,F2,,0.00000 °,0.00000 °,731.6,278,273.8,0.13,273.4,178,78.2,3597.6,-3,-3,0.46,2.09,-0.27,-0.28,163.9,13,9.06,-188.7,1.507,1.063,1.081
