DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
8/21/2020,9:57:36 AM,F1,,0.00000 °,0.00000 °,732.8,372.7,385.9,0.18,387.2,251,73.8,-2.4,-2.4,0.61,2.7,-0.08,-0.16,80.5,6.88,83.5,16.32,-609.7,0.001,0,0.001
8/21/2020,9:57:36 AM,F1,,0.00000 °,0.00000 °,732.8,372.7,385.7,0.18,387,251,73.8,-2.4,-2.4,0.62,2.75,-0.08,-0.16,80.5,6.88,83.5,16.32,-609.7,0.001,0.001,0.001
8/21/2020,9:57:36 AM,F1,,0.00000 °,0.00000 °,732.8,372.7,385.6,0.18,386.9,251,73.8,-2.4,-2.4,0.63,2.77,-0.08,-0.16,80.5,6.88,83.5,16.32,-609.7,0.001,0,0
8/21/2020,9:57:36 AM,F1,,0.00000 °,0.00000 °,732.8,372.7,385.5,0.18,386.8,251,73.9,-2.4,-2.4,0.66,2.88,-0.08,-0.16,80.5,6.88,83.5,16.32,-609.7,0.001,0,0.001
8/21/2020,9:57:37 AM,F1,,0.00000 °,0.00000 °,732.8,372.7,385.5,0.18,386.8,251,73.9,-2.4,-2.4,0.66,2.88,-0.08,-0.16,80.5,6.88,83.5,16.32,-609.7,0.001,0,0.001
8/21/2020,9:57:37 AM,F1,,0.00000 °,0.00000 °,732.8,372.7,385.5,0.18,386.7,251,73.9,-2.4,-2.4,0.67,2.93,-0.09,-0.17,80.6,6.87,83.5,16.32,-609.7,0.001,0.001,0.001
8/21/2020,9:57:37 AM,F1,,0.00000 °,0.00000 °,732.8,372.8,385.3,0.18,386.5,250,74,-2.4,-2.4,0.69,3.02,-0.09,-0.17,80.6,6.87,83.5,16.32,-609.7,0.001,0.001,0.001
8/21/2020,9:57:37 AM,F1,,0.00000 °,0.00000 °,732.8,372.8,385.1,0.18,386.4,250,74,-2.4,-2.4,0.7,3.07,-0.09,-0.17,80.6,6.87,83.5,16.32,-609.7,0.001,0.001,0.002
8/21/2020,9:57:38 AM,F1,,0.00000 °,0.00000 °,732.8,372.8,385,0.18,386.3,250,74,-2.4,-2.4,0.72,3.12,-0.09,-0.17,80.6,6.86,83.5,16.32,-609.7,0.001,0.001,0.001
8/21/2020,9:57:38 AM,F1,,0.00000 °,0.00000 °,732.8,372.9,384.9,0.18,386.1,250,74,-2.4,-2.4,0.73,3.17,-0.09,-0.17,80.6,6.86,83.5,16.32,-609.7,0.001,0,0
8/21/2020,9:57:38 AM,F1,,0.00000 °,0.00000 °,732.7,372.9,384.9,0.18,386.1,250,74,-2.4,-2.4,0.73,3.17,-0.09,-0.17,80.6,6.86,83.6,16.32,-609.7,0.001,0,0
8/21/2020,9:57:38 AM,F1,,0.00000 °,0.00000 °,732.7,372.9,384.8,0.18,386,250,74.1,-2.4,-2.4,0.74,3.19,-0.09,-0.17,80.5,6.86,83.5,16.31,-609.7,0.001,0,0.001
8/21/2020,9:57:39 AM,F1,,0.00000 °,0.00000 °,732.7,372.9,384.6,0.18,385.8,250,74.1,-2.4,-2.4,0.75,3.26,-0.09,-0.17,80.5,6.86,83.5,16.31,-609.7,0.001,0,0.001
8/21/2020,9:57:39 AM,F1,,0.00000 °,0.00000 °,732.7,372.9,384.5,0.18,385.7,250,74.2,-2.4,-2.4,0.76,3.27,-0.1,-0.17,80.5,6.85,83.5,16.31,-609.7,0.001,0.001,0.006
8/21/2020,9:57:39 AM,F1,,0.00000 °,0.00000 °,732.8,372.9,384.4,0.18,385.5,250,74.2,-2.4,-2.4,0.75,3.25,-0.09,-0.17,80.5,6.85,83.5,16.31,-609.7,0.001,0.001,0.012
8/21/2020,9:57:39 AM,F1,,0.00000 °,0.00000 °,732.8,372.9,384.4,0.18,385.5,250,74.2,-2.4,-2.4,0.75,3.25,-0.09,-0.17,80.5,6.85,83.5,16.31,-609.7,0.001,0.001,0.012
8/21/2020,9:57:40 AM,F1,,0.00000 °,0.00000 °,732.8,372.9,384.3,0.18,385.4,250,74.2,-2.4,-2.4,0.75,3.24,-0.09,-0.17,80.5,6.84,83.5,16.31,-609.7,0.001,0.001,0.038
8/21/2020,9:57:40 AM,F1,,0.00000 °,0.00000 °,732.8,373,384,0.18,385.1,250,74.3,-2.4,-2.4,0.75,3.23,-0.09,-0.17,80.5,6.84,83.5,16.31,-609.7,0.002,0.001,0.052
8/21/2020,9:57:40 AM,F1,,0.00000 °,0.00000 °,732.8,373,383.9,0.18,385,250,74.3,-2.4,-2.4,0.75,3.24,-0.09,-0.17,80.5,6.84,83.5,16.31,-609.7,0.002,0.002,0.067
