DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/4/2020,12:01:29 PM,F1,,89.99999 °,179.99998 °,736.1,305.1,276,0.13,272.7,179,86.9,-4.4,-4.4,0.56,2.48,-0.4,-0.37,132,9.88,136.3,16.09,-609.7,0.006,0.004,0.003
7/4/2020,12:01:29 PM,F1,,89.99999 °,179.99998 °,736.1,305.1,276,0.13,272.7,179,86.9,-4.4,-4.4,0.56,2.48,-0.4,-0.37,132,9.88,136.3,16.09,-609.7,0.006,0.004,0.003
7/4/2020,12:01:29 PM,F1,,89.99999 °,179.99998 °,736.1,304.9,276,0.13,272.8,179,86.9,-4.4,-4.4,0.55,2.46,-0.4,-0.37,132.1,9.89,136.3,16.09,-609.7,0.006,0.004,0.004
7/4/2020,12:01:29 PM,F1,,89.99999 °,179.99998 °,736.2,304.9,276,0.13,272.8,179,86.9,-4.4,-4.4,0.55,2.46,-0.4,-0.37,132.1,9.89,136.4,16.09,-609.7,0.006,0.004,0.004
7/4/2020,12:01:30 PM,F1,,89.99999 °,179.99998 °,736.2,304.9,276,0.13,272.8,179,86.8,-4.4,-4.4,0.55,2.47,-0.4,-0.37,132.1,9.9,136.4,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:30 PM,F1,,89.99999 °,179.99998 °,736.2,304.8,276,0.13,272.8,179,86.8,-4.4,-4.4,0.55,2.44,-0.4,-0.37,132.2,9.9,136.5,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:30 PM,F1,,89.99999 °,179.99998 °,736.2,304.8,276,0.13,272.8,179,86.8,-4.4,-4.4,0.55,2.46,-0.4,-0.37,132.2,9.91,136.5,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:30 PM,F1,,89.99999 °,179.99998 °,736.1,304.7,276,0.13,272.8,179,86.8,-4.4,-4.4,0.56,2.48,-0.4,-0.37,132.3,9.91,136.6,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:31 PM,F1,,89.99999 °,179.99998 °,736.1,304.6,276,0.13,272.8,179,86.8,-4.4,-4.4,0.55,2.46,-0.4,-0.37,132.3,9.92,136.6,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:31 PM,F1,,89.99999 °,179.99998 °,736.1,304.4,276,0.13,272.8,179,86.7,-4.4,-4.4,0.54,2.43,-0.4,-0.37,132.4,9.92,136.7,16.1,-609.7,0.006,0.004,0.003
7/4/2020,12:01:31 PM,F1,,89.99999 °,179.99998 °,736.1,304.3,275.9,0.13,272.7,179,86.7,-4.4,-4.4,0.54,2.41,-0.4,-0.37,132.4,9.93,136.7,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:31 PM,F1,,89.99999 °,179.99998 °,736.1,304,275.8,0.13,272.6,179,86.6,-4.4,-4.4,0.53,2.38,-0.4,-0.37,132.4,9.94,136.7,16.1,-609.7,0.006,0.004,0.003
7/4/2020,12:01:32 PM,F1,,89.99999 °,179.99998 °,736.1,304,275.8,0.13,272.6,179,86.6,-4.4,-4.4,0.53,2.38,-0.4,-0.37,132.4,9.94,136.7,16.1,-609.7,0.006,0.004,0.003
7/4/2020,12:01:32 PM,F1,,89.99999 °,179.99998 °,736.1,303.9,275.7,0.13,272.6,179,86.6,-4.4,-4.4,0.54,2.42,-0.4,-0.37,132.4,9.94,136.7,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:32 PM,F1,,89.99999 °,179.99998 °,736.1,303.7,275.7,0.13,272.6,179,86.6,-4.3,-4.3,0.54,2.41,-0.41,-0.37,132.4,9.95,136.7,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:32 PM,F1,,89.99999 °,179.99998 °,736.1,303.5,275.6,0.13,272.5,179,86.5,-4.3,-4.3,0.54,2.4,-0.41,-0.38,132.5,9.95,136.8,16.1,-609.7,0.006,0.004,0.004
7/4/2020,12:01:33 PM,F1,,89.99999 °,179.99998 °,736.1,303.3,275.5,0.13,272.4,179,86.5,-4.3,-4.3,0.54,2.4,-0.41,-0.38,132.5,9.95,136.8,16.1,-609.7,0.006,0.004,0.004
