DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/10/2020,10:05:38 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.4,0.13,275.3,180,80.6,-3.4,-3.4,1.11,4.68,-0.14,-0.2,85.3,6.79,88.2,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:38 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.4,0.13,275.3,180,80.6,-3.4,-3.4,1.11,4.68,-0.14,-0.2,85.3,6.79,88.2,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:38 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.3,180,80.6,-3.4,-3.4,1.39,5.78,-0.13,-0.19,85.3,6.8,88.3,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:38 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.3,180,80.6,-3.4,-3.4,1.39,5.78,-0.13,-0.19,85.4,6.8,88.3,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:39 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.3,180,80.6,-3.4,-3.4,1.39,5.78,-0.12,-0.19,85.4,6.8,88.4,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:39 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.3,180,80.6,-3.4,-3.4,0.75,3.24,-0.11,-0.18,85.5,6.81,88.4,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:39 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.3,180,80.6,-3.4,-3.4,1.22,5.09,-0.11,-0.18,85.5,6.81,88.4,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:39 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.3,180,80.6,-3.4,-3.4,1.13,4.75,-0.11,-0.18,85.5,6.81,88.5,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:40 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,1.75,7.2,-0.1,-0.18,85.6,6.81,88.5,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:40 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,0.92,3.94,-0.1,-0.18,85.6,6.81,88.5,16.2,-609.7,0.003,0.002,0.004
7/10/2020,10:05:40 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,1.49,6.16,-0.1,-0.18,85.6,6.82,88.6,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:40 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,0.85,3.65,-0.1,-0.18,85.6,6.82,88.6,16.2,-609.7,0.003,0.002,0.004
7/10/2020,10:05:41 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,0.49,2.23,-0.1,-0.18,85.7,6.82,88.6,16.2,-609.7,0.003,0.002,0.005
7/10/2020,10:05:41 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,0.72,3.12,-0.1,-0.18,85.7,6.83,88.7,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:41 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,0.6,2.66,-0.1,-0.17,85.7,6.83,88.7,16.2,-609.7,0.003,0.002,0.003
7/10/2020,10:05:41 AM,F1,,89.99999 °,179.99998 °,734.7,287,276.5,0.13,275.4,180,80.6,-3.4,-3.4,0.67,2.94,-0.1,-0.18,85.8,6.83,88.7,16.2,-609.7,0.003,0.002,0.004
7/10/2020,10:05:42 AM,F1,,89.99999 °,179.99998 °,734.8,287,276.6,0.13,275.5,180,80.6,-3.4,-3.4,1.53,6.31,-0.1,-0.17,85.8,6.83,88.7,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:42 AM,F1,,89.99999 °,179.99998 °,734.8,287,276.6,0.13,275.5,180,80.5,-3.4,-3.4,0.83,3.58,-0.1,-0.18,85.8,6.84,88.8,16.2,-609.7,0.003,0.002,0.002
7/10/2020,10:05:42 AM,F1,,89.99999 °,179.99998 °,734.8,287,276.6,0.13,275.5,180,80.5,-3.4,-3.4,0.83,3.58,-0.09,-0.17,85.8,6.84,88.8,16.2,-609.7,0.003,0.002,0.002
