DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/31/2020,9:50:04 AM,F1,,0.00000 °,0.00000 °,735.3,341.4,330.5,0.16,329.4,215,80.1,-3.3,-3.3,0.49,2.23,0.25,0.05,95.6,7.65,98.8,16.21,-609.7,0.001,0.001,0.003
7/31/2020,9:50:04 AM,F1,,0.00000 °,0.00000 °,735.3,341.6,330.8,0.16,329.7,215,80.1,-3.3,-3.3,0.54,2.42,0.23,0.03,95.5,7.64,98.7,16.21,-609.7,0.001,0.001,0.002
7/31/2020,9:50:04 AM,F1,,0.00000 °,0.00000 °,735.3,341.6,330.8,0.16,329.7,215,80.1,-3.3,-3.3,0.54,2.42,0.23,0.03,95.5,7.64,98.7,16.21,-609.7,0.001,0.001,0.003
7/31/2020,9:50:04 AM,F1,,0.00000 °,0.00000 °,735.3,341.2,330.6,0.16,329.4,215,80,-3.3,-3.3,0.58,2.56,0.23,0.04,95.5,7.64,98.7,16.21,-609.7,0.001,0.001,0.001
7/31/2020,9:50:05 AM,F1,,0.00000 °,0.00000 °,735.3,341.2,330.6,0.16,329.5,215,80,-3.3,-3.3,0.63,2.79,0.23,0.04,95.4,7.64,98.6,16.21,-609.7,0.001,0.001,0.001
7/31/2020,9:50:05 AM,F1,,0.00000 °,0.00000 °,735.3,341.1,330.6,0.16,329.5,215,80,-3.3,-3.3,0.65,2.86,0.23,0.04,95.3,7.64,98.6,16.21,-609.7,0.001,0.001,0.002
7/31/2020,9:50:05 AM,F1,,0.00000 °,0.00000 °,735.3,341,330.5,0.16,329.4,215,80,-3.3,-3.3,0.69,3.02,0.22,0.03,95.3,7.64,98.6,16.21,-609.7,0.001,0.001,0.001
7/31/2020,9:50:05 AM,F1,,0.00000 °,0.00000 °,735.3,340.9,330.5,0.16,329.4,215,80,-3.3,-3.3,0.71,3.09,0.22,0.03,95.3,7.63,98.5,16.21,-609.7,0.001,0.001,0.001
7/31/2020,9:50:06 AM,F1,,0.00000 °,0.00000 °,735.3,340.8,330.4,0.16,329.3,215,80,-3.3,-3.3,0.73,3.16,0.21,0.02,95.2,7.63,98.4,16.21,-609.7,0.001,0.001,0.002
7/31/2020,9:50:06 AM,F1,,0.00000 °,0.00000 °,735.3,340.6,330.3,0.16,329.2,215,79.9,-3.3,-3.3,0.74,3.22,0.2,0.02,95.2,7.62,98.4,16.21,-609.7,0.001,0.001,0.001
