DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/5/2020,12:07:48 PM,B9,,0.00000 °,0.00000 °,732.5,301.2,277.7,0.13,275.1,180,85,3320.5,-4.1,-4.1,0.13,0.79,-0.14,-0.2,122.3,9.33,8.93,-181.8,0,0,0.001
6/5/2020,12:07:48 PM,B9,,0.00000 °,0.00000 °,732.5,301.1,277.7,0.13,275.1,180,85,3320.7,-4.1,-4.1,0.13,0.78,-0.14,-0.2,122.4,9.34,8.93,-181.9,0,0,0.003
6/5/2020,12:07:48 PM,B9,,0.00000 °,0.00000 °,732.5,301.1,277.7,0.13,275.1,180,85,3320.8,-4.1,-4.1,0.13,0.79,-0.14,-0.2,122.5,9.35,8.94,-181.9,0,0,0.002
6/5/2020,12:07:48 PM,B9,,0.00000 °,0.00000 °,732.5,301.1,277.6,0.13,275.1,180,85,3321,-4.1,-4.1,0.13,0.78,-0.14,-0.2,122.6,9.35,8.94,-182,0,0,0.002
6/5/2020,12:07:49 PM,B9,,0.00000 °,0.00000 °,732.5,301.1,277.7,0.13,275.1,180,85,3321.2,-4.1,-4.1,0.13,0.79,-0.14,-0.2,122.7,9.36,8.94,-182,0,0,0.003
6/5/2020,12:07:49 PM,B9,,0.00000 °,0.00000 °,732.5,301.1,277.7,0.13,275.1,180,84.9,3321.4,-4.1,-4.1,0.13,0.81,-0.15,-0.21,122.8,9.37,8.94,-182.1,0,0,0.001
6/5/2020,12:07:49 PM,B9,,0.00000 °,0.00000 °,732.5,301.1,277.7,0.13,275.1,180,84.9,3321.6,-4.1,-4.1,0.13,0.81,-0.15,-0.21,122.9,9.38,8.94,-182.1,0,0,0.002
6/5/2020,12:07:49 PM,B9,,0.00000 °,0.00000 °,732.5,301,277.7,0.13,275.1,180,84.9,3321.8,-4.1,-4.1,0.13,0.81,-0.15,-0.21,123,9.38,8.94,-182.2,0,0,0.003
6/5/2020,12:07:50 PM,B9,,0.00000 °,0.00000 °,732.4,301,277.7,0.13,275.1,180,84.9,3322,-4.1,-4.1,0.14,0.83,-0.19,-0.23,123.1,9.39,8.94,-182.2,0,0,0.002
6/5/2020,12:07:50 PM,B9,,0.00000 °,0.00000 °,732.4,301,277.7,0.13,275.1,181,84.9,3322.3,-4.1,-4.1,0.15,0.86,-0.21,-0.25,123.2,9.4,8.94,-182.3,0,0,0.001
6/5/2020,12:07:50 PM,B9,,0.00000 °,0.00000 °,732.4,301,277.7,0.13,275.1,181,84.9,3322.4,-4.1,-4.1,0.15,0.86,-0.22,-0.25,123.2,9.4,8.94,-182.4,0.001,0,0.006
6/5/2020,12:07:50 PM,B9,,0.00000 °,0.00000 °,732.4,301,277.7,0.13,275.1,181,84.9,3322.7,-4.1,-4.1,0.15,0.87,-0.22,-0.25,123.3,9.41,8.94,-182.4,0.001,0,0.006
6/5/2020,12:07:51 PM,B9,,0.00000 °,0.00000 °,732.5,300.9,277.7,0.13,275.1,181,84.9,3323.4,-4.1,-4.1,0.15,0.86,-0.25,-0.27,123.4,9.42,8.95,-182.5,0.001,0,0.026
6/5/2020,12:07:51 PM,B9,,0.00000 °,0.00000 °,732.5,300.8,277.7,0.13,275.1,181,84.8,3323.9,-4.1,-4.1,0.15,0.88,-0.27,-0.29,123.5,9.43,8.95,-182.6,0.001,0.001,0.055
6/5/2020,12:07:51 PM,B9,,0.00000 °,0.00000 °,732.5,300.8,277.7,0.13,275.2,181,84.8,3324.7,-4.1,-4.1,0.15,0.89,-0.28,-0.29,123.6,9.44,8.95,-182.7,0.003,0.002,0.071
6/5/2020,12:07:51 PM,B9,,0.00000 °,0.00000 °,732.5,300.7,277.7,0.13,275.1,180,84.8,3325.5,-4.1,-4.1,0.15,0.89,-0.28,-0.29,127.9,9.77,8.95,-182.7,0.003,0.002,0.071
6/5/2020,12:07:52 PM,B9,,0.00000 °,0.00000 °,732.5,300.6,277.7,0.13,275.1,180,84.8,3326.2,-4.1,-4.1,0.16,0.9,-0.28,-0.29,128,9.78,8.95,-182.8,0.004,0.003,0.08
6/5/2020,12:07:52 PM,B9,,0.00000 °,0.00000 °,732.5,300.6,277.7,0.13,275.1,180,84.8,3327,-4,-4,0.15,0.88,-0.29,-0.3,126.8,9.69,8.95,-182.9,0.004,0.003,0.091
6/5/2020,12:07:52 PM,B9,,0.00000 °,0.00000 °,732.5,300.5,277.6,0.13,275.1,180,84.8,3327.5,-4,-4,0.15,0.89,-0.29,-0.3,126.9,9.7,8.95,-183,0.005,0.004,0.111
6/5/2020,12:07:52 PM,B9,,0.00000 °,0.00000 °,732.5,300.4,277.6,0.13,275.1,180,84.7,3328.8,-4,-4,0.16,0.9,-0.3,-0.3,127.6,9.75,8.96,-183,0.006,0.004,0.14
6/5/2020,12:07:53 PM,B9,,0.00000 °,0.00000 °,732.5,300.3,277.6,0.13,275.1,180,84.7,3330.3,-4,-4,0.16,0.9,-0.3,-0.31,127.8,9.77,8.96,-183.2,0.009,0.006,0.206
6/5/2020,12:07:53 PM,B9,,0.00000 °,0.00000 °,732.5,300.1,277.5,0.13,275,180,84.7,3332,-4,-4,0.16,0.93,-0.31,-0.31,127.8,9.78,8.96,-183.2,0.011,0.007,0.232
6/5/2020,12:07:53 PM,B9,,0.00000 °,0.00000 °,732.5,300,277.5,0.13,275,180,84.6,3333.6,-4,-4,0.17,0.94,-0.31,-0.31,128.1,9.8,8.96,-183.3,0.013,0.009,0.256
6/5/2020,12:07:53 PM,B9,,0.00000 °,0.00000 °,732.5,299.8,277.5,0.13,275,180,84.6,3335.1,-4,-4,0.17,0.94,-0.3,-0.31,128.5,9.84,8.96,-183.4,0.017,0.012,0.299
6/5/2020,12:07:54 PM,B9,,0.00000 °,0.00000 °,732.4,299.7,277.5,0.13,275,180,84.5,3336.9,-4,-4,0.17,0.97,-0.3,-0.31,128.6,9.84,8.96,-183.5,0.02,0.014,0.326
6/5/2020,12:07:54 PM,B9,,0.00000 °,0.00000 °,732.4,299.5,277.4,0.13,275,180,84.5,3339,-4,-4,0.18,0.98,-0.31,-0.31,129.2,9.89,8.97,-183.6,0.022,0.016,0.357
6/5/2020,12:07:54 PM,B9,,0.00000 °,0.00000 °,732.4,299.4,277.4,0.13,275,180,84.4,3340,-4,-4,0.18,0.98,-0.3,-0.31,128.9,9.87,8.97,-183.7,0.028,0.02,0.418
6/5/2020,12:07:54 PM,B9,,0.00000 °,0.00000 °,732.4,299.2,277.4,0.13,275,180,84.4,3342.4,-4,-4,0.17,0.97,-0.3,-0.31,129.3,9.91,8.97,-183.8,0.035,0.025,0.47
6/5/2020,12:07:55 PM,B9,,0.00000 °,0.00000 °,732.5,299,283.3,0.13,281.6,184,82.3,3344.6,-3.6,-3.6,0.18,0.98,-0.31,-0.31,129.3,9.92,8.97,-183.9,0.035,0.025,0.47
6/5/2020,12:07:55 PM,B9,,0.00000 °,0.00000 °,732.5,298.8,282.9,0.13,281.1,184,82.3,3346.9,-3.6,-3.6,0.18,0.99,-0.32,-0.31,129.3,9.92,8.97,-184,0.043,0.03,0.5
6/5/2020,12:07:55 PM,B9,,0.00000 °,0.00000 °,732.5,298.6,282.9,0.13,281.2,184,82.2,3349.4,-3.6,-3.6,0.18,1.01,-0.32,-0.32,129.3,10.13,8.98,-184.1,0.05,0.036,0.531
6/5/2020,12:07:55 PM,B9,,0.00000 °,0.00000 °,732.5,298.4,283.1,0.13,281.5,184,82.1,3351.8,-3.6,-3.6,0.19,1.03,-0.32,-0.32,129.7,10.16,8.98,-184.1,0.05,0.036,0.531
6/5/2020,12:07:56 PM,B9,,0.00000 °,0.00000 °,732.5,298.1,283.3,0.13,281.8,184,81.9,3354.2,-3.6,-3.6,0.19,1.05,-0.31,-0.31,130.1,10.19,8.99,-184.3,0.055,0.038,0.548
6/5/2020,12:07:56 PM,B9,,0.00000 °,0.00000 °,732.5,297.9,283.6,0.13,282.1,184,81.8,3356.9,-3.6,-3.6,0.2,1.06,-0.31,-0.31,130.3,10.23,8.99,-184.3,0.063,0.044,0.604
6/5/2020,12:07:56 PM,B9,,0.00000 °,0.00000 °,732.5,297.7,283.9,0.13,282.4,185,81.6,3359.7,-3.5,-3.5,0.2,1.09,-0.31,-0.31,130.6,10.26,8.99,-184.3,0.068,0.048,0.634
6/5/2020,12:07:56 PM,B9,,0.00000 °,0.00000 °,732.5,297.5,284,0.13,282.6,185,81.4,3361,-3.5,-3.5,0.21,1.1,-0.31,-0.31,130.6,10.28,8.99,-184.4,1.094,0.772,0.717
6/5/2020,12:07:57 PM,B9,,0.00000 °,0.00000 °,732.5,297.3,283.9,0.13,282.5,185,81.4,3363.6,-3.5,-3.5,0.21,1.11,-0.32,-0.32,130.7,10.31,8.99,-184.4,1.094,0.772,0.717
6/5/2020,12:07:57 PM,B9,,0.00000 °,0.00000 °,732.5,297.1,283.7,0.13,282.3,184,81.4,3366.1,-3.5,-3.5,0.22,1.14,-0.32,-0.32,130.8,10.33,8.99,-184.4,1.1,0.776,0.744
6/5/2020,12:07:57 PM,B9,,0.00000 °,0.00000 °,732.5,296.9,283.5,0.13,282.1,184,81.4,3368.6,-3.5,-3.5,0.23,1.19,-0.32,-0.32,130.8,10.33,8.99,-184.4,1.1,0.776,0.744
6/5/2020,12:10:30 PM,B10,,0.00000 °,0.00000 °,732.5,297.3,276.7,0.13,274.4,180,84,3363.7,-3.9,-3.9,0.1,0.66,-0.28,-0.29,137.9,10.62,9,-185.6,0.002,0.002,0.006
6/5/2020,12:10:30 PM,B10,,0.00000 °,0.00000 °,732.5,297.2,276.6,0.13,274.4,180,84,3364.9,-3.9,-3.9,0.1,0.66,-0.31,-0.31,138.3,10.65,9.01,-185.9,0.003,0.002,0.007
6/5/2020,12:10:30 PM,B10,,0.00000 °,0.00000 °,732.4,297.2,276.6,0.13,274.4,180,84,3364.9,-3.9,-3.9,0.1,0.66,-0.31,-0.31,138.3,10.65,9.01,-185.9,0.003,0.002,0.005
6/5/2020,12:10:30 PM,B10,,0.00000 °,0.00000 °,732.4,297.2,276.6,0.13,274.3,180,84,3365.3,-3.9,-3.9,0.1,0.67,-0.31,-0.31,138.4,10.66,9.01,-186,0.003,0.002,0.006
6/5/2020,12:10:31 PM,B10,,0.00000 °,0.00000 °,732.4,297.1,276.6,0.13,274.3,180,84,3365.6,-3.9,-3.9,0.1,0.67,-0.32,-0.32,138.5,10.67,9.01,-186.1,0.003,0.002,0.007
6/5/2020,12:10:31 PM,B10,,0.00000 °,0.00000 °,732.4,297.1,276.5,0.13,274.3,180,84,3366.1,-3.9,-3.9,0.09,0.65,-0.33,-0.32,138.6,10.68,9.01,-186.2,0.003,0.002,0.009
6/5/2020,12:10:31 PM,B10,,0.00000 °,0.00000 °,732.5,297,276.5,0.13,274.3,180,84,3366.7,-3.9,-3.9,0.1,0.66,-0.33,-0.32,138.7,10.68,9.01,-186.3,0.003,0.002,0.006
6/5/2020,12:10:31 PM,B10,,0.00000 °,0.00000 °,732.5,297,276.5,0.13,274.2,180,84,3367.2,-3.9,-3.9,0.09,0.66,-0.33,-0.33,138.8,10.69,9.01,-186.4,0.003,0.002,0.006
6/5/2020,12:10:32 PM,B10,,0.00000 °,0.00000 °,732.5,297,276.5,0.13,274.2,180,84,3367.5,-3.9,-3.9,0.09,0.64,-0.34,-0.33,138.9,10.7,9.02,-186.5,0.003,0.002,0.009
6/5/2020,12:10:32 PM,B10,,0.00000 °,0.00000 °,732.5,296.9,276.4,0.13,274.2,180,84,3368.1,-3.9,-3.9,0.09,0.63,-0.34,-0.33,138.9,10.7,9.02,-186.6,0.003,0.002,0.006
6/5/2020,12:10:32 PM,B10,,0.00000 °,0.00000 °,732.5,296.8,276.4,0.13,274.2,180,84,3368.9,-3.9,-3.9,0.09,0.62,-0.34,-0.33,139,10.71,9.02,-186.7,0.003,0.002,0.007
6/5/2020,12:10:32 PM,B10,,0.00000 °,0.00000 °,732.5,296.8,276.4,0.13,274.1,180,83.9,3369.5,-3.9,-3.9,0.09,0.63,-0.34,-0.33,139.1,10.71,9.02,-186.8,0.003,0.002,0.014
6/5/2020,12:10:33 PM,B10,,0.00000 °,0.00000 °,732.5,296.7,276.3,0.13,274.1,180,83.9,3370.2,-3.9,-3.9,0.09,0.64,-0.34,-0.33,139.1,10.72,9.02,-186.8,0.004,0.003,0.018
6/5/2020,12:10:33 PM,B10,,0.00000 °,0.00000 °,732.5,296.7,276.3,0.13,274.1,180,83.9,3370.6,-3.9,-3.9,0.09,0.64,-0.34,-0.33,139.2,10.72,9.03,-187,0.004,0.003,0.027
6/5/2020,12:10:33 PM,B10,,0.00000 °,0.00000 °,732.5,296.6,276.3,0.13,274.1,180,83.9,3371.2,-3.9,-3.9,0.09,0.63,-0.34,-0.33,139.3,10.73,9.03,-187.1,0.004,0.003,0.049
6/5/2020,12:10:33 PM,B10,,0.00000 °,0.00000 °,732.5,296.6,276.3,0.13,274,180,83.9,3371.8,-3.9,-3.9,0.09,0.65,-0.34,-0.33,139.3,10.74,9.03,-187.2,0.005,0.004,0.067
6/5/2020,12:10:34 PM,B10,,0.00000 °,0.00000 °,732.5,296.6,276.3,0.13,274,180,83.9,3372,-3.9,-3.9,0.09,0.64,-0.34,-0.33,139.4,10.74,9.03,-187.3,0.006,0.004,0.087
6/5/2020,12:10:34 PM,B10,,0.00000 °,0.00000 °,732.5,296.5,276.2,0.13,274,180,83.9,3372.7,-3.9,-3.9,0.09,0.63,-0.34,-0.33,139.5,10.75,9.03,-187.4,0.007,0.005,0.131
6/5/2020,12:10:34 PM,B10,,0.00000 °,0.00000 °,732.4,296.4,276.2,0.13,274,180,83.9,3373.5,-3.9,-3.9,0.09,0.63,-0.34,-0.33,139.5,10.75,9.03,-187.5,0.009,0.006,0.155
6/5/2020,12:10:34 PM,B10,,0.00000 °,0.00000 °,732.4,296.4,276.2,0.13,273.9,179,83.9,3374.3,-3.9,-3.9,0.09,0.65,-0.35,-0.34,139.5,10.75,9.03,-187.6,0.01,0.007,0.176
6/5/2020,12:10:35 PM,B10,,0.00000 °,0.00000 °,732.4,296.3,276.1,0.13,273.9,179,83.9,3375,-3.9,-3.9,0.09,0.66,-0.35,-0.34,139.5,10.76,9.04,-187.7,0.013,0.009,0.22
6/5/2020,12:10:35 PM,B10,,0.00000 °,0.00000 °,732.4,296.2,276.1,0.13,273.9,179,83.9,3375.6,-3.9,-3.9,0.1,0.68,-0.36,-0.34,139.6,10.76,9.04,-187.8,0.015,0.011,0.239
6/5/2020,12:10:35 PM,B10,,0.00000 °,0.00000 °,732.4,296.2,276.1,0.13,273.9,179,83.8,3376.4,-3.9,-3.9,0.1,0.69,-0.36,-0.34,139.6,10.76,9.04,-187.8,0.017,0.012,0.257
6/5/2020,12:10:35 PM,B10,,0.00000 °,0.00000 °,732.4,296.1,276.1,0.13,273.9,179,83.8,3377.1,-3.9,-3.9,0.1,0.68,-0.36,-0.34,139.6,10.77,9.04,-187.9,0.019,0.014,0.277
6/5/2020,12:10:36 PM,B10,,0.00000 °,0.00000 °,732.4,296.1,276.1,0.13,273.9,179,83.8,3377.8,-3.9,-3.9,0.11,0.7,-0.36,-0.34,139.6,10.77,9.04,-187.9,0.024,0.017,0.322
6/5/2020,12:10:36 PM,B10,,0.00000 °,0.00000 °,732.4,296,276.1,0.13,274,179,83.8,3378.2,-3.9,-3.9,0.1,0.69,-0.36,-0.34,139.6,10.77,9.04,-187.9,0.026,0.019,0.337
6/5/2020,12:10:36 PM,B10,,0.00000 °,0.00000 °,732.5,296,276.1,0.13,274,179,83.8,3378.8,-3.9,-3.9,0.1,0.68,-0.35,-0.34,139.6,10.77,9.04,-187.9,0.029,0.021,0.356
6/5/2020,12:10:36 PM,B10,,0.00000 °,0.00000 °,732.5,295.9,276.1,0.13,274,179,83.7,3379.5,-3.9,-3.9,0.1,0.68,-0.35,-0.34,139.6,10.77,9.04,-187.9,0.035,0.025,0.397
6/5/2020,12:10:37 PM,B10,,0.00000 °,0.00000 °,732.5,295.8,276.1,0.13,274,179,83.7,3380.3,-3.9,-3.9,0.1,0.69,-0.35,-0.34,139.6,10.77,9.04,-187.9,0.038,0.027,0.418
6/5/2020,12:10:37 PM,B10,,0.00000 °,0.00000 °,732.5,295.8,276.1,0.13,274,179,83.7,3381.2,-3.9,-3.9,0.1,0.69,-0.35,-0.33,139.6,10.78,9.04,-187.9,0.041,0.029,0.44
6/5/2020,12:10:37 PM,B10,,0.00000 °,0.00000 °,732.4,295.7,276.1,0.13,274,179,83.7,3382.1,-3.9,-3.9,0.1,0.68,-0.35,-0.33,139.6,10.78,9.04,-187.9,0.048,0.034,0.484
6/5/2020,12:10:37 PM,B10,,0.00000 °,0.00000 °,732.4,295.6,276.1,0.13,274,179,83.6,3382.9,-3.9,-3.9,0.1,0.69,-0.35,-0.34,139.7,10.79,9.04,-187.9,0.052,0.037,0.504
6/5/2020,12:10:38 PM,B10,,0.00000 °,0.00000 °,732.4,295.5,276.1,0.13,274,179,83.6,3383.8,-3.9,-3.9,0.11,0.72,-0.35,-0.33,139.7,10.8,9.04,-187.8,0.056,0.039,0.518
6/5/2020,12:10:38 PM,B10,,0.00000 °,0.00000 °,732.4,295.5,276.1,0.13,274,179,83.6,3384.2,-3.9,-3.9,0.11,0.73,-0.34,-0.33,139.7,10.8,9.04,-187.8,0.06,0.042,0.534
6/5/2020,12:10:38 PM,B10,,0.00000 °,0.00000 °,732.4,295.4,276.2,0.13,274,179,83.6,3385.1,-3.9,-3.9,0.12,0.74,-0.34,-0.33,139.8,10.8,9.04,-187.8,0.068,0.048,0.566
6/5/2020,12:10:38 PM,B10,,0.00000 °,0.00000 °,732.4,295.3,276.2,0.13,274.1,179,83.5,3386.2,-3.8,-3.8,0.12,0.74,-0.34,-0.33,139.8,10.81,9.04,-187.8,0.072,0.051,0.581
6/5/2020,12:10:39 PM,B10,,0.00000 °,0.00000 °,732.4,295.2,276.2,0.13,274.1,180,83.5,3387.2,-3.8,-3.8,0.11,0.74,-0.34,-0.33,139.8,10.81,9.04,-187.8,0.077,0.054,0.598
6/5/2020,12:10:39 PM,B10,,0.00000 °,0.00000 °,732.4,295.1,276.2,0.13,274.1,180,83.5,3388.1,-3.8,-3.8,0.11,0.73,-0.34,-0.33,139.8,10.82,9.04,-187.8,0.086,0.061,0.63
6/5/2020,12:10:39 PM,B10,,0.00000 °,0.00000 °,732.5,295.1,276.2,0.13,274.2,180,83.4,3389,-3.8,-3.8,0.12,0.75,-0.34,-0.33,139.8,10.82,9.04,-187.7,0.091,0.064,0.644
6/5/2020,12:10:39 PM,B10,,0.00000 °,0.00000 °,732.5,295,276.2,0.13,274.2,180,83.4,3390.1,-3.8,-3.8,0.11,0.74,-0.33,-0.33,139.8,10.82,9.04,-187.7,0.096,0.067,0.662
6/5/2020,12:10:40 PM,B10,,0.00000 °,0.00000 °,732.5,294.9,276.3,0.13,274.2,180,83.4,3391.1,-3.8,-3.8,0.12,0.78,-0.33,-0.32,135.2,10.47,9.04,-187.7,0.106,0.075,0.693
6/5/2020,12:10:40 PM,B10,,0.00000 °,0.00000 °,732.5,294.8,276.3,0.13,274.3,180,83.3,3391.6,-3.8,-3.8,0.13,0.78,-0.32,-0.32,135.3,10.48,9.04,-187.7,0.111,0.078,0.71
6/5/2020,12:10:40 PM,B10,,0.00000 °,0.00000 °,732.4,294.8,276.3,0.13,274.3,180,83.3,3392.6,-3.8,-3.8,0.13,0.8,-0.32,-0.32,135.3,10.49,9.04,-187.7,0.116,0.082,0.721
6/5/2020,12:10:40 PM,B10,,0.00000 °,0.00000 °,732.4,294.7,276.4,0.13,274.4,180,83.2,3393.5,-3.8,-3.8,0.14,0.83,-0.32,-0.32,134.8,10.45,9.04,-187.6,0.127,0.09,0.754
6/5/2020,12:10:41 PM,B10,,0.00000 °,0.00000 °,732.4,294.6,276.4,0.13,274.4,180,83.2,3394.5,-3.8,-3.8,0.15,0.86,-0.32,-0.32,134,10.39,9.04,-187.6,1.158,0.817,0.772
6/5/2020,12:10:41 PM,B10,,0.00000 °,0.00000 °,732.4,294.5,276.4,0.13,274.5,180,83.2,3395.6,-3.8,-3.8,0.15,0.87,-0.31,-0.31,134.3,10.42,9.04,-187.6,1.17,0.825,0.787
6/5/2020,12:10:41 PM,B10,,0.00000 °,0.00000 °,732.4,294.4,276.5,0.13,274.6,180,83.1,3396.6,-3.8,-3.8,0.15,0.89,-0.31,-0.31,133.5,10.36,9.04,-187.7,1.187,0.837,0.801
6/5/2020,12:10:41 PM,B10,,0.00000 °,0.00000 °,732.4,294.3,276.6,0.13,274.7,180,83,3397.7,-3.8,-3.8,0.16,0.91,-0.31,-0.31,134.3,10.43,9.04,-187.7,1.256,0.887,0.838
6/5/2020,12:10:42 PM,B10,,0.00000 °,0.00000 °,732.4,294.2,276.7,0.13,274.7,180,83,3398.9,-3.8,-3.8,0.16,0.93,-0.31,-0.31,135.2,10.5,9.04,-187.7,1.272,0.898,0.854
6/5/2020,12:10:42 PM,B10,,0.00000 °,0.00000 °,732.4,294.2,276.7,0.13,274.8,180,82.9,3399.5,-3.7,-3.7,0.17,0.94,-0.31,-0.31,135.1,10.5,9.04,-187.7,1.299,0.917,0.871
6/5/2020,12:10:42 PM,B10,,0.00000 °,0.00000 °,732.5,294.1,276.8,0.13,274.9,180,82.8,3400.7,-3.7,-3.7,0.17,0.95,-0.31,-0.31,136,10.58,9.04,-187.7,1.342,0.947,0.905
6/5/2020,12:10:42 PM,B10,,0.00000 °,0.00000 °,732.5,294,276.9,0.13,275,180,80.7,3401.8,-3.4,-3.4,0.18,0.98,-0.32,-0.32,136.6,10.63,9.04,-187.8,1.362,0.961,0.921
6/5/2020,12:10:43 PM,B10,,0.00000 °,0.00000 °,732.5,293.9,283,0.13,281.9,184,80.5,3402.9,-3.4,-3.4,0.18,1.01,-0.32,-0.32,136.8,10.65,9.04,-187.8,1.391,0.981,0.937
6/5/2020,12:10:43 PM,B10,,0.00000 °,0.00000 °,732.5,293.8,283.6,0.13,282.6,184,80.4,3403.8,-3.4,-3.3,0.19,1.05,-0.32,-0.32,136.8,10.88,9.05,-187.8,1.424,1.004,0.967
6/5/2020,12:10:43 PM,B10,,0.00000 °,0.00000 °,732.5,293.7,284.6,0.13,283.6,185,80,3404.5,-3.3,-3.3,0.2,1.07,-0.32,-0.32,138.1,11.01,9.05,-187.8,1.445,1.019,0.981
6/5/2020,12:10:43 PM,B10,,0.00000 °,0.00000 °,732.5,293.7,285.5,0.13,284.7,186,79.7,3404.5,-3.2,-3.2,0.2,1.08,-0.32,-0.32,139.3,11.12,9.05,-187.8,1.453,1.025,0.993
6/5/2020,12:10:44 PM,B10,,0.00000 °,0.00000 °,732.5,293.7,286.4,0.14,285.6,186,79.4,3404.4,-3.2,-3.2,0.21,1.11,-0.32,-0.32,140.2,11.23,9.05,-187.8,1.505,1.062,1.03
6/5/2020,12:10:44 PM,B10,,0.00000 °,0.00000 °,732.5,293.8,286.6,0.14,285.9,186,79.3,3403.8,-3.2,-3.2,0.22,1.14,-0.32,-0.32,140.5,11.29,9.05,-187.7,1.505,1.062,1.048
6/5/2020,12:10:44 PM,B10,,0.00000 °,0.00000 °,732.4,293.9,286.8,0.14,286.1,186,79.3,3402.3,-3.2,-3.2,0.23,1.18,-0.32,-0.32,141.1,11.37,9.05,-187.7,1.51,1.065,1.058
6/5/2020,12:10:44 PM,B10,,0.00000 °,0.00000 °,732.4,294.1,286.9,0.14,286.2,187,79.4,3400.2,-3.2,-3.2,0.24,1.22,-0.32,-0.32,141.8,11.43,8.88,-177.5,1.517,1.07,1.068
6/5/2020,12:10:45 PM,B10,,0.00000 °,0.00000 °,732.4,294.3,286.9,0.14,286.2,187,79.4,3398.1,-3.2,-3.2,0.25,1.29,-0.32,-0.32,142.4,11.48,8.87,-177.1,1.531,1.08,1.094
6/5/2020,12:13:00 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.1,0.13,274.5,180,85,3328,-4.1,-4.1,0.15,0.89,-0.19,-0.23,121.8,9.29,8.94,-182.3,0,0,0.003
6/5/2020,12:13:00 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.2,0.13,274.6,180,84.9,3327.8,-4.1,-4.1,0.15,0.89,-0.19,-0.24,122,9.31,8.94,-182.4,0,0,0.003
6/5/2020,12:13:00 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.2,0.13,274.7,180,84.9,3327.8,-4.1,-4.1,0.15,0.89,-0.2,-0.24,122.3,9.33,8.95,-182.5,0,0,0.001
6/5/2020,12:13:00 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.3,0.13,274.7,180,84.9,3327.7,-4.1,-4.1,0.15,0.89,-0.21,-0.24,122.3,9.33,8.95,-182.5,0,0,0.001
6/5/2020,12:13:01 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.3,0.13,274.7,180,84.9,3327.7,-4.1,-4.1,0.15,0.89,-0.2,-0.24,122.5,9.35,8.95,-182.7,0,0,0.002
6/5/2020,12:13:01 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.3,0.13,274.8,180,84.9,3327.7,-4.1,-4.1,0.15,0.88,-0.21,-0.25,122.5,9.35,8.95,-182.7,0,0,0
6/5/2020,12:13:01 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.3,0.13,274.8,180,84.9,3327.6,-4.1,-4.1,0.15,0.86,-0.21,-0.25,126.3,9.64,8.95,-182.8,0,0,0
6/5/2020,12:13:01 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.3,0.13,274.8,180,84.9,3327.6,-4.1,-4.1,0.15,0.87,-0.21,-0.25,126.6,9.66,8.95,-182.8,0,0,0
6/5/2020,12:13:02 PM,B11,,0.00000 °,0.00000 °,732.5,300.5,277.3,0.13,274.8,180,84.9,3327.6,-4.1,-4.1,0.15,0.87,-0.21,-0.25,126.6,9.66,8.95,-182.8,0,0,0
6/5/2020,12:13:02 PM,B11,,0.00000 °,0.00000 °,732.5,300.7,277.5,0.13,274.9,180,84.9,3326.1,-4.1,-4.1,0.15,0.88,-0.22,-0.25,126.8,9.68,8.95,-183,0,0,0.001
6/5/2020,12:13:02 PM,B11,,0.00000 °,0.00000 °,732.5,300.7,277.5,0.13,275,180,84.9,3325.5,-4.1,-4.1,0.14,0.84,-0.22,-0.26,127.4,9.73,8.96,-183.1,0,0,0.001
6/5/2020,12:13:02 PM,B11,,0.00000 °,0.00000 °,732.4,300.7,277.6,0.13,275,180,84.9,3325.1,-4.1,-4.1,0.14,0.82,-0.23,-0.26,127.4,9.73,8.96,-183.1,0,0,0.002
6/5/2020,12:13:03 PM,B11,,0.00000 °,0.00000 °,732.4,300.7,277.6,0.13,275,180,84.9,3325,-4.1,-4.1,0.14,0.82,-0.25,-0.27,127.9,9.77,8.96,-183.2,0,0,0
6/5/2020,12:13:03 PM,B11,,0.00000 °,0.00000 °,732.4,300.7,277.6,0.13,275.1,180,84.9,3325,-4.1,-4.1,0.14,0.83,-0.24,-0.27,127.9,9.77,8.96,-183.3,0,0,0
6/5/2020,12:13:03 PM,B11,,0.00000 °,0.00000 °,732.4,300.7,277.6,0.13,275.1,180,84.8,3325,-4.1,-4.1,0.14,0.84,-0.26,-0.28,128.3,9.8,8.96,-183.4,0,0,0.001
