DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/5/2020,11:54:06 AM,B5,,0.00000 °,0.00000 °,732.4,299.4,277.9,0.13,275.6,181,84.3,3340.5,-4,-4,0.11,0.73,-0.33,-0.33,128.8,9.9,8.94,-182.3,0.003,0.002,0.027
6/5/2020,11:54:06 AM,B5,,0.00000 °,0.00000 °,732.4,299.4,277.9,0.13,275.6,181,84.3,3340.6,-4,-4,0.11,0.72,-0.34,-0.33,128.9,9.9,8.94,-182.3,0.003,0.002,0.045
6/5/2020,11:54:06 AM,B5,,0.00000 °,0.00000 °,732.4,299.3,277.9,0.13,275.6,181,84.3,3340.7,-4,-4,0.11,0.73,-0.34,-0.33,128.9,9.9,8.95,-182.3,0.004,0.003,0.077
6/5/2020,11:54:07 AM,B5,,0.00000 °,0.00000 °,732.4,299.3,277.9,0.13,275.6,181,84.3,3340.8,-4,-4,0.11,0.74,-0.34,-0.33,128.9,9.9,8.95,-182.4,0.005,0.003,0.093
6/5/2020,11:54:07 AM,B5,,0.00000 °,0.00000 °,732.4,299.3,277.9,0.13,275.6,181,84.3,3341,-4,-4,0.11,0.72,-0.34,-0.33,129,9.91,8.95,-182.4,0.006,0.004,0.103
6/5/2020,11:54:07 AM,B5,,0.00000 °,0.00000 °,732.4,299.3,277.9,0.13,275.5,181,84.3,3341.1,-4,-4,0.1,0.68,-0.34,-0.33,129,9.91,8.95,-182.4,0.008,0.005,0.126
6/5/2020,11:54:07 AM,B5,,0.00000 °,0.00000 °,732.4,299.3,277.9,0.13,275.5,181,84.3,3341.4,-4,-4,0.1,0.66,-0.34,-0.33,129,9.91,8.95,-182.4,0.009,0.006,0.141
6/5/2020,11:54:08 AM,B5,,0.00000 °,0.00000 °,732.4,299.3,277.9,0.13,275.5,181,84.3,3341.6,-4,-4,0.1,0.66,-0.34,-0.33,129,9.91,8.95,-182.4,0.01,0.007,0.153
6/5/2020,11:54:08 AM,B5,,0.00000 °,0.00000 °,732.4,299.2,277.8,0.13,275.5,181,84.3,3341.9,-4,-4,0.1,0.66,-0.34,-0.33,129,9.91,8.95,-182.4,0.011,0.008,0.166
6/5/2020,11:54:08 AM,B5,,0.00000 °,0.00000 °,732.4,299.2,277.8,0.13,275.5,181,84.3,3342,-4,-4,0.1,0.69,-0.35,-0.34,129.1,9.92,8.95,-182.3,0.014,0.01,0.196
6/5/2020,11:54:08 AM,B5,,0.00000 °,0.00000 °,732.4,299.2,277.8,0.13,275.5,181,84.3,3342.5,-4,-4,0.11,0.71,-0.35,-0.34,129.2,9.92,8.95,-182.3,0.015,0.011,0.213
6/5/2020,11:54:09 AM,B5,,0.00000 °,0.00000 °,732.4,299.1,277.8,0.13,275.4,181,84.2,3343.1,-4,-4,0.11,0.72,-0.35,-0.34,129.2,9.93,8.95,-182.3,0.017,0.012,0.231
6/5/2020,11:54:09 AM,B5,,0.00000 °,0.00000 °,732.4,299,277.8,0.13,275.4,181,84.2,3343.9,-4,-4,0.11,0.73,-0.35,-0.34,129.2,9.93,8.94,-182.3,0.021,0.015,0.272
6/5/2020,11:54:09 AM,B5,,0.00000 °,0.00000 °,732.4,299,277.7,0.13,275.4,181,84.2,3344.9,-4,-4,0.11,0.72,-0.35,-0.34,129.3,9.93,8.94,-182.3,0.023,0.016,0.294
6/5/2020,11:54:09 AM,B5,,0.00000 °,0.00000 °,732.4,298.9,277.7,0.13,275.4,181,84.2,3346.2,-4,-4,0.11,0.72,-0.35,-0.34,129.3,9.94,8.94,-182.3,0.026,0.018,0.314
6/5/2020,11:54:10 AM,B5,,0.00000 °,0.00000 °,732.4,298.7,277.7,0.13,275.4,181,84.1,3347.4,-3.9,-3.9,0.11,0.72,-0.35,-0.34,129.3,9.94,8.94,-182.2,0.031,0.022,0.354
6/5/2020,11:54:10 AM,B5,,0.00000 °,0.00000 °,732.4,298.6,277.7,0.13,275.4,180,84.1,3348.8,-3.9,-3.9,0.11,0.74,-0.36,-0.34,129.3,9.94,8.94,-182.2,0.034,0.024,0.375
6/5/2020,11:54:10 AM,B5,,0.00000 °,0.00000 °,732.4,298.5,277.7,0.13,275.4,180,84.1,3349.5,-3.9,-3.9,0.12,0.77,-0.36,-0.34,129.3,9.94,8.94,-182.2,0.036,0.026,0.393
6/5/2020,11:54:10 AM,B5,,0.00000 °,0.00000 °,732.4,298.4,277.6,0.13,275.4,180,84,3351.2,-3.9,-3.9,0.13,0.78,-0.36,-0.34,129.3,9.95,8.94,-182.1,0.04,0.028,0.41
6/5/2020,11:54:11 AM,B5,,0.00000 °,0.00000 °,732.4,298.3,277.6,0.13,275.4,180,84,3352.8,-3.9,-3.9,0.13,0.79,-0.36,-0.34,129.3,9.95,8.94,-182.1,0.046,0.033,0.446
6/5/2020,11:54:11 AM,B5,,0.00000 °,0.00000 °,732.4,298.1,277.6,0.13,275.4,180,83.9,3354.5,-3.9,-3.9,0.12,0.78,-0.36,-0.34,124.5,9.58,8.94,-182,0.049,0.035,0.462
6/5/2020,11:54:11 AM,B5,,0.00000 °,0.00000 °,732.4,298,277.6,0.13,275.4,180,83.9,3356.3,-3.9,-3.9,0.12,0.77,-0.36,-0.35,123.9,9.55,8.94,-182,0.053,0.037,0.48
6/5/2020,11:54:11 AM,B5,,0.00000 °,0.00000 °,732.4,297.8,277.6,0.13,275.4,180,83.9,3358.1,-3.9,-3.9,0.13,0.78,-0.36,-0.35,123.5,9.52,8.94,-181.9,0.06,0.043,0.524
6/5/2020,11:54:12 AM,B5,,0.00000 °,0.00000 °,732.4,297.6,283.5,0.13,282,184,81.7,3360,-3.6,-3.6,0.12,0.76,-0.36,-0.35,123.3,9.51,8.94,-181.9,0.064,0.046,0.545
6/5/2020,11:54:12 AM,B5,,0.00000 °,0.00000 °,732.4,297.4,283.5,0.13,282,184,81.6,3362,-3.5,-3.5,0.12,0.77,-0.36,-0.34,122.8,9.47,8.94,-181.8,0.069,0.048,0.565
6/5/2020,11:54:12 AM,B5,,0.00000 °,0.00000 °,732.4,297.3,283.5,0.13,282.1,184,81.6,3364.2,-3.5,-3.5,0.13,0.78,-0.36,-0.34,123.4,9.72,8.95,-181.8,0.077,0.055,0.598
6/5/2020,11:54:12 AM,B5,,0.00000 °,0.00000 °,732.4,297.2,283.5,0.13,282.1,184,81.5,3365.2,-3.5,-3.5,0.13,0.78,-0.36,-0.34,122.9,9.69,8.95,-181.8,0.082,0.058,0.617
6/5/2020,11:54:13 AM,B5,,0.00000 °,0.00000 °,732.4,297,283.6,0.13,282.2,184,81.4,3367.2,-3.5,-3.5,0.13,0.78,-0.36,-0.35,122.1,9.63,8.94,-181.7,0.087,0.061,0.635
6/5/2020,11:54:13 AM,B5,,0.00000 °,0.00000 °,732.4,296.8,283.8,0.13,282.4,184,81.3,3369,-3.5,-3.5,0.12,0.77,-0.36,-0.35,121.7,9.61,8.94,-181.6,0.096,0.068,0.686
6/5/2020,11:54:13 AM,B5,,0.00000 °,0.00000 °,732.4,296.7,284,0.13,282.7,185,81.1,3370.5,-3.5,-3.5,0.12,0.77,-0.36,-0.34,121.2,9.58,8.94,-181.6,0.102,0.072,0.713
6/5/2020,11:54:13 AM,B5,,0.00000 °,0.00000 °,732.4,296.6,284.3,0.13,283,185,81.1,3371.3,-3.5,-3.5,0.12,0.77,-0.36,-0.34,120.7,9.55,8.94,-181.6,1.133,0.8,0.737
6/5/2020,11:54:14 AM,B5,,0.00000 °,0.00000 °,732.4,296.6,284.7,0.13,283.4,185,80.9,3371.5,-3.4,-3.4,0.12,0.75,-0.36,-0.34,120.1,9.51,8.94,-181.4,1.161,0.819,0.76
6/5/2020,11:54:14 AM,B5,,0.00000 °,0.00000 °,732.4,296.6,285,0.13,283.8,185,80.8,3371.5,-3.4,-3.4,0.12,0.74,-0.36,-0.34,119,9.43,8.68,-166.1,1.207,0.851,0.801
6/5/2020,11:54:14 AM,B5,,0.00000 °,0.00000 °,732.4,296.6,285.4,0.13,284.2,186,80.7,3371.4,-3.4,-3.4,0.12,0.76,-0.36,-0.34,118.8,9.43,8.66,-164.6,1.21,0.853,0.815
6/5/2020,11:54:14 AM,B5,,0.00000 °,0.00000 °,732.4,296.6,285.7,0.13,284.5,186,80.5,3371.3,-3.4,-3.4,0.12,0.76,-0.35,-0.34,118.3,9.4,8.62,-162.7,1.249,0.881,0.834
6/5/2020,11:54:15 AM,B5,,0.00000 °,0.00000 °,732.4,296.7,286.3,0.13,285.2,186,80.4,3370.5,-3.4,-3.4,0.12,0.74,-0.35,-0.34,117.7,9.36,8.52,-156.3,1.324,0.934,0.875
6/5/2020,11:54:15 AM,B5,,0.00000 °,0.00000 °,732.4,297,286.6,0.14,285.4,186,80.4,3367.3,-3.3,-3.3,0.12,0.75,-0.36,-0.34,117.3,9.34,8.49,-154.9,1.348,0.951,0.896
6/5/2020,11:54:15 AM,B5,,0.00000 °,0.00000 °,732.4,297.5,287.2,0.14,286.1,187,80.3,3361.2,-3.3,-3.3,0.12,0.77,-0.35,-0.34,117.1,9.34,8.48,-153.8,1.384,0.976,0.918
6/5/2020,11:54:15 AM,B5,,0.00000 °,0.00000 °,732.4,338.9,327.5,0.15,326.3,213,80.3,2950.6,-3.3,-3.3,0.12,0.77,-0.36,-0.34,116.6,9.3,8.41,-150.1,1.429,1.008,0.958
6/5/2020,11:54:16 AM,B5,,0.00000 °,0.00000 °,732.4,334.8,324,0.15,322.8,211,80.2,2986.8,-3.3,-3.3,0.13,0.8,-0.35,-0.34,116,9.27,8.4,-149.1,1.43,1.009,0.972
6/5/2020,11:54:16 AM,B5,,0.00000 °,0.00000 °,732.4,334.4,324,0.15,322.9,211,80,2990.3,-3.3,-3.3,0.14,0.82,-0.35,-0.34,109.6,8.75,8.36,-147.1,1.427,1.007,0.982
6/5/2020,11:54:16 AM,B5,,0.00000 °,0.00000 °,732.4,339.4,329.2,0.16,328.1,214,79.9,2946,-3.3,-3.3,0.14,0.84,-0.35,-0.34,108.6,8.69,8.35,-146.6,1.489,1.05,1.01
6/5/2020,11:54:16 AM,B5,,0.00000 °,0.00000 °,732.4,342.2,332,0.16,330.9,216,79.9,2922.5,-3.3,-3.2,0.15,0.87,-0.34,-0.33,108.3,8.67,8.29,-143,1.489,1.05,1.029
6/5/2020,11:54:17 AM,B5,,0.00000 °,0.00000 °,732.4,345.6,335.6,0.16,334.5,218,79.8,2893.2,-3.2,-3.2,0.15,0.88,-0.33,-0.33,105.1,8.43,8.28,-142.1,1.489,1.05,1.046
6/5/2020,11:54:17 AM,B5,,0.00000 °,0.00000 °,732.4,347.8,337.9,0.16,336.9,220,79.7,2875.2,-3.2,-3.2,0.16,0.9,-0.32,-0.32,103.6,8.31,8.26,-141,1.511,1.066,1.079
6/5/2020,11:54:17 AM,B5,,0.00000 °,0.00000 °,732.4,349.7,340,0.16,339,221,79.6,2859.6,-3.2,-3.2,0.17,0.96,-0.32,-0.32,103,8.27,8.26,-141,1.525,1.076,1.096
6/5/2020,11:54:17 AM,B5,,0.00000 °,0.00000 °,732.4,352.5,343.1,0.16,342.1,223,79.6,2837.2,-3.2,-3.2,0.18,0.99,-0.32,-0.32,101.7,8.17,8.25,-140.3,1.539,1.086,1.108
6/5/2020,11:54:18 AM,B5,,0.00000 °,0.00000 °,732.4,356.7,347.7,0.16,346.7,226,79.4,2803.9,-3.2,-3.2,0.19,1.01,-0.31,-0.31,100,8.04,8.23,-139.4,1.553,1.096,1.122
6/5/2020,11:54:18 AM,B5,,0.00000 °,0.00000 °,732.5,360.1,358.9,0.17,358.8,233,77.3,2776.9,-2.9,-2.9,0.19,1.05,-0.31,-0.31,99,7.96,8.08,-130.5,1.577,1.112,1.151
6/5/2020,11:54:18 AM,B5,,0.00000 °,0.00000 °,732.5,364.7,363.5,0.17,363.3,236,77.3,2742,-2.9,-2.9,0.22,1.14,-0.3,-0.31,97.5,7.85,8.04,-128,1.59,1.121,1.161
6/5/2020,11:54:18 AM,B5,,0.00000 °,0.00000 °,732.5,364.7,363.4,0.17,363.2,236,77.3,2742,-2.9,-2.9,0.23,1.19,-0.3,-0.3,96.5,7.94,7.98,-124.5,1.602,1.13,1.175
6/5/2020,11:54:19 AM,B5,,0.00000 °,0.00000 °,732.5,365.6,364.6,0.17,364.5,237,77.2,2734.9,-2.9,-2.8,0.24,1.24,-0.29,-0.3,95.1,7.83,7.95,-122.4,1.623,1.144,1.185
6/5/2020,11:54:19 AM,B5,,0.00000 °,0.00000 °,732.4,367.3,366.6,0.17,366.6,238,77.1,2722.3,-2.8,-2.8,0.26,1.3,-0.3,-0.3,95.1,7.83,7.93,-121.2,1.632,1.15,1.197
6/5/2020,11:54:19 AM,B5,,0.00000 °,0.00000 °,732.4,370.4,370.2,0.18,370.2,241,76.9,2699.6,-2.8,-2.8,0.26,1.32,-0.29,-0.3,94.9,7.81,7.91,-119.9,1.64,1.157,1.212
6/5/2020,11:54:19 AM,B5,,0.00000 °,0.00000 °,732.4,375.1,376.3,0.18,376.4,245,76.7,2666.2,-2.8,-2.8,0.29,1.42,-0.29,-0.3,89.2,7.36,7.86,-117.3,1.659,1.17,1.25
6/5/2020,11:54:20 AM,B5,,0.00000 °,0.00000 °,732.4,380.2,382.8,0.18,383.1,249,76.4,2630.2,-2.7,-2.7,0.3,1.47,-0.28,-0.29,87.3,7.21,7.84,-115.9,1.67,1.178,1.266
6/5/2020,11:54:20 AM,B5,,0.00000 °,0.00000 °,732.4,384.8,387.8,0.18,388.1,252,76.3,2599.1,-2.7,-2.7,0.32,1.56,-0.27,-0.28,85.4,7.07,7.81,-114.3,1.681,1.185,1.273
6/5/2020,11:54:20 AM,B5,,0.00000 °,0.00000 °,732.4,388.3,391.4,0.19,391.7,254,76.2,2575.4,-2.7,-2.7,0.38,1.77,-0.26,-0.28,84.7,7.04,7.77,-112,1.7,1.199,1.307
6/5/2020,11:54:20 AM,B5,,0.00000 °,0.00000 °,732.4,389.9,393.5,0.19,393.9,256,75.9,2564.8,-2.7,-2.7,0.41,1.9,-0.26,-0.28,82.6,6.87,7.76,-111.2,1.71,1.206,1.336
6/5/2020,11:54:21 AM,B5,,0.00000 °,0.00000 °,732.4,393.3,398.6,0.19,399.1,259,75.6,2542.6,-2.6,-2.6,0.44,2.02,-0.25,-0.28,81.1,6.74,7.74,-109.9,1.721,1.214,1.358
6/5/2020,11:54:21 AM,B5,,0.00000 °,0.00000 °,732.4,396.9,403.4,0.19,404.1,262,75.5,2519.8,-2.6,-2.6,0.47,2.14,-0.24,-0.27,79.7,6.65,7.71,-108.3,1.734,1.223,1.371
6/5/2020,11:54:21 AM,B5,,0.00000 °,0.00000 °,732.4,400.1,406.7,0.19,407.4,264,75.4,2499.3,-2.6,-2.6,0.5,2.27,-0.23,-0.26,78,6.53,7.71,-108.3,1.758,1.24,1.397
6/5/2020,11:54:21 AM,B5,,0.00000 °,0.00000 °,732.4,403.2,410.2,0.2,410.9,267,75.4,2480.2,-2.6,-2.6,0.58,2.59,-0.22,-0.25,76.7,6.43,7.7,-108,1.769,1.247,1.412
6/5/2020,11:54:22 AM,B5,,0.00000 °,0.00000 °,732.4,448.9,457.5,0.22,458.4,297,75.2,2227.6,-2.5,-2.5,0.63,2.78,-0.21,-0.25,75,6.29,7.7,-107.5,1.781,1.255,1.427
6/5/2020,11:54:22 AM,B5,,0.00000 °,0.00000 °,732.3,458.2,468,0.22,469,304,75,2182.6,-2.5,-2.5,0.68,2.97,-0.18,-0.23,73.1,6.13,7.69,-107.1,1.803,1.271,1.465
6/5/2020,11:54:22 AM,B5,,0.00000 °,0.00000 °,732.3,461.2,472.4,0.23,473.5,307,74.8,2168.4,-2.5,-2.5,0.74,3.22,-0.17,-0.22,70.5,5.92,7.68,-106.4,1.814,1.279,1.484
6/5/2020,11:54:22 AM,B5,,0.00000 °,0.00000 °,732.3,458.6,471,0.23,472.3,306,74.5,2180.8,-2.4,-2.4,0.9,3.82,-0.16,-0.21,69.3,5.84,7.67,-106.1,1.826,1.287,1.492
6/5/2020,11:54:23 AM,B5,,0.00000 °,0.00000 °,732.3,459.4,472.6,0.23,473.9,307,74.3,2176.8,-2.4,-2.4,3.09,12.48,-0.14,-0.2,69,5.83,7.67,-105.7,1.848,1.303,1.507
6/5/2020,11:54:23 AM,B5,,0.00000 °,0.00000 °,732.3,459,473.3,0.23,474.7,308,74.1,2178.6,-2.4,-2.4,2.64,10.72,-0.13,-0.19,68.6,5.81,7.66,-105.3,1.859,1.31,1.51
6/5/2020,11:54:23 AM,B5,,0.00000 °,0.00000 °,732.3,454,469,0.23,470.5,305,73.9,2202.8,-2.4,-2.3,2.37,9.66,-0.1,-0.18,67.9,5.76,7.65,-104.6,1.866,1.315,1.501
6/5/2020,11:54:23 AM,B5,,0.00000 °,0.00000 °,732.3,455.2,470.8,0.23,472.3,306,73.9,2196.6,-2.3,-2.3,2,8.2,-0.09,-0.17,67.3,5.72,7.64,-104.3,1.874,1.321,1.494
6/5/2020,11:54:24 AM,B5,,0.00000 °,0.00000 °,732.3,463.1,479.1,0.23,480.7,311,73.8,2159.4,-2.3,-2.3,4.63,18.58,-0.07,-0.16,66.8,5.69,7.64,-104,1.889,1.331,1.504
6/5/2020,11:54:24 AM,B5,,0.00000 °,0.00000 °,732.4,472.2,488.9,0.24,490.6,318,73.8,2117.6,-2.3,-2.3,3.82,15.37,-0.05,-0.15,60.7,5.17,7.63,-103.7,1.897,1.337,1.523
6/5/2020,11:54:24 AM,B5,,0.00000 °,0.00000 °,732.4,477.1,494.3,0.24,496,321,73.7,2096,-2.3,-2.3,4.61,18.48,-0.01,-0.12,59.1,5.04,7.52,-96.8,1.905,1.342,1.537
6/5/2020,11:54:24 AM,B5,,0.00000 °,0.00000 °,732.4,479.2,497,0.24,498.8,323,73.6,2086.8,-2.3,-2.3,7.97,31.76,0.02,-0.1,58,4.95,7.5,-96,1.921,1.354,1.556
6/5/2020,11:54:25 AM,B5,,0.00000 °,0.00000 °,732.4,479.8,497.9,0.24,499.7,324,73.5,2084.1,-2.3,-2.3,7.53,30.01,0.05,-0.08,57.1,4.88,7.49,-95.4,1.929,1.36,1.564
6/5/2020,11:57:51 AM,B6,,0.00000 °,0.00000 °,732.3,299.5,277,0.13,274.5,180,84.6,3339.2,-4,-4,0.11,0.73,-0.29,-0.3,133.9,10.24,8.95,-182.6,-0.001,-0.001,0.001
6/5/2020,11:57:51 AM,B6,,0.00000 °,0.00000 °,732.3,299.4,277,0.13,274.5,180,84.6,3339.7,-4,-4,0.11,0.71,-0.32,-0.32,134.1,10.26,8.95,-182.8,-0.001,0,0.001
6/5/2020,11:57:51 AM,B6,,0.00000 °,0.00000 °,732.3,299.4,277,0.13,274.5,180,84.6,3339.9,-4,-4,0.11,0.71,-0.32,-0.32,134.2,10.27,8.95,-182.8,-0.001,0,0.001
6/5/2020,11:57:51 AM,B6,,0.00000 °,0.00000 °,732.3,299.4,277,0.13,274.5,180,84.6,3340.1,-4,-4,0.11,0.71,-0.32,-0.32,134.2,10.27,8.95,-182.9,-0.001,0,0.001
6/5/2020,11:57:52 AM,B6,,0.00000 °,0.00000 °,732.3,299.4,277,0.13,274.5,180,84.6,3340.3,-4,-4,0.11,0.7,-0.33,-0.32,134.3,10.28,8.95,-183,-0.001,0,0.002
6/5/2020,11:57:52 AM,B6,,0.00000 °,0.00000 °,732.3,299.3,276.9,0.13,274.5,180,84.6,3340.6,-4,-4,0.1,0.7,-0.34,-0.33,134.4,10.29,8.96,-183.1,-0.001,0,0
6/5/2020,11:57:52 AM,B6,,0.00000 °,0.00000 °,732.3,299.3,276.9,0.13,274.5,180,84.6,3340.9,-4,-4,0.11,0.73,-0.35,-0.34,134.5,10.29,8.96,-183.1,-0.001,0,-0.001
6/5/2020,11:57:52 AM,B6,,0.00000 °,0.00000 °,732.3,299.3,276.9,0.13,274.5,180,84.6,3341,-4,-4,0.11,0.73,-0.35,-0.34,134.5,10.29,8.96,-183.1,-0.001,-0.001,0
6/5/2020,11:57:53 AM,B6,,0.00000 °,0.00000 °,732.3,299.3,276.9,0.13,274.5,180,84.6,3341.1,-4,-4,0.11,0.72,-0.36,-0.34,134.6,10.3,8.96,-183.2,-0.001,-0.001,-0.001
6/5/2020,11:57:53 AM,B6,,0.00000 °,0.00000 °,732.3,299.3,276.9,0.13,274.5,180,84.6,3341.4,-4,-4,0.11,0.72,-0.36,-0.34,134.6,10.31,8.96,-183.3,-0.001,0,0.002
6/5/2020,11:57:53 AM,B6,,0.00000 °,0.00000 °,732.3,299.3,276.9,0.13,274.5,180,84.6,3341.6,-4,-4,0.11,0.73,-0.36,-0.34,134.7,10.31,8.96,-183.4,-0.001,0,0.014
6/5/2020,11:57:53 AM,B6,,0.00000 °,0.00000 °,732.4,299.2,276.9,0.13,274.5,180,84.6,3341.8,-4,-4,0.11,0.73,-0.36,-0.34,134.7,10.32,8.96,-183.4,0,0,0.024
6/5/2020,11:57:54 AM,B6,,0.00000 °,0.00000 °,732.4,299.2,276.9,0.13,274.4,180,84.6,3342.1,-4,-4,0.11,0.72,-0.36,-0.35,134.8,10.32,8.96,-183.5,0,0,0.031
6/5/2020,11:57:54 AM,B6,,0.00000 °,0.00000 °,732.4,299.2,276.9,0.13,274.4,180,84.6,3342.5,-4,-4,0.11,0.71,-0.36,-0.34,134.8,10.32,8.96,-183.5,0.001,0,0.055
6/5/2020,11:57:54 AM,B6,,0.00000 °,0.00000 °,732.4,299.1,276.9,0.13,274.4,180,84.6,3343,-4,-4,0.11,0.71,-0.36,-0.35,134.9,10.33,8.97,-183.6,0.001,0.001,0.072
6/5/2020,11:57:54 AM,B6,,0.00000 °,0.00000 °,732.3,299.1,276.9,0.13,274.4,180,84.6,3343.6,-4,-4,0.11,0.71,-0.37,-0.35,134.9,10.33,8.97,-183.7,0.002,0.001,0.084
6/5/2020,11:57:55 AM,B6,,0.00000 °,0.00000 °,732.3,299.1,276.9,0.13,274.4,180,84.6,3343.6,-4,-4,0.11,0.71,-0.37,-0.35,134.9,10.33,8.97,-183.7,0.002,0.001,0.084
6/5/2020,11:57:55 AM,B6,,0.00000 °,0.00000 °,732.3,299,276.9,0.13,274.4,180,84.5,3344.5,-4,-4,0.11,0.74,-0.37,-0.35,135,10.34,8.97,-183.9,0.004,0.003,0.124
6/5/2020,11:57:55 AM,B6,,0.00000 °,0.00000 °,732.3,298.9,276.9,0.13,274.4,180,84.5,3345.2,-4,-4,0.12,0.74,-0.38,-0.35,135,10.34,8.97,-184,0.005,0.004,0.139
6/5/2020,11:57:55 AM,B6,,0.00000 °,0.00000 °,732.4,298.9,276.9,0.13,274.5,180,84.5,3345.9,-4,-4,0.12,0.75,-0.37,-0.35,135,10.34,8.97,-184,0.007,0.005,0.158
6/5/2020,11:57:56 AM,B6,,0.00000 °,0.00000 °,732.4,298.8,276.9,0.13,274.5,180,84.5,3346.7,-4,-4,0.12,0.75,-0.37,-0.35,135,10.34,8.97,-184.1,0.009,0.007,0.195
6/5/2020,11:57:56 AM,B6,,0.00000 °,0.00000 °,732.4,298.7,276.9,0.13,274.5,180,84.4,3347.6,-4,-4,0.12,0.76,-0.38,-0.35,135,10.35,8.98,-184.2,0.011,0.008,0.216
6/5/2020,11:57:56 AM,B6,,0.00000 °,0.00000 °,732.4,298.6,276.9,0.13,274.5,180,84.4,3348.6,-4,-4,0.12,0.77,-0.37,-0.35,135,10.35,8.98,-184.3,0.013,0.009,0.238
6/5/2020,11:57:56 AM,B6,,0.00000 °,0.00000 °,732.3,298.5,276.9,0.13,274.5,180,84.4,3349.6,-4,-4,0.13,0.78,-0.37,-0.35,135,10.35,8.98,-184.3,0.017,0.012,0.272
6/5/2020,11:57:57 AM,B6,,0.00000 °,0.00000 °,732.3,298.5,276.9,0.13,274.6,180,84.3,3350.1,-4,-4,0.12,0.77,-0.37,-0.35,135,10.36,8.98,-184.3,0.019,0.014,0.292
6/5/2020,11:57:57 AM,B6,,0.00000 °,0.00000 °,732.3,298.4,276.9,0.13,274.6,180,84.3,3351.1,-4,-4,0.13,0.78,-0.37,-0.35,135,10.36,8.98,-184.3,0.021,0.015,0.308
6/5/2020,11:57:57 AM,B6,,0.00000 °,0.00000 °,732.3,298.3,277,0.13,274.6,180,84.3,3352,-4,-4,0.13,0.8,-0.38,-0.35,135,10.36,8.98,-184.3,0.026,0.019,0.34
6/5/2020,11:57:57 AM,B6,,0.00000 °,0.00000 °,732.3,298.2,277,0.13,274.6,180,84.2,3353,-4,-4,0.13,0.8,-0.38,-0.35,135,10.37,8.98,-184.3,0.029,0.021,0.36
6/5/2020,11:57:58 AM,B6,,0.00000 °,0.00000 °,732.3,298.1,277,0.13,274.7,180,84.2,3354.1,-4,-4,0.14,0.83,-0.38,-0.35,135,10.37,8.98,-184.4,0.032,0.023,0.376
6/5/2020,11:57:58 AM,B6,,0.00000 °,0.00000 °,732.3,298,277,0.13,274.7,180,84.2,3355.1,-3.9,-3.9,0.14,0.86,-0.38,-0.35,135,10.38,8.98,-184.4,0.035,0.025,0.393
6/5/2020,11:57:58 AM,B6,,0.00000 °,0.00000 °,732.3,298,277,0.13,274.7,180,84.1,3356.2,-3.9,-3.9,0.14,0.84,-0.38,-0.36,135,10.38,8.98,-184.4,0.041,0.029,0.423
6/5/2020,11:57:58 AM,B6,,0.00000 °,0.00000 °,732.4,297.9,277.1,0.13,274.8,180,84.1,3357.1,-3.9,-3.9,0.14,0.85,-0.38,-0.36,135.1,10.38,8.98,-184.4,0.044,0.031,0.433
6/5/2020,11:57:59 AM,B6,,0.00000 °,0.00000 °,732.4,297.8,277.1,0.13,274.8,180,84,3357.5,-3.9,-3.9,0.15,0.86,-0.38,-0.36,135.1,10.39,8.98,-184.4,0.048,0.034,0.442
6/5/2020,11:57:59 AM,B6,,0.00000 °,0.00000 °,732.4,297.8,277.1,0.13,274.9,180,84,3358.4,-3.9,-3.9,0.15,0.87,-0.38,-0.36,135.1,10.4,8.98,-184.4,0.054,0.038,0.455
6/5/2020,12:00:47 PM,B7,,0.00000 °,0.00000 °,732.4,301.3,278.1,0.13,275.5,181,84.9,3319.2,-4.1,-4.1,0.12,0.75,-0.29,-0.3,133.6,10.2,8.97,-184,0.001,0.001,0.001
6/5/2020,12:00:47 PM,B7,,0.00000 °,0.00000 °,732.4,301.3,278.1,0.13,275.5,181,84.9,3319.2,-4.1,-4.1,0.12,0.75,-0.29,-0.3,133.6,10.2,8.97,-184,0.001,0.001,0.001
6/5/2020,12:00:47 PM,B7,,0.00000 °,0.00000 °,732.3,301.2,278.1,0.13,275.5,181,84.8,3319.8,-4.1,-4.1,0.11,0.72,-0.3,-0.3,133.7,10.21,8.98,-184.2,0.001,0.001,0.003
6/5/2020,12:00:47 PM,B7,,0.00000 °,0.00000 °,732.3,301.2,278.1,0.13,275.6,181,84.8,3320.2,-4.1,-4.1,0.11,0.72,-0.3,-0.31,133.8,10.22,8.98,-184.3,0.001,0.001,0.002
6/5/2020,12:00:48 PM,B7,,0.00000 °,0.00000 °,732.3,301.2,278.1,0.13,275.6,181,84.8,3320.4,-4.1,-4.1,0.11,0.73,-0.31,-0.31,133.9,10.23,8.98,-184.4,0.001,0.001,0.002
6/5/2020,12:00:48 PM,B7,,0.00000 °,0.00000 °,732.3,301.1,278.1,0.13,275.6,181,84.8,3320.7,-4.1,-4.1,0.11,0.74,-0.31,-0.31,133.9,10.23,8.98,-184.4,0.001,0.001,0.001
