DATE,TIME,SITE,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/29/2020,10:48:42 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.3,0.14,293.1,189,71,-2,-2,0.48,2.17,-0.15,-0.21,156.4,13.75,161,8.84,-173.5,0.002,0.002,0.002
5/29/2020,10:48:42 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.3,0.14,293.1,189,71,-2,-2,0.48,2.17,-0.15,-0.21,156.5,13.76,161.1,8.84,-173.5,0.002,0.002,0.002
5/29/2020,10:48:43 AM,F5,89.99999 °,179.99998 °,738.2,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.16,-0.15,-0.21,156.6,13.77,161.3,8.84,-173.5,0.002,0.002,0.002
5/29/2020,10:48:43 AM,F5,89.99999 °,179.99998 °,738.2,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.13,-0.15,-0.21,156.8,13.78,161.4,8.84,-173.5,0.003,0.002,0.003
5/29/2020,10:48:43 AM,F5,89.99999 °,179.99998 °,738.2,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.15,-0.16,-0.21,156.9,13.8,161.6,8.84,-173.5,0.003,0.002,0.003
5/29/2020,10:48:43 AM,F5,89.99999 °,179.99998 °,738.2,272.9,291.4,0.14,293.1,189,71,-2,-2,0.48,2.16,-0.15,-0.21,157,13.8,161.6,8.84,-173.5,0.003,0.002,0.004
5/29/2020,10:48:44 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.14,-0.15,-0.21,157.1,13.81,161.8,8.84,-173.5,0.003,0.002,0.005
5/29/2020,10:48:44 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.16,-0.16,-0.21,157.3,13.83,161.9,8.84,-173.5,0.003,0.002,0.002
5/29/2020,10:48:44 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.4,0.14,293.1,189,71,-2,-2,0.48,2.19,-0.15,-0.21,157.4,13.84,162.1,8.84,-173.5,0.003,0.002,0.003
5/29/2020,10:48:44 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.4,0.14,293.1,189,71,-2,-2,0.48,2.18,-0.16,-0.21,157.5,13.85,162.2,8.84,-173.5,0.003,0.002,0.008
5/29/2020,10:48:45 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.1,189,71,-2,-2,0.48,2.17,-0.16,-0.22,157.6,13.86,162.3,8.84,-173.5,0.003,0.002,0.008
5/29/2020,10:48:45 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.16,-0.16,-0.22,157.8,13.87,162.5,8.84,-173.5,0.003,0.002,0.017
5/29/2020,10:48:45 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.14,-0.16,-0.21,157.9,13.88,162.6,8.84,-173.5,0.003,0.002,0.026
5/29/2020,10:48:45 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.1,189,71,-2,-2,0.48,2.16,-0.16,-0.21,157.9,13.88,162.6,8.84,-173.5,0.003,0.002,0.033
5/29/2020,10:48:46 AM,F5,89.99999 °,179.99998 °,737.9,272.9,291.4,0.14,293.1,189,71,-2,-2,0.47,2.15,-0.16,-0.21,158,13.89,162.8,8.84,-173.5,0.004,0.003,0.043
5/29/2020,10:48:46 AM,F5,89.99999 °,179.99998 °,737.9,272.9,291.4,0.14,293.1,189,71,-2,-2,0.48,2.16,-0.16,-0.21,158.1,13.9,162.9,8.84,-173.5,0.005,0.003,0.059
5/29/2020,10:48:46 AM,F5,89.99999 °,179.99998 °,737.9,272.9,291.4,0.14,293.2,189,71,-2,-2,0.47,2.14,-0.16,-0.21,158.2,13.91,163,8.84,-173.5,0.005,0.004,0.07
5/29/2020,10:48:46 AM,F5,89.99999 °,179.99998 °,737.9,272.9,291.4,0.14,293.2,189,71,-2,-2,0.48,2.16,-0.16,-0.21,158.3,13.92,163.1,8.84,-173.4,0.006,0.004,0.078
5/29/2020,10:48:47 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.2,189,71,-2,-2,0.47,2.15,-0.15,-0.21,158.4,13.93,163.2,8.84,-173.4,0.007,0.005,0.104
5/29/2020,10:48:47 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.2,189,71,-2,-2,0.48,2.18,-0.15,-0.21,158.5,13.93,163.2,8.84,-173.4,0.008,0.006,0.117
5/29/2020,10:48:47 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.2,189,71,-2,-2,0.48,2.16,-0.15,-0.21,158.6,13.94,163.3,8.84,-173.4,0.009,0.006,0.127
5/29/2020,10:48:47 AM,F5,89.99999 °,179.99998 °,738,272.9,291.4,0.14,293.2,189,71,-2,-2,0.48,2.19,-0.15,-0.21,158.7,13.95,163.4,8.84,-173.4,0.01,0.007,0.135
5/29/2020,10:48:48 AM,F5,89.99999 °,179.99998 °,737.9,272.9,291.4,0.14,293.2,189,71,-2,-2,0.49,2.21,-0.15,-0.21,158.8,13.96,163.5,8.84,-173.4,0.012,0.009,0.157
5/29/2020,10:48:48 AM,F5,89.99999 °,179.99998 °,737.9,272.9,291.4,0.14,293.2,189,71,-2,-2,0.48,2.18,-0.15,-0.21,158.9,13.96,163.6,8.84,-173.4,0.014,0.01,0.165
5/29/2020,10:48:48 AM,F5,89.99999 °,179.99998 °,737.9,273,291.4,0.14,293.2,189,71,-2,-2,0.49,2.21,-0.15,-0.21,158.9,13.97,163.7,8.84,-173.4,0.015,0.01,0.173
5/29/2020,10:48:48 AM,F5,89.99999 °,179.99998 °,737.9,273,291.4,0.14,293.2,189,71,-2,-2,0.49,2.24,-0.15,-0.21,159,13.98,163.8,8.84,-173.4,0.018,0.012,0.19
5/29/2020,10:48:49 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.5,2.25,-0.14,-0.2,159.1,13.99,163.8,8.84,-173.4,0.019,0.013,0.199
5/29/2020,10:48:49 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.49,2.23,-0.14,-0.2,159.1,13.99,163.9,8.84,-173.4,0.021,0.015,0.208
5/29/2020,10:48:49 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.5,2.25,-0.14,-0.2,159.2,14,164,8.84,-173.4,0.024,0.017,0.22
5/29/2020,10:48:49 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.51,2.28,-0.14,-0.2,159.3,14,164,8.84,-173.3,0.026,0.018,0.228
5/29/2020,10:48:50 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.51,2.28,-0.14,-0.2,159.4,14.01,164.1,8.84,-173.3,0.027,0.019,0.233
5/29/2020,10:48:50 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.5,2.27,-0.14,-0.2,159.4,14.01,164.2,8.84,-173.3,0.031,0.022,0.249
5/29/2020,10:48:50 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.5,2.25,-0.14,-0.2,159.5,14.02,164.3,8.84,-173.3,0.033,0.023,0.261
5/29/2020,10:48:50 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.5,2.24,-0.14,-0.2,159.6,14.03,164.3,8.84,-173.3,0.035,0.024,0.269
5/29/2020,10:48:51 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.5,2.24,-0.14,-0.2,159.6,14.03,164.4,8.84,-173.3,0.039,0.027,0.288
5/29/2020,10:48:51 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.48,2.19,-0.14,-0.2,159.7,14.04,164.4,8.84,-173.3,0.041,0.029,0.299
5/29/2020,10:48:51 AM,F5,89.99999 °,179.99998 °,738,273,291.4,0.14,293.2,189,71,-2,-2,0.48,2.19,-0.14,-0.2,159.7,14.04,164.5,8.84,-173.3,0.043,0.03,0.305
5/29/2020,10:48:51 AM,F5,89.99999 °,179.99998 °,738,273,291.5,0.14,293.2,189,71,-2,-2,0.48,2.2,-0.15,-0.21,159.8,14.05,164.6,8.84,-173.3,0.045,0.032,0.311
5/29/2020,10:48:52 AM,F5,89.99999 °,179.99998 °,738,273,291.5,0.14,293.2,189,71,-2,-2,0.48,2.19,-0.15,-0.21,159.9,14.06,164.6,8.84,-173.3,0.05,0.035,0.326
5/29/2020,10:48:52 AM,F5,89.99999 °,179.99998 °,738,273,291.5,0.14,293.3,189,71,-2,-2,0.49,2.23,-0.15,-0.21,159.9,14.06,164.7,8.84,-173.3,0.053,0.037,0.332
5/29/2020,10:48:52 AM,F5,89.99999 °,179.99998 °,738,272.9,291.5,0.14,293.3,189,71,-2,-2,0.5,2.25,-0.15,-0.21,160,14.07,164.8,8.84,-173.3,0.055,0.039,0.338
5/29/2020,10:48:52 AM,F5,89.99999 °,179.99998 °,738,272.9,291.5,0.14,293.3,189,71,-2,-2,0.49,2.22,-0.15,-0.21,160.1,14.07,164.8,8.84,-173.2,0.06,0.042,0.35
5/29/2020,10:48:53 AM,F5,89.99999 °,179.99998 °,738,272.9,291.5,0.14,293.3,189,71,-2,-2,0.49,2.23,-0.15,-0.21,160.1,14.08,164.9,8.84,-173.2,0.063,0.044,0.357
5/29/2020,10:48:53 AM,F5,89.99999 °,179.99998 °,738,272.9,291.5,0.14,293.3,189,71,-2,-2,0.49,2.22,-0.15,-0.21,160.2,14.08,164.9,8.84,-173.2,0.065,0.046,0.363
5/29/2020,10:48:53 AM,F5,89.99999 °,179.99998 °,738,272.9,291.5,0.14,293.3,189,71,-2,-2,0.48,2.2,-0.15,-0.21,160.2,14.09,165,8.84,-173.2,0.071,0.05,0.37
5/29/2020,10:48:53 AM,F5,89.99999 °,179.99998 °,738,272.9,291.5,0.14,293.3,189,71,-2,-2,0.47,2.15,-0.15,-0.21,160.3,14.09,165.1,8.84,-173.2,0.074,0.052,0.378
5/29/2020,10:48:54 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,189,71,-2,-2,0.47,2.15,-0.15,-0.21,160.4,14.1,165.1,8.84,-173.2,0.076,0.054,0.382
5/29/2020,10:48:54 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,189,71,-2,-2,0.48,2.17,-0.14,-0.2,160.4,14.11,165.2,8.84,-173.2,0.079,0.056,0.386
5/29/2020,10:48:54 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,189,71,-2,-2,0.47,2.13,-0.14,-0.2,160.5,14.11,165.2,8.84,-173.2,0.085,0.06,0.395
5/29/2020,10:48:54 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,189,71,-2,-2,0.46,2.11,-0.15,-0.21,160.5,14.12,165.3,8.84,-173.2,0.088,0.062,0.396
5/29/2020,10:48:55 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,189,71,-2,-2,0.47,2.12,-0.14,-0.2,160.6,14.12,165.3,8.84,-173.2,0.091,0.064,0.402
5/29/2020,10:48:55 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,189,71,-2,-2,0.46,2.11,-0.14,-0.2,160.6,14.13,165.4,8.84,-173.2,0.097,0.068,0.414
5/29/2020,10:48:55 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,190,71,-2,-2,0.46,2.09,-0.14,-0.2,160.7,14.13,165.4,8.84,-173.2,0.1,0.07,0.422
5/29/2020,10:48:55 AM,F5,89.99999 °,179.99998 °,738.1,272.9,291.5,0.14,293.3,190,71,-2,-2,0.45,2.08,-0.14,-0.2,160.7,14.14,165.5,8.84,-173.2,0.103,0.072,0.427
5/29/2020,10:48:56 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.45,2.07,-0.15,-0.21,160.8,14.14,165.6,8.84,-173.2,0.109,0.077,0.439
5/29/2020,10:48:56 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.45,2.08,-0.15,-0.21,160.8,14.15,165.6,8.84,-173.1,0.112,0.079,0.445
5/29/2020,10:48:56 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.46,2.09,-0.15,-0.21,160.9,14.15,165.7,8.84,-173.1,0.116,0.082,0.452
5/29/2020,10:48:56 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.45,2.08,-0.15,-0.21,161,14.16,165.7,8.84,-173.1,0.122,0.086,0.466
5/29/2020,10:48:57 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.46,2.08,-0.15,-0.21,161,14.16,165.8,8.84,-173.1,0.126,0.089,0.476
5/29/2020,10:48:57 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.45,2.06,-0.15,-0.21,161,14.17,165.8,8.84,-173.1,0.129,0.091,0.479
5/29/2020,10:48:57 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,71,-2,-2,0.45,2.07,-0.15,-0.21,161.1,14.17,165.9,8.84,-173.1,0.133,0.094,0.487
5/29/2020,10:48:57 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,70.9,-2,-2,0.46,2.08,-0.15,-0.21,161.1,14.18,165.9,8.84,-173.1,0.14,0.099,0.503
5/29/2020,10:48:58 AM,F5,89.99999 °,179.99998 °,738,272.9,291.6,0.14,293.4,190,70.9,-2,-2,0.46,2.09,-0.15,-0.21,161.2,14.18,166,8.84,-173.1,0.144,0.101,0.509
5/29/2020,10:48:58 AM,F5,89.99999 °,179.99998 °,738,272.8,291.6,0.14,293.4,190,70.9,-2,-2,0.44,2.02,-0.15,-0.21,161.3,14.19,166.1,8.84,-173.1,0.148,0.104,0.518
5/29/2020,10:48:58 AM,F5,89.99999 °,179.99998 °,738,272.8,291.6,0.14,293.4,190,70.9,-2,-2,0.44,2.01,-0.15,-0.21,161.3,14.19,166.1,8.84,-173.1,0.155,0.109,0.536
5/29/2020,10:48:58 AM,F5,89.99999 °,179.99998 °,738,272.8,291.6,0.14,293.4,190,70.9,-2,-2,0.44,2.01,-0.15,-0.21,161.4,14.2,166.2,8.83,-173.1,0.159,0.112,0.544
5/29/2020,10:48:59 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.6,0.14,293.4,190,70.9,-2,-2,0.44,2.01,-0.15,-0.21,161.4,14.2,166.2,8.83,-173.1,0.163,0.115,0.553
5/29/2020,10:48:59 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.6,0.14,293.5,190,70.9,-2,-2,0.44,2,-0.15,-0.21,161.5,14.21,166.3,8.83,-173.1,0.172,0.121,0.572
5/29/2020,10:48:59 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.7,0.14,293.5,190,70.9,-2,-2,0.44,2.01,-0.15,-0.21,161.5,14.21,166.3,8.83,-173.1,0.176,0.124,0.587
5/29/2020,10:48:59 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.99,-0.16,-0.21,161.6,14.22,166.4,8.83,-173.1,0.18,0.127,0.596
5/29/2020,10:49:00 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.99,-0.16,-0.21,161.6,14.23,166.4,8.83,-173.1,0.185,0.13,0.605
5/29/2020,10:49:00 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.98,-0.16,-0.22,161.7,14.23,166.5,8.83,-173.1,0.194,0.137,0.622
5/29/2020,10:49:00 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.99,-0.16,-0.22,161.7,14.24,166.6,8.83,-173.1,0.198,0.14,0.628
5/29/2020,10:49:00 AM,F5,89.99999 °,179.99998 °,737.9,272.8,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.98,-0.16,-0.22,161.8,14.24,166.6,8.83,-173.1,0.208,0.146,0.644
5/29/2020,10:49:01 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.97,-0.16,-0.21,161.8,14.25,166.6,8.83,-173.1,0.212,0.15,0.654
5/29/2020,10:49:01 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.5,190,70.9,-2,-2,0.42,1.95,-0.16,-0.22,161.9,14.25,166.7,8.83,-173,0.217,0.153,0.661
5/29/2020,10:49:01 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.98,-0.16,-0.22,161.9,14.26,166.7,8.83,-173,0.222,0.157,0.667
5/29/2020,10:49:01 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.98,-0.16,-0.22,162,14.26,166.8,8.83,-173,0.232,0.163,0.683
5/29/2020,10:49:02 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.5,190,70.9,-2,-2,0.43,1.98,-0.16,-0.22,162,14.27,166.9,8.83,-173,0.237,0.167,0.686
5/29/2020,10:49:02 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.6,190,70.8,-2,-2,0.44,2.01,-0.17,-0.22,162.1,14.28,166.9,8.83,-173,0.242,0.171,0.692
5/29/2020,10:49:02 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.6,190,70.8,-2,-2,0.44,2.03,-0.16,-0.22,162.1,14.28,167,8.83,-173,0.252,0.178,0.705
5/29/2020,10:49:02 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.6,190,70.8,-2,-2,0.45,2.06,-0.16,-0.22,162.2,14.28,167,8.83,-173,0.257,0.181,0.715
5/29/2020,10:49:03 AM,F5,89.99999 °,179.99998 °,738,272.7,291.7,0.14,293.6,190,70.8,-2,-2,0.45,2.06,-0.16,-0.22,162.2,14.29,167.1,8.83,-173,0.263,0.185,0.719
5/29/2020,10:49:03 AM,F5,89.99999 °,179.99998 °,738,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.45,2.05,-0.16,-0.22,162.3,14.3,167.1,8.83,-172.9,0.268,0.189,0.727
5/29/2020,10:49:03 AM,F5,89.99999 °,179.99998 °,738,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.45,2.07,-0.16,-0.22,162.3,14.3,167.2,8.83,-172.9,0.279,0.196,0.741
5/29/2020,10:49:03 AM,F5,89.99999 °,179.99998 °,738,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.46,2.11,-0.16,-0.21,162.4,14.3,167.2,8.83,-172.9,0.284,0.2,0.747
5/29/2020,10:49:04 AM,F5,89.99999 °,179.99998 °,738.1,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.46,2.11,-0.16,-0.21,162.4,14.31,167.2,8.83,-172.9,0.29,0.204,0.755
5/29/2020,10:49:04 AM,F5,89.99999 °,179.99998 °,738.1,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.47,2.13,-0.16,-0.21,162.5,14.31,167.3,8.83,-172.9,0.301,0.212,0.768
5/29/2020,10:49:04 AM,F5,89.99999 °,179.99998 °,738.1,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.47,2.15,-0.16,-0.21,162.5,14.32,167.3,8.83,-172.9,0.306,0.216,0.775
5/29/2020,10:49:04 AM,F5,89.99999 °,179.99998 °,738.1,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.48,2.16,-0.16,-0.21,162.5,14.32,167.4,8.83,-172.9,0.312,0.22,0.782
5/29/2020,10:49:05 AM,F5,89.99999 °,179.99998 °,738,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.48,2.18,-0.15,-0.21,162.6,14.32,167.4,8.83,-172.9,0.324,0.228,0.797
5/29/2020,10:49:05 AM,F5,89.99999 °,179.99998 °,738,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.49,2.21,-0.15,-0.21,162.6,14.33,167.5,8.83,-172.8,0.329,0.232,0.805
5/29/2020,10:49:05 AM,F5,89.99999 °,179.99998 °,738,272.6,291.7,0.14,293.6,190,70.8,-2,-2,0.48,2.2,-0.15,-0.21,162.7,14.33,167.5,8.83,-172.8,0.335,0.236,0.811
5/29/2020,10:49:05 AM,F5,89.99999 °,179.99998 °,738,272.6,291.8,0.14,293.6,190,70.8,-2,-2,0.48,2.19,-0.15,-0.21,162.7,14.34,167.5,8.83,-172.8,0.347,0.245,0.826
5/29/2020,10:49:06 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.49,2.2,-0.16,-0.21,162.7,14.34,167.6,8.83,-172.8,0.353,0.249,0.833
5/29/2020,10:49:06 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.49,2.22,-0.16,-0.21,162.8,14.34,167.6,8.83,-172.8,0.359,0.253,0.836
5/29/2020,10:49:06 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.5,2.24,-0.16,-0.22,162.8,14.35,167.6,8.83,-172.8,0.372,0.262,0.848
5/29/2020,10:49:06 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.5,2.27,-0.16,-0.22,162.8,14.35,167.6,8.83,-172.8,0.378,0.266,0.853
5/29/2020,10:49:07 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.51,2.29,-0.16,-0.22,162.8,14.35,167.7,8.83,-172.8,0.384,0.271,0.859
5/29/2020,10:49:07 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.51,2.29,-0.16,-0.22,162.9,14.36,167.7,8.83,-172.8,0.39,0.275,0.864
5/29/2020,10:49:07 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.51,2.31,-0.16,-0.22,162.9,14.36,167.7,8.83,-172.7,0.403,0.284,0.875
5/29/2020,10:49:07 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.52,2.34,-0.16,-0.21,162.9,14.36,167.8,8.83,-172.7,0.409,0.288,0.881
5/29/2020,10:49:08 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.52,2.36,-0.16,-0.21,162.9,14.36,167.8,8.83,-172.7,0.416,0.293,0.886
5/29/2020,10:49:08 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.53,2.37,-0.16,-0.22,163,14.36,167.8,8.83,-172.7,0.429,0.302,0.899
5/29/2020,10:49:08 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.53,2.37,-0.16,-0.22,163,14.37,167.8,8.83,-172.7,0.435,0.307,0.907
5/29/2020,10:49:08 AM,F5,89.99999 °,179.99998 °,738.1,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.52,2.34,-0.17,-0.22,163,14.37,167.8,8.83,-172.7,0.442,0.311,0.912
5/29/2020,10:49:09 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.6,190,70.8,-2,-2,0.52,2.35,-0.17,-0.22,163,14.37,167.9,8.83,-172.7,0.455,0.321,0.92
5/29/2020,10:49:09 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.7,190,70.8,-2,-2,0.52,2.35,-0.17,-0.22,163,14.37,167.9,8.83,-172.7,0.462,0.325,0.927
5/29/2020,10:49:09 AM,F5,89.99999 °,179.99998 °,738,272.5,291.8,0.14,293.7,190,70.8,-2,-2,0.54,2.42,-0.17,-0.22,163,14.38,167.9,8.83,-172.7,0.469,0.33,0.927
5/29/2020,10:49:09 AM,F5,89.99999 °,179.99998 °,738,272.4,291.8,0.14,293.7,190,70.8,-2,-2,0.54,2.41,-0.17,-0.22,163.1,14.38,167.9,8.83,-172.7,0.475,0.335,0.933
5/29/2020,10:49:10 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.8,-2,-2,0.54,2.41,-0.17,-0.22,163.1,14.38,167.9,8.83,-172.6,0.489,0.345,0.944
5/29/2020,10:49:10 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.8,-2,-2,0.54,2.42,-0.17,-0.22,163.1,14.38,167.9,8.83,-172.6,0.496,0.349,0.949
5/29/2020,10:49:10 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.56,2.5,-0.17,-0.22,163.1,14.38,167.9,8.83,-172.6,0.503,0.354,0.956
5/29/2020,10:49:10 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.57,2.55,-0.16,-0.22,163.1,14.38,167.9,8.83,-172.6,0.517,0.364,0.972
5/29/2020,10:49:11 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.59,2.61,-0.16,-0.22,163.1,14.38,168,8.83,-172.6,0.524,0.369,0.981
5/29/2020,10:49:11 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.6,2.67,-0.16,-0.21,163.1,14.39,168,8.83,-172.6,0.531,0.374,0.988
5/29/2020,10:49:11 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.64,2.83,-0.16,-0.21,163.1,14.39,168,8.83,-172.6,0.546,0.384,1.001
5/29/2020,10:49:11 AM,F5,89.99999 °,179.99998 °,738.1,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.68,2.96,-0.16,-0.21,163.1,14.38,168,8.83,-172.6,0.553,0.39,1.01
5/29/2020,10:49:12 AM,F5,89.99999 °,179.99998 °,738,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.72,3.14,-0.15,-0.21,163.1,14.39,168,8.83,-172.6,0.56,0.395,1.015
5/29/2020,10:49:12 AM,F5,89.99999 °,179.99998 °,738,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.76,3.29,-0.15,-0.21,163.1,14.39,168,8.83,-172.6,0.575,0.405,1.031
5/29/2020,10:49:12 AM,F5,89.99999 °,179.99998 °,738,272.4,291.8,0.14,293.7,190,70.7,-2,-2,0.85,3.66,-0.15,-0.21,163.1,14.39,168,8.83,-172.6,0.583,0.411,1.04
5/29/2020,10:49:12 AM,F5,89.99999 °,179.99998 °,738,272.4,291.8,0.14,293.7,190,70.7,-2,-2,1.84,7.54,-0.14,-0.2,163.1,14.39,168,8.83,-172.6,0.59,0.416,1.044
