"doy","pond","site_id","vertical_m","odo_mgL","odo_sat","temp_c","barometer","sp_cond","tds","chla_RFU","chla_ugL","pc_RFU","pc_ugL"
178,"B","B2",0.481,6.91,84.3,25.3888888888889,731,278.5,181,0.16,0.92,-0.5,-0.44
178,"B","B2",0.484,6.87,83.8,25.3888888888889,731,278.5,181,0.16,0.92,-0.5,-0.43
178,"B","B2",0.493,6.83,83.3,25.3888888888889,731,278.6,181,0.17,0.95,-0.5,-0.43
178,"B","B2",0.497,6.81,83,25.3888888888889,731,278.6,181,0.17,0.97,-0.5,-0.43
178,"B","B2",0.499,6.76,82.4,25.3333333333333,731,278.6,181,0.17,0.96,-0.5,-0.43
178,"B","B2",0.503,6.7,81.7,25.3333333333333,731,278.6,181,0.18,0.98,-0.49,-0.43
178,"B","B2",0.514,6.64,80.9,25.3333333333333,731,278.6,181,0.17,0.96,-0.5,-0.43
178,"B","B2",0.518,6.58,80.3,25.3333333333333,731.1,278.6,181,0.17,0.95,-0.5,-0.43
178,"B","B2",0.524,6.52,79.4,25.3333333333333,731.1,278.6,181,0.17,0.95,-0.49,-0.43
178,"B","B2",0.545,6.48,79,25.3333333333333,731.1,278.7,181,0.19,1.02,-0.49,-0.43
178,"B","B2",0.545,6.48,79,25.3333333333333,731.1,278.7,181,0.19,1.02,-0.49,-0.43
178,"B","B2",0.551,6.47,78.9,25.3333333333333,731.1,278.7,181,0.19,1.05,-0.49,-0.43
178,"B","B2",0.566,6.44,78.5,25.3333333333333,731.1,278.8,181,0.19,1.05,-0.49,-0.43
178,"B","B2",0.574,6.41,78.1,25.3333333333333,731.1,278.9,181,0.2,1.05,-0.49,-0.43
178,"B","B2",0.579,6.37,77.6,25.2777777777778,731.1,278.9,181,0.21,1.1,-0.49,-0.43
178,"B","B2",0.589,6.34,77.2,25.2777777777778,731.1,278.9,181,0.22,1.13,-0.49,-0.43
178,"B","B2",0.595,6.3,76.7,25.2777777777778,731.1,279,181,0.21,1.13,-0.48,-0.42
178,"B","B2",0.597,6.27,76.3,25.2777777777778,731.1,279.1,181,0.22,1.16,-0.48,-0.42
178,"B","B2",0.601,6,73,25.2777777777778,731.1,279.1,181,0.23,1.17,-0.48,-0.42
178,"B","B2",0.607,5.94,72.3,25.2777777777778,731.1,279.2,181,0.22,1.17,-0.48,-0.42
178,"B","B3",0.01,7.14,88.3,26.1666666666667,731,277.5,180,0.41,1.9,-0.27,-0.28
178,"B","B3",0.014,7.14,88.3,26.1666666666667,731.1,277.5,180,0.42,1.95,-0.28,-0.29
178,"B","B3",0.019,7.14,88.3,26.1111111111111,731.1,277.5,180,0.45,2.04,-0.28,-0.29
178,"B","B3",0.035,7.13,88.2,26.1111111111111,731.1,277.5,180,0.48,2.17,-0.29,-0.3
178,"B","B3",0.044,7.13,88.2,26.1111111111111,731.1,277.6,180,0.47,2.13,-0.3,-0.3
178,"B","B3",0.051,7.13,88.1,26.0555555555556,731,277.6,180,0.47,2.13,-0.31,-0.31
178,"B","B3",0.068,7.13,88.1,26.0555555555556,731,277.6,180,0.5,2.28,-0.32,-0.32
178,"B","B3",0.077,7.13,88,26.0555555555556,731,277.6,180,0.54,2.42,-0.32,-0.32
178,"B","B3",0.083,7.13,88,26.0555555555556,731,277.7,180,0.55,2.44,-0.33,-0.33
178,"B","B3",0.091,7.13,88,26,731.1,277.7,181,0.55,2.44,-0.34,-0.33
178,"B","B3",0.105,7.13,88,26,731.1,277.7,181,0.54,2.4,-0.35,-0.34
178,"B","B3",0.114,7.13,87.9,26,731.1,277.8,181,0.54,2.4,-0.35,-0.34
178,"B","B3",0.121,7.13,87.9,25.9444444444444,731.1,277.8,181,0.54,2.4,-0.37,-0.35
178,"B","B3",0.135,7.12,87.8,25.9444444444444,731,277.9,181,0.59,2.61,-0.36,-0.35
178,"B","B3",0.143,7.12,87.8,25.9444444444444,731,277.9,181,0.58,2.58,-0.37,-0.35
178,"B","B3",0.15,7.12,87.8,25.9444444444444,731,277.9,181,0.58,2.56,-0.38,-0.36
178,"B","B3",0.165,7.12,87.7,25.8888888888889,731,278,181,0.57,2.53,-0.39,-0.36
178,"B","B3",0.172,7.12,87.7,25.8888888888889,731.1,278.1,181,0.57,2.53,-0.39,-0.36
178,"B","B3",0.176,7.12,87.7,25.8888888888889,731.1,278.1,181,0.57,2.54,-0.4,-0.37
178,"B","B3",0.183,7.12,87.6,25.8333333333333,731.1,278.2,181,0.52,2.35,-0.41,-0.37
178,"B","B3",0.197,7.12,87.6,25.8333333333333,731.1,278.2,181,0.53,2.36,-0.41,-0.38
178,"B","B3",0.201,7.12,87.6,25.8333333333333,731.2,278.2,181,0.52,2.32,-0.41,-0.38
178,"B","B3",0.205,7.12,87.6,25.7777777777778,731.2,278.2,181,0.52,2.33,-0.42,-0.38
178,"B","B3",0.216,7.12,87.5,25.7777777777778,731.2,278.3,181,0.53,2.36,-0.42,-0.38
178,"B","B3",0.221,7.12,87.5,25.7222222222222,731.2,278.3,181,0.52,2.35,-0.43,-0.39
178,"B","B3",0.226,7.12,87.5,25.7222222222222,731.1,278.3,181,0.52,2.35,-0.43,-0.39
178,"B","B3",0.236,7.13,87.5,25.7222222222222,731.1,278.4,181,0.51,2.3,-0.43,-0.39
178,"B","B3",0.243,7.12,87.4,25.7222222222222,731.1,278.4,181,0.5,2.24,-0.43,-0.39
178,"B","B3",0.248,7.13,87.4,25.6666666666667,731.1,278.4,181,0.49,2.22,-0.43,-0.39
178,"B","B3",0.261,7.13,87.4,25.6666666666667,731.1,278.4,181,0.48,2.18,-0.43,-0.39
178,"B","B3",0.268,7.13,87.4,25.6666666666667,731.1,278.5,181,0.47,2.12,-0.44,-0.39
178,"B","B3",0.273,7.13,87.4,25.6666666666667,731.1,278.5,181,0.4,1.87,-0.44,-0.39
178,"B","B3",0.28,7.13,87.3,25.6111111111111,731.1,278.5,181,0.4,1.86,-0.44,-0.39
178,"B","B3",0.291,7.13,87.3,25.6111111111111,731.2,278.5,181,0.4,1.87,-0.44,-0.39
178,"B","B3",0.295,7.13,87.3,25.6111111111111,731.2,278.5,181,0.4,1.88,-0.44,-0.4
178,"B","B3",0.3,7.12,87.2,25.6111111111111,731.2,278.5,181,0.4,1.85,-0.44,-0.4
178,"B","B3",0.312,7.12,87.2,25.6111111111111,731.2,278.5,181,0.39,1.84,-0.44,-0.4
178,"B","B3",0.32,7.12,87.1,25.5555555555556,731.2,278.5,181,0.4,1.85,-0.44,-0.4
178,"B","B3",0.326,7.11,87.1,25.5555555555556,731.2,278.5,181,0.4,1.88,-0.44,-0.39
178,"B","B3",0.337,7.11,87,25.5555555555556,731.2,278.5,181,0.41,1.89,-0.44,-0.39
178,"B","B3",0.344,7.11,87,25.5555555555556,731.2,278.5,181,0.4,1.87,-0.44,-0.4
178,"B","B3",0.348,7.1,86.9,25.5555555555556,731.1,278.6,181,0.41,1.91,-0.44,-0.4
178,"B","B3",0.359,7.1,86.9,25.5,731.1,278.6,181,0.44,2.01,-0.44,-0.4
178,"B","B3",0.367,7.1,86.8,25.5,731.1,278.6,181,0.44,2.02,-0.45,-0.4
178,"B","B3",0.37,7.09,86.7,25.5,731.1,278.6,181,0.44,2.02,-0.44,-0.4
178,"B","B3",0.384,7.09,86.7,25.5,731.2,278.6,181,0.4,1.85,-0.45,-0.4
178,"B","B3",0.392,7.09,86.7,25.5,731.2,278.6,181,0.37,1.74,-0.45,-0.4
178,"B","B3",0.398,7.09,86.6,25.4444444444444,731.2,278.6,181,0.36,1.71,-0.45,-0.4
178,"B","B3",0.406,7.09,86.6,25.4444444444444,731.2,278.6,181,0.33,1.59,-0.45,-0.4
178,"B","B3",0.423,7.08,86.5,25.4444444444444,731.1,278.7,181,0.33,1.61,-0.45,-0.4
178,"B","B3",0.429,7.08,86.5,25.4444444444444,731.1,278.7,181,0.33,1.58,-0.45,-0.4
178,"B","B3",0.436,7.08,86.4,25.4444444444444,731.1,278.7,181,0.32,1.55,-0.45,-0.4
178,"B","B3",0.454,7.08,86.4,25.4444444444444,731.1,278.7,181,0.32,1.54,-0.46,-0.41
178,"B","B3",0.464,7.07,86.3,25.4444444444444,731,278.7,181,0.31,1.52,-0.46,-0.41
178,"B","B3",0.472,7.07,86.3,25.3888888888889,731,278.7,181,0.31,1.49,-0.46,-0.41
178,"B","B3",0.478,7.07,86.3,25.3888888888889,731,278.7,181,0.3,1.47,-0.46,-0.41
178,"B","B3",0.492,7.06,86.2,25.3888888888889,731,278.7,181,0.29,1.43,-0.46,-0.41
178,"B","B3",0.497,7.06,86.1,25.3888888888889,731.1,278.8,181,0.29,1.41,-0.45,-0.4
178,"B","B3",0.504,6.8,83,25.3888888888889,731.1,278.8,181,0.29,1.42,-0.46,-0.41
178,"B","B3",0.519,6.75,82.3,25.3888888888889,731.1,278.9,181,0.28,1.4,-0.46,-0.41
178,"B","B3",0.523,6.72,81.9,25.3333333333333,731.1,278.9,181,0.28,1.41,-0.45,-0.41
178,"B","B3",0.529,6.66,81.2,25.3333333333333,731,279,181,0.28,1.37,-0.46,-0.41
178,"B","B3",0.537,6.65,81.1,25.3333333333333,731,279,181,0.26,1.33,-0.46,-0.41
178,"B","B4",0.018,7.8,95.5,25.5555555555556,731.1,276,179,0.12,0.74,-0.41,-0.38
178,"B","B4",0.023,7.81,95.5,25.5555555555556,731.2,276,179,0.11,0.73,-0.43,-0.39
178,"B","B4",0.022,7.81,95.5,25.5555555555556,731.2,276,179,0.11,0.71,-0.44,-0.4
178,"B","B4",0.033,7.81,95.6,25.5555555555556,731.2,276,179,0.1,0.7,-0.44,-0.4
178,"B","B4",0.04,7.81,95.6,25.5555555555556,731.2,276,179,0.11,0.7,-0.46,-0.41
178,"B","B4",0.045,7.81,95.6,25.5555555555556,731.1,276,179,0.1,0.7,-0.46,-0.41
178,"B","B4",0.053,7.81,95.6,25.5555555555556,731.1,275.9,179,0.1,0.69,-0.48,-0.42
178,"B","B4",0.064,7.82,95.6,25.5555555555556,731.1,275.9,179,0.11,0.71,-0.47,-0.42
178,"B","B4",0.07,7.82,95.6,25.5555555555556,731.1,275.9,179,0.1,0.69,-0.48,-0.42
178,"B","B4",0.079,7.82,95.6,25.5555555555556,731.1,275.9,179,0.1,0.69,-0.48,-0.42
178,"B","B4",0.098,7.82,95.6,25.5555555555556,731.1,275.9,179,0.11,0.7,-0.48,-0.42
178,"B","B4",0.106,7.82,95.6,25.5,731.1,275.9,179,0.11,0.72,-0.48,-0.42
178,"B","B4",0.114,7.82,95.6,25.5,731.1,275.9,179,0.12,0.74,-0.48,-0.42
178,"B","B4",0.13,7.82,95.6,25.5,731.2,275.9,179,0.12,0.75,-0.48,-0.42
178,"B","B4",0.14,7.82,95.6,25.5,731.2,275.8,179,0.12,0.77,-0.48,-0.42
178,"B","B4",0.148,7.82,95.6,25.5,731.2,275.8,179,0.13,0.8,-0.48,-0.42
178,"B","B4",0.156,7.82,95.6,25.5,731.2,275.8,179,0.14,0.83,-0.48,-0.42
178,"B","B4",0.171,7.82,95.6,25.5,731.2,275.8,179,0.14,0.85,-0.48,-0.42
178,"B","B4",0.177,7.82,95.6,25.5,731.2,275.8,179,0.14,0.84,-0.48,-0.42
178,"B","B4",0.185,7.82,95.5,25.5,731.2,275.8,179,0.15,0.87,-0.48,-0.42
178,"B","B4",0.196,7.82,95.5,25.5,731.2,275.8,179,0.15,0.88,-0.49,-0.43
178,"B","B4",0.202,7.82,95.5,25.5,731.1,275.8,179,0.15,0.89,-0.48,-0.42
178,"B","B4",0.208,7.81,95.5,25.4444444444444,731.1,275.8,179,0.15,0.89,-0.48,-0.42
178,"B","B4",0.221,7.81,95.4,25.4444444444444,731.1,275.8,179,0.15,0.88,-0.48,-0.42
178,"B","B4",0.229,7.81,95.4,25.4444444444444,731.1,275.8,179,0.16,0.9,-0.48,-0.42
178,"B","B4",0.234,7.81,95.4,25.4444444444444,731.1,275.8,179,0.16,0.9,-0.48,-0.42
178,"B","B4",0.246,7.81,95.4,25.4444444444444,731.1,275.8,179,0.16,0.9,-0.48,-0.42
178,"B","B4",0.254,7.81,95.3,25.4444444444444,731.1,275.8,179,0.16,0.9,-0.48,-0.42
178,"B","B4",0.258,7.8,95.3,25.4444444444444,731.1,275.8,179,0.15,0.88,-0.49,-0.43
178,"B","B4",0.263,7.8,95.3,25.4444444444444,731.2,275.9,179,0.15,0.87,-0.49,-0.43
178,"B","B4",0.272,7.8,95.2,25.4444444444444,731.2,275.9,179,0.15,0.88,-0.49,-0.43
178,"B","B4",0.275,7.8,95.2,25.4444444444444,731.2,275.9,179,0.16,0.91,-0.49,-0.43
178,"B","B4",0.282,7.79,95.1,25.4444444444444,731.2,275.9,179,0.16,0.91,-0.49,-0.43
178,"B","B4",0.292,7.79,95.1,25.4444444444444,731.2,275.9,179,0.16,0.93,-0.49,-0.43
178,"B","B4",0.296,7.79,95,25.3888888888889,731.2,275.9,179,0.17,0.94,-0.48,-0.42
178,"B","B4",0.302,7.78,95,25.3888888888889,731.2,275.9,179,0.17,0.95,-0.49,-0.42
178,"B","B4",0.316,7.78,94.9,25.3888888888889,731.2,275.9,179,0.17,0.96,-0.49,-0.43
178,"B","B4",0.326,7.78,94.9,25.3888888888889,731.1,275.9,179,0.17,0.95,-0.48,-0.42
178,"B","B4",0.331,7.77,94.8,25.3888888888889,731.1,275.9,179,0.17,0.97,-0.48,-0.42
178,"B","B4",0.344,7.77,94.7,25.3888888888889,731.1,276,179,0.18,1,-0.48,-0.42
178,"B","B4",0.352,7.76,94.7,25.3888888888889,731.1,276,179,0.19,1.03,-0.48,-0.42
178,"B","B4",0.356,7.75,94.6,25.3888888888889,731.2,276,179,0.19,1.04,-0.48,-0.42
178,"B","B4",0.361,7.75,94.5,25.3888888888889,731.2,276,179,0.19,1.03,-0.49,-0.43
178,"B","B4",0.375,7.75,94.5,25.3888888888889,731.2,276,179,0.2,1.06,-0.49,-0.43
178,"B","B4",0.381,7.74,94.4,25.3333333333333,731.2,276,179,0.21,1.12,-0.48,-0.42
178,"B","B4",0.387,7.73,94.3,25.3333333333333,731.1,276,179,0.21,1.12,-0.48,-0.42
178,"B","B4",0.399,7.73,94.2,25.3333333333333,731.1,276.1,179,0.22,1.14,-0.49,-0.43
178,"B","B4",0.405,7.72,94.1,25.3333333333333,731.1,276.1,179,0.22,1.16,-0.49,-0.43
178,"B","B4",0.412,7.71,94,25.3333333333333,731.1,276.1,179,0.23,1.18,-0.49,-0.43
178,"B","B4",0.43,7.71,94,25.3333333333333,731.1,276.1,179,0.23,1.2,-0.49,-0.43
178,"B","B4",0.44,7.45,90.7,25.3333333333333,731.1,276.1,179,0.24,1.22,-0.48,-0.42
178,"B","B4",0.446,7.43,90.6,25.3333333333333,731.1,276.2,180,0.24,1.22,-0.49,-0.42
178,"B","B4",0.464,7.42,90.4,25.3333333333333,731.1,276.2,180,0.24,1.25,-0.49,-0.43
178,"B","B4",0.476,7.4,90.2,25.3333333333333,731.1,276.2,180,0.25,1.27,-0.48,-0.42
178,"B","B4",0.486,7.39,90,25.3333333333333,731.1,276.2,180,0.25,1.28,-0.48,-0.42
178,"B","B4",0.497,7.36,89.7,25.2777777777778,731.1,276.3,180,0.25,1.28,-0.47,-0.42
178,"B","B4",0.517,7.33,89.3,25.2777777777778,731.1,276.3,180,0.26,1.29,-0.48,-0.42
178,"B","B4",0.524,7.32,89.1,25.2777777777778,731.1,276.3,180,0.26,1.3,-0.48,-0.42
178,"B","B4",0.53,7.28,88.6,25.2777777777778,731.1,276.4,180,0.26,1.32,-0.48,-0.42
178,"B","B4",0.543,7.26,88.3,25.2777777777778,731.1,276.4,180,0.27,1.34,-0.47,-0.42
178,"B","B4",0.551,7.26,88.3,25.2222222222222,731.1,276.5,180,0.27,1.33,-0.47,-0.41
178,"B","B4",0.577,7.24,88.1,25.2222222222222,731,276.6,180,0.28,1.38,-0.47,-0.41
178,"B","B4",0.577,7.24,88.1,25.2222222222222,731,276.6,180,0.28,1.38,-0.47,-0.41
178,"B","B4",0.587,7.23,88,25.2222222222222,731,276.6,180,0.28,1.41,-0.47,-0.41
178,"B","B4",0.593,7.22,87.8,25.2222222222222,731,276.7,180,0.3,1.45,-0.47,-0.41
178,"B","B4",0.599,7.21,87.7,25.2222222222222,731.1,276.7,180,0.3,1.49,-0.47,-0.41
178,"B","B4",0.611,7.2,87.5,25.2222222222222,731.1,276.8,180,0.31,1.51,-0.46,-0.41
178,"B","B4",0.615,7.18,87.3,25.2222222222222,731.1,276.8,180,0.31,1.51,-0.47,-0.41
178,"B","B4",0.622,7.17,87.1,25.1666666666667,731.1,276.9,180,0.33,1.58,-0.47,-0.41
178,"B","B4",0.639,7.15,86.9,25.1666666666667,731.2,276.9,180,0.34,1.63,-0.47,-0.41
178,"B","B4",0.647,7.13,86.7,25.1666666666667,731.2,277,180,0.34,1.63,-0.46,-0.41
178,"B","B4",0.653,7.11,86.4,25.1666666666667,731.2,277.1,180,0.35,1.65,-0.47,-0.41
178,"B","B4",0.665,7.1,86.2,25.1666666666667,731.2,277.2,180,0.36,1.72,-0.47,-0.41
178,"B","B4",0.671,7.09,86.1,25.1111111111111,731.2,277.2,180,0.37,1.76,-0.46,-0.41
178,"B","B4",0.676,7.07,85.9,25.1111111111111,731.2,277.3,180,0.38,1.78,-0.46,-0.41
178,"B","B4",0.694,7.06,85.7,25.1111111111111,731.2,277.4,180,0.39,1.82,-0.46,-0.41
178,"B","B4",0.702,7.04,85.5,25.1111111111111,731.2,277.5,180,0.41,1.89,-0.47,-0.41
178,"B","B4",0.706,7.03,85.3,25.1111111111111,731.1,277.6,180,0.42,1.95,-0.46,-0.41
178,"B","B4",0.714,6.77,82.1,25.0555555555556,731.1,277.7,180,0.43,1.99,-0.46,-0.41
178,"B","B4",0.727,6.73,81.7,25.0555555555556,731.1,277.8,181,0.45,2.07,-0.46,-0.41
178,"B","B4",0.731,6.71,81.3,25.0555555555556,731.1,277.9,181,0.46,2.09,-0.46,-0.41
178,"B","B4",0.738,6.7,81.2,25.0555555555556,731.1,277.9,181,0.46,2.1,-0.46,-0.41
178,"B","B4",0.752,6.67,80.8,25.0555555555556,731.1,278,181,0.46,2.11,-0.46,-0.41
178,"B","B4",0.759,6.63,80.3,25,731.1,278.1,181,0.47,2.12,-0.45,-0.4
178,"B","B4",0.765,6.59,79.8,25,731.1,278.2,181,0.46,2.1,-0.45,-0.4
178,"B","B4",0.775,6.55,79.4,25,731.2,278.3,181,0.46,2.11,-0.46,-0.41
178,"B","B4",0.78,6.51,78.9,25,731.2,278.4,181,0.47,2.13,-0.46,-0.41
178,"B","B4",0.78,6.5,78.7,24.9444444444444,731.2,278.5,181,0.47,2.14,-0.45,-0.4
178,"B","B5",0.016,7.55,92.4,25.5555555555556,731,276.3,180,0.31,1.53,-0.38,-0.36
178,"B","B5",0.016,7.55,92.4,25.5555555555556,731,276.3,180,0.31,1.53,-0.38,-0.36
178,"B","B5",0.027,7.55,92.4,25.5555555555556,731,276.4,180,0.32,1.55,-0.39,-0.36
178,"B","B5",0.037,7.55,92.4,25.5555555555556,731,276.4,180,0.32,1.55,-0.4,-0.37
178,"B","B5",0.043,7.55,92.3,25.5555555555556,731.1,276.4,180,0.32,1.56,-0.42,-0.38
178,"B","B5",0.047,7.54,92.3,25.5555555555556,731.1,276.4,180,0.33,1.57,-0.43,-0.39
178,"B","B5",0.051,7.54,92.3,25.5555555555556,731.1,276.4,180,0.33,1.58,-0.43,-0.39
178,"B","B5",0.061,7.54,92.3,25.5555555555556,731.1,276.4,180,0.34,1.61,-0.44,-0.4
178,"B","B5",0.065,7.54,92.2,25.5555555555556,731.1,276.4,180,0.34,1.64,-0.44,-0.4
178,"B","B5",0.073,7.54,92.2,25.5555555555556,731.1,276.4,180,0.35,1.65,-0.44,-0.4
178,"B","B5",0.086,7.54,92.2,25.5555555555556,731.1,276.5,180,0.35,1.68,-0.45,-0.4
178,"B","B5",0.091,7.54,92.2,25.5555555555556,731.1,276.5,180,0.36,1.69,-0.45,-0.4
178,"B","B5",0.095,7.54,92.2,25.5555555555556,731.1,276.5,180,0.36,1.71,-0.44,-0.4
178,"B","B5",0.107,7.53,92.2,25.5555555555556,731.1,276.5,180,0.37,1.74,-0.44,-0.4
178,"B","B5",0.114,7.53,92.1,25.5555555555556,731.1,276.5,180,0.37,1.75,-0.45,-0.4
178,"B","B5",0.118,7.53,92.1,25.5555555555556,731.1,276.5,180,0.38,1.77,-0.45,-0.4
178,"B","B5",0.135,7.53,92.1,25.5555555555556,731.2,276.5,180,0.37,1.76,-0.45,-0.4
178,"B","B5",0.145,7.53,92.1,25.5555555555556,731.2,276.6,180,0.38,1.8,-0.46,-0.41
178,"B","B5",0.151,7.53,92,25.5,731.2,276.6,180,0.39,1.81,-0.45,-0.41
178,"B","B5",0.164,7.53,92,25.5,731.2,276.6,180,0.39,1.81,-0.46,-0.41
178,"B","B5",0.171,7.52,92,25.5,731.1,276.6,180,0.39,1.82,-0.46,-0.41
178,"B","B5",0.171,7.52,92,25.5,731.1,276.6,180,0.39,1.82,-0.46,-0.41
178,"B","B5",0.184,7.52,91.9,25.5,731.1,276.6,180,0.4,1.86,-0.46,-0.41
178,"B","B5",0.201,7.52,91.9,25.5,731.1,276.6,180,0.4,1.88,-0.46,-0.41
178,"B","B5",0.209,7.51,91.8,25.5,731.2,276.6,180,0.41,1.9,-0.46,-0.41
178,"B","B5",0.221,7.51,91.8,25.5,731.2,276.7,180,0.42,1.93,-0.46,-0.41
178,"B","B5",0.242,7.51,91.8,25.5,731.2,276.7,180,0.42,1.95,-0.46,-0.41
178,"B","B5",0.253,7.51,91.7,25.5,731.2,276.7,180,0.42,1.94,-0.46,-0.41
178,"B","B5",0.264,7.5,91.7,25.4444444444444,731,276.7,180,0.42,1.95,-0.46,-0.41
178,"B","B5",0.275,7.5,91.6,25.4444444444444,731,276.7,180,0.43,1.96,-0.46,-0.41
178,"B","B5",0.3,7.5,91.6,25.4444444444444,731,276.8,180,0.43,1.97,-0.46,-0.41
178,"B","B5",0.311,7.49,91.5,25.4444444444444,731,276.8,180,0.43,1.98,-0.46,-0.41
178,"B","B5",0.332,7.49,91.5,25.4444444444444,731.1,276.8,180,0.43,1.99,-0.46,-0.41
178,"B","B5",0.341,7.49,91.5,25.4444444444444,731.1,276.9,180,0.44,2.01,-0.46,-0.41
178,"B","B5",0.345,7.49,91.4,25.4444444444444,731.1,276.9,180,0.44,2.02,-0.46,-0.41
178,"B","B5",0.35,7.48,91.3,25.4444444444444,731.1,276.9,180,0.44,2.03,-0.46,-0.41
178,"B","B5",0.363,7.48,91.3,25.4444444444444,731,276.9,180,0.45,2.05,-0.45,-0.41
178,"B","B5",0.372,7.47,91.2,25.3888888888889,731,277,180,0.46,2.1,-0.45,-0.4
178,"B","B5",0.38,7.47,91.1,25.3888888888889,731,277,180,0.46,2.11,-0.45,-0.4
178,"B","B5",0.399,7.46,91.1,25.3888888888889,731,277,180,0.46,2.1,-0.45,-0.4
178,"B","B5",0.41,7.46,91,25.3888888888889,731.1,277.1,180,0.46,2.1,-0.45,-0.4
178,"B","B5",0.41,7.46,91,25.3888888888889,731.1,277.1,180,0.46,2.1,-0.45,-0.4
178,"B","B5",0.432,7.19,87.7,25.3888888888889,731.1,277.2,180,0.47,2.14,-0.45,-0.4
178,"B","B5",0.451,7.18,87.6,25.3888888888889,731.1,277.2,180,0.47,2.15,-0.45,-0.4
178,"B","B5",0.459,7.18,87.5,25.3333333333333,731.2,277.3,180,0.47,2.15,-0.45,-0.4
178,"B","B5",0.468,7.16,87.3,25.3333333333333,731.2,277.3,180,0.48,2.16,-0.45,-0.4
178,"B","B5",0.486,7.14,87,25.3333333333333,731.2,277.4,180,0.48,2.17,-0.45,-0.4
178,"B","B5",0.494,7.11,86.7,25.3333333333333,731.2,277.4,180,0.47,2.15,-0.45,-0.4
178,"B","B5",0.501,7.07,86.1,25.3333333333333,731.1,277.5,180,0.48,2.17,-0.45,-0.4
178,"B","B5",0.518,7.05,85.9,25.3333333333333,731.1,277.6,180,0.49,2.21,-0.45,-0.4
178,"B","B5",0.527,7.04,85.7,25.2777777777778,731.1,277.6,180,0.49,2.23,-0.45,-0.4
178,"B","B5",0.533,7.01,85.4,25.2777777777778,731.1,277.7,181,0.49,2.22,-0.45,-0.4
178,"B","B5",0.55,6.99,85.2,25.2777777777778,731.2,277.8,181,0.49,2.22,-0.45,-0.41
178,"B","B5",0.559,6.97,84.9,25.2777777777778,731.2,277.8,181,0.48,2.2,-0.45,-0.4
178,"B","B5",0.564,6.95,84.6,25.2777777777778,731.2,277.9,181,0.48,2.19,-0.45,-0.4
178,"B","B5",0.571,6.95,84.6,25.2222222222222,731.2,278,181,0.48,2.16,-0.45,-0.4
178,"B","B5",0.585,6.94,84.5,25.2222222222222,731.1,278.1,181,0.48,2.19,-0.45,-0.4
178,"B","B5",0.59,6.94,84.4,25.2222222222222,731.1,278.2,181,0.49,2.22,-0.45,-0.4
178,"B","B5",0.598,6.93,84.2,25.2222222222222,731.1,278.3,181,0.49,2.22,-0.45,-0.4
178,"B","B5",0.614,6.91,84,25.2222222222222,731.1,278.4,181,0.49,2.21,-0.45,-0.4
178,"B","B5",0.622,6.89,83.8,25.1666666666667,731.1,278.5,181,0.49,2.21,-0.45,-0.4
178,"B","B5",0.622,6.89,83.8,25.1666666666667,731.1,278.5,181,0.49,2.21,-0.45,-0.4
178,"B","B5",0.644,6.85,83.3,25.1666666666667,731.1,278.6,181,0.48,2.18,-0.45,-0.4
178,"B","B5",0.652,6.84,83.1,25.1666666666667,731.1,278.8,181,0.48,2.18,-0.45,-0.4
178,"B","B5",0.659,6.83,83,25.1111111111111,731.1,278.9,181,0.48,2.18,-0.45,-0.4
178,"B","B5",0.669,6.82,82.8,25.1111111111111,731.1,279.1,181,0.48,2.17,-0.45,-0.4
178,"B","B5",0.687,6.8,82.6,25.1111111111111,731.1,279.2,181,0.48,2.19,-0.44,-0.4
178,"B","B5",0.693,6.79,82.4,25.0555555555556,731.1,279.3,182,0.49,2.22,-0.44,-0.4
178,"B","B5",0.7,6.78,82.2,25.0555555555556,731.1,279.5,182,0.49,2.21,-0.44,-0.39
178,"B","B5",0.713,6.77,82.1,25.0555555555556,731.1,279.6,182,0.5,2.25,-0.43,-0.39
178,"B","B5",0.719,6.75,81.9,25.0555555555556,731.1,279.7,182,0.49,2.24,-0.43,-0.39
178,"B","B5",0.725,6.75,81.8,25,731.1,279.9,182,0.5,2.25,-0.43,-0.39
178,"B","B5",0.736,6.74,81.6,25,731.1,280,182,0.5,2.27,-0.43,-0.39
178,"B","B5",0.74,6.47,78.4,25,731.1,280.2,182,0.5,2.26,-0.43,-0.39
178,"B","B5",0.745,6.43,77.9,25,731.1,280.4,182,0.5,2.26,-0.43,-0.39
178,"B","B5",0.756,6.39,77.4,24.9444444444444,731.1,280.5,182,0.5,2.24,-0.43,-0.39
178,"B","B5",0.762,6.37,77.1,24.9444444444444,731,280.7,182,0.5,2.24,-0.43,-0.39
178,"B","B5",0.766,6.35,76.8,24.9444444444444,731,280.7,182,0.49,2.22,-0.43,-0.39
178,"B","B5",0.78,6.32,76.5,24.9444444444444,731,280.9,183,0.49,2.21,-0.43,-0.39
178,"B","B5",0.787,6.31,76.3,24.8888888888889,731,281.1,183,0.49,2.22,-0.43,-0.39
178,"B","B5",0.791,6.27,75.8,24.8888888888889,731.1,281.2,183,0.49,2.23,-0.43,-0.39
178,"B","B5",0.791,6.27,75.8,24.8888888888889,731.1,281.2,183,0.49,2.23,-0.43,-0.39
178,"B","B5",0.809,6.21,75,24.8888888888889,731.1,281.5,183,0.5,2.25,-0.42,-0.38
178,"B","B5",0.818,6.18,74.7,24.8333333333333,731.1,281.7,183,0.51,2.29,-0.42,-0.38
